,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
473,,0,CDS-PP,0,0,1,0,2.59,0,373,Tavira,Faro,0,292,2.03,,False,197,1.37,9,14408,63.1,João Afonso da Cunha Rêgo de Carvalho,2009
474,,0,PCP-PEV,0,0,1,0,2.83,0,408,Tavira,Faro,0,292,2.03,,False,197,1.37,9,14408,63.1,Rodrigo Ferreira Aires,2009
475,,3,PPD/PSD,0,0,1,3,42.32,0,6097,Tavira,Faro,0,292,2.03,,False,197,1.37,9,14408,63.1,Rui Manuel Palmilha Amaro,2009
476,,4,PS,1,1,1,4,45.99,1,6626,Tavira,Faro,0,292,2.03,,False,197,1.37,9,14408,63.1,Jorge Manuel do Nascimento Botelho,2009
477,,0,B.E.,0,0,1,0,1.86,0,196,Vila Real de Santo António,Faro,0,94,0.89,,False,94,0.89,3,10540,63.86,António Tomás Rodrigues,2009
478,,0,CDS-PP,0,0,1,0,1.09,0,115,Vila Real de Santo António,Faro,0,94,0.89,,False,94,0.89,3,10540,63.86,Jorge Manuel dos Santos Pinto,2009
479,,0,PCP-PEV,0,0,1,0,7.38,0,778,Vila Real de Santo António,Faro,0,94,0.89,,False,94,0.89,3,10540,63.86,Angelo Miguel Bandeira Barão,2009
480,,6,PPD/PSD,1,1,1,6,71.09,1,7493,Vila Real de Santo António,Faro,0,94,0.89,,False,94,0.89,3,10540,63.86,Luís Filipe Soromenho Gomes,2009
481,,1,PS,0,0,1,1,16.79,0,1770,Vila Real de Santo António,Faro,0,94,0.89,,False,94,0.89,3,10540,63.86,Jovita de Fátima Romano Ladeira,2009
482,,0,MPT,0,0,1,0,0.65,0,20,Vila do Bispo,Faro,0,37,1.21,,False,26,0.85,5,3058,71.42,João Pedro Gonçalves Viegas Jacinto,2009
483,,0,PCP-PEV,0,0,1,0,1.86,0,57,Vila do Bispo,Faro,0,37,1.21,,False,26,0.85,5,3058,71.42,Jorge Alexandre São Pedro Ribeiro Gomes,2009
484,,2,PPD/PSD,0,0,1,2,36.13,0,1105,Vila do Bispo,Faro,0,37,1.21,,False,26,0.85,5,3058,71.42,Gilberto Repolho dos Reis Viegas,2009
485,,2,PS,1,0,1,2,39.6,1,1211,Vila do Bispo,Faro,0,37,1.21,,False,26,0.85,5,3058,71.42,Adelino Augusto da Rocha Soares,2009
486,,1,VI,0,0,1,1,19.69,0,602,Vila do Bispo,Faro,0,37,1.21,,False,26,0.85,5,3058,71.42,José de Deus Vieira Rodrigues,2009
487,,0,CDS-PP,0,0,1,0,6.31,0,274,Aguiar da Beira,Guarda,0,45,1.04,,False,94,2.17,13,4339,65.35,EMILIA DAS NEVES BENTO SILVA,2009
488,,0,PCP-PEV,0,0,1,0,0.92,0,40,Aguiar da Beira,Guarda,0,45,1.04,,False,94,2.17,13,4339,65.35,JOAQUIM AUGUSTO POMBINHO MACAU,2009
489,,3,PPD/PSD,1,1,1,3,51.69,1,2243,Aguiar da Beira,Guarda,0,45,1.04,,False,94,2.17,13,4339,65.35,AUGUSTO FERNANDO ANDRADE,2009
490,,2,PS,0,0,1,2,37.87,0,1643,Aguiar da Beira,Guarda,0,45,1.04,,False,94,2.17,13,4339,65.35,ANTONIO ALBERTO FERREIRA DE LACERDA,2009
491,,0,PCP-PEV,0,0,1,0,1.75,0,104,Almeida,Guarda,0,95,1.59,,False,127,2.13,29,5957,68.49,JOÃO LUIS GONÇALVES DE FRIAS TERREIRO,2009
492,,3,PPD/PSD.CDS-PP,1,1,1,3,52.12,1,3105,Almeida,Guarda,0,95,1.59,,False,127,2.13,29,5957,68.49,ANTÓNIO BAPTISTA RIBEIRO,2009
493,,2,PS,0,0,1,2,42.4,0,2526,Almeida,Guarda,0,95,1.59,,False,127,2.13,29,5957,68.49,ORLINDO BALCÃO VICENTE,2009
494,,1,I,0,0,1,1,22.12,0,1376,Celorico da Beira,Guarda,0,65,1.05,,False,107,1.72,22,6220,69.51,Júlio Manuel dos Santos,2009
495,,0,PCP-PEV,0,0,1,0,0.64,0,40,Celorico da Beira,Guarda,0,65,1.05,,False,107,1.72,22,6220,69.51,José Manuel Lopes Catalino,2009
496,,1,PPD/PSD.CDS-PP,0,0,1,1,21.27,0,1323,Celorico da Beira,Guarda,0,65,1.05,,False,107,1.72,22,6220,69.51,Victor Martins Santos,2009
497,,3,PS,1,1,1,3,53.2,1,3309,Celorico da Beira,Guarda,0,65,1.05,,False,107,1.72,22,6220,69.51,José Francisco Gomes Monteiro,2009
498,,0,PCP-PEV,0,0,1,0,0.88,0,42,Figueira de Castelo Rodrigo,Guarda,0,71,1.48,,False,82,1.71,17,4785,72.7,Maria Graciete Almeida Brito,2009
499,,3,PPD/PSD,1,1,1,3,55.42,1,2652,Figueira de Castelo Rodrigo,Guarda,0,71,1.48,,False,82,1.71,17,4785,72.7,António Edmundo Freire Ribeiro,2009
500,,2,PS,0,0,1,2,40.5,0,1938,Figueira de Castelo Rodrigo,Guarda,0,71,1.48,,False,82,1.71,17,4785,72.7,Carlos Alberto Nunes Panta,2009
501,,0,CDS-PP.PPM,0,0,1,0,3.28,0,130,Fornos de Algodres,Guarda,0,65,1.64,,False,59,1.49,16,3962,71.98,Maria João Albuquerque Pimentel Vasconcelos,2009
502,,0,PCP-PEV,0,0,1,0,0.88,0,35,Fornos de Algodres,Guarda,0,65,1.64,,False,59,1.49,16,3962,71.98,Joaquim Alberto Santos de Almeida,2009
503,,3,PPD/PSD,1,1,1,3,54.67,1,2166,Fornos de Algodres,Guarda,0,65,1.64,,False,59,1.49,16,3962,71.98,José Severino Soares Miranda,2009
504,,2,PS,0,0,1,2,38.04,0,1507,Fornos de Algodres,Guarda,0,65,1.64,,False,59,1.49,16,3962,71.98,António José Elvas da Rocha,2009
505,,0,CDS-PP,0,0,1,0,1.63,0,165,Gouveia,Guarda,0,195,1.92,,False,126,1.24,22,10145,64.72,Nuno Filipe Menezes Simões,2009
506,,0,PCP-PEV,0,0,1,0,3.39,0,344,Gouveia,Guarda,0,195,1.92,,False,126,1.24,22,10145,64.72,Nuno Ricardo Dinis de Abreu,2009
507,,4,PPD/PSD,1,1,1,4,52.08,1,5284,Gouveia,Guarda,0,195,1.92,,False,126,1.24,22,10145,64.72,Álvaro dos Santos Amaro,2009
508,,3,PS,0,0,1,3,39.73,0,4031,Gouveia,Guarda,0,195,1.92,,False,126,1.24,22,10145,64.72,Armando José dos Santos Almeida,2009
509,,0,B.E.,0,0,1,0,2.89,0,723,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,Jorge Manuel da Cunha Coutinho Noutel,2009
510,,0,CDS-PP,0,0,1,0,5.15,0,1291,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,Cláudia Maria Amaral Teixeira,2009
511,,0,PCP-PEV,0,0,1,0,2.68,0,672,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,Honorato Gil Robalo,2009
512,,0,PCTP/MRPP,0,0,1,0,0.7,0,176,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,Eduardo Pires do Espírito Santo,2009
513,,2,PPD/PSD,0,0,1,2,28.33,0,7097,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,José Luís Monteiro Crespo de Carvalho,2009
514,,5,PS,1,1,1,5,55.79,1,13976,Guarda,Guarda,0,579,2.31,,False,539,2.15,55,25053,62.72,Joaquim Carlos Dias Valente,2009
515,,0,PCP-PEV,0,0,1,0,2.3,0,64,Manteigas,Guarda,0,33,1.19,,False,34,1.22,4,2777,71.3,José Maria Serra  Saraiva,2009
516,,2,PPD/PSD,0,0,1,2,41.27,0,1146,Manteigas,Guarda,0,33,1.19,,False,34,1.22,4,2777,71.3,José Manuel Custódia Biscaia,2009
517,,3,PS,1,1,1,3,54.02,1,1500,Manteigas,Guarda,0,33,1.19,,False,34,1.22,4,2777,71.3,Esmeraldo Saraiva Neto Carvalhinho,2009
518,,0,PCP-PEV,0,0,1,0,1.2,0,53,Meda,Guarda,0,51,1.15,,False,76,1.71,16,4435,68.74,Manuel de Jesus Darei Frade,2009
519,,2,PPD/PSD,0,0,1,2,42.57,0,1888,Meda,Guarda,0,51,1.15,,False,76,1.71,16,4435,68.74,João Germano Mourato Leal Pinto,2009
520,,3,PS,1,1,1,3,53.37,1,2367,Meda,Guarda,0,51,1.15,,False,76,1.71,16,4435,68.74,Armando Luis Rodrigues Carneiro,2009
521,,0,CDS-PP,0,0,1,0,3.42,0,247,Pinhel,Guarda,0,135,1.87,,False,121,1.68,27,7213,64.26,Pedro Francisco de Campos Henriques Albuquerque,2009
522,,0,PCP-PEV,0,0,1,0,2.27,0,164,Pinhel,Guarda,0,135,1.87,,False,121,1.68,27,7213,64.26,Joaquim Luis Ferreira,2009
523,,5,PPD/PSD,1,1,1,5,59.98,1,4326,Pinhel,Guarda,0,135,1.87,,False,121,1.68,27,7213,64.26,António Luis Monteiro Ruas,2009
524,,2,PS,0,0,1,2,30.78,0,2220,Pinhel,Guarda,0,135,1.87,,False,121,1.68,27,7213,64.26,Rui Manuel de Oliveira Campos Teixeira,2009
525,,0,CDS-PP,0,0,1,0,2.18,0,212,Sabugal,Guarda,0,166,1.71,,False,190,1.95,40,9728,59.6,Ana Isabel Lasso de La Vega e Charters Amaral Marques,2009
526,,1,MPT,0,0,1,1,18.31,0,1781,Sabugal,Guarda,0,166,1.71,,False,190,1.95,40,9728,59.6,Joaquim Fernando Ricardo,2009
527,,0,PCP-PEV,0,0,1,0,0.99,0,96,Sabugal,Guarda,0,166,1.71,,False,190,1.95,40,9728,59.6,José Manuel Monteiro,2009
528,,3,PPD/PSD,1,0,1,3,38.9,1,3784,Sabugal,Guarda,0,166,1.71,,False,190,1.95,40,9728,59.6,António dos Santos Robalo,2009
529,,3,PS,0,0,1,3,35.97,0,3499,Sabugal,Guarda,0,166,1.71,,False,190,1.95,40,9728,59.6,António Bernardo Morgado Gomes Dionísio,2009
530,,0,PCP-PEV,0,0,1,0,5.66,0,918,Seia,Guarda,0,351,2.16,,False,251,1.55,29,16229,62.73,António da Silva Abrantes,2009
531,,3,PPD/PSD.CDS-PP,0,0,1,3,38.44,0,6239,Seia,Guarda,0,351,2.16,,False,251,1.55,29,16229,62.73,Luis Jorge da Silva Caetano,2009
532,,4,PS,1,1,1,4,52.19,1,8470,Seia,Guarda,0,351,2.16,,False,251,1.55,29,16229,62.73,CARLOS FILIPE CAMELO MIRANDA DE FIGUEIREDO,2009
533,,0,PCP-PEV,0,0,1,0,1.06,0,77,Trancoso,Guarda,0,117,1.61,,False,121,1.67,29,7249,65.29,Armando  da Conceição Morais de Oliveira,2009
534,,4,PPD/PSD,1,1,1,4,50.43,1,3656,Trancoso,Guarda,0,117,1.61,,False,121,1.67,29,7249,65.29,Júlio José Saraiva Sarmento,2009
535,,3,PS,0,0,1,3,45.22,0,3278,Trancoso,Guarda,0,117,1.61,,False,121,1.67,29,7249,65.29,Amilcar José Nunes Salvador,2009
536,,0,CDS-PP,0,0,1,0,1.13,0,68,Vila Nova de Foz Côa,Guarda,0,80,1.32,,False,79,1.31,17,6040,68.69,Luis Arnaldo Batista Ramalho,2009
537,,0,PCP-PEV,0,0,1,0,1.39,0,84,Vila Nova de Foz Côa,Guarda,0,80,1.32,,False,79,1.31,17,6040,68.69,Luis Manuel Branquinho Pinto,2009
538,,3,PPD/PSD,1,1,1,3,48.53,1,2931,Vila Nova de Foz Côa,Guarda,0,80,1.32,,False,79,1.31,17,6040,68.69,Gustavo Sousa Duarte,2009
539,,2,PS,0,0,1,2,46.32,0,2798,Vila Nova de Foz Côa,Guarda,0,80,1.32,,False,79,1.31,17,6040,68.69,Emilio António Pessoa Mesquita,2009
540,,0,B.E.,0,0,1,0,2.6,0,775,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,Adelino António Moreira Granja,2009
541,,0,CDS-PP,0,0,1,0,5.2,0,1551,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,Jorge Manuel Saraiva Esteves de Carvalho,2009
542,,0,III,0,0,1,0,6.67,0,1988,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,José Carvalho Pedrosa,2009
543,,1,PCP-PEV,0,0,1,1,15.28,0,4558,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,Rogério Manuel Madeira Raimundo,2009
544,,4,PPD/PSD,1,1,1,4,44.93,1,13401,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,Paulo Jorge Marques Inácio,2009
545,,2,PS,0,0,1,2,20.89,0,6231,Alcobaça,Leiria,0,851,2.85,,False,469,1.57,18,29824,60.43,José Acácio Paulino Barbosa,2009
546,,1,CDS-PP,0,0,1,1,22.35,0,1074,Alvaiázere,Leiria,0,71,1.48,,False,64,1.33,7,4805,64.67,Abel Marques dos Reis Nunes,2009
547,,0,PCP-PEV,0,0,1,0,0.92,0,44,Alvaiázere,Leiria,0,71,1.48,,False,64,1.33,7,4805,64.67,João Paulo Forte Pires,2009
548,,3,PPD/PSD,1,1,1,3,50.72,1,2437,Alvaiázere,Leiria,0,71,1.48,,False,64,1.33,7,4805,64.67,Paulo Tito Delgado Morgado,2009
549,,1,PS,0,0,1,1,23.2,0,1115,Alvaiázere,Leiria,0,71,1.48,,False,64,1.33,7,4805,64.67,Maria Teodora Freire Gonçalves Cardo,2009
550,,0,PCP-PEV,0,0,1,0,2.41,0,195,Ansião,Leiria,0,114,1.41,,False,77,0.95,8,8075,63.84,Nidia Maria Coutinho e Valente,2009
551,,5,PPD/PSD,1,1,1,5,62.58,1,5053,Ansião,Leiria,0,114,1.41,,False,77,0.95,8,8075,63.84,Rui Alexandre Novo e Rocha,2009
552,,2,PS,0,0,1,2,32.64,0,2636,Ansião,Leiria,0,114,1.41,,False,77,0.95,8,8075,63.84,António Jose Vicente Domingues,2009
553,,1,CDS-PP,0,0,1,1,11.97,0,1001,Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53,Horácio Moita Francisco,2009
554,,0,PCP-PEV,0,0,1,0,1.69,0,141,Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53,José Joaquim Filipe Valentim,2009
555,,5,PPD/PSD,1,1,1,5,68.26,1,5710,Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53,António José Martins de Sousa Lucas,2009
556,,1,PS,0,0,1,1,14.13,0,1182,Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53,Francisco José Meireles Cardoso,2009
557,,0,CDS-PP,0,0,1,0,6.26,0,444,Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39,João Carlos Vieira Comparada,2009
558,,0,PCP-PEV,0,0,1,0,6.39,0,453,Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39,José Agostinho Faria,2009
559,,4,PPD/PSD,1,1,1,4,49.89,1,3537,Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39,José Manuel Gonçalves Vieira,2009
560,,3,PS,0,0,1,3,34.54,0,2449,Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39,Jorge Gabriel Duarte Catana Martins,2009
561,,0,B.E.,0,0,1,0,4.87,0,1075,Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75,Rui Manuel dos Santos Calisto,2009
562,,1,CDS-PP,0,0,1,1,11.11,0,2449,Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75,Manuel Fialho Isaque,2009
563,,0,PCP-PEV,0,0,1,0,4.15,0,915,Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75,António Henriques Barros,2009
564,,4,PPD/PSD,1,1,1,4,50.47,1,11130,Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75,Fernando José da Costa,2009
565,,2,PS,0,0,1,2,25.48,0,5618,Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75,Delfim Marques de Azevedo,2009
566,,0,PCP-PEV,0,0,1,0,2.36,0,51,Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44,Manuel Lopes da Costa,2009
567,,2,PPD/PSD,0,0,1,2,43.81,0,948,Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44,Pedro Manuel Alves da Graça,2009
568,,3,PS,1,1,1,3,49.12,1,1063,Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44,Fernando José Pires Lopes,2009
569,,0,PCP-PEV,0,0,1,0,1.11,0,53,Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37,Maria Celeste Miranda Ferreira Morgado,2009
570,,3,PPD/PSD,1,1,1,3,55.38,1,2654,Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37,Rui Manuel de Almeida e Silva,2009
571,,2,PS,0,0,1,2,40.69,0,1950,Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37,Carlos Alberto David dos Santos Lopes,2009
572,,0,B.E.,0,0,1,0,3.35,0,2199,Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44,José Manuel Peixoto Figueira Henriques,2009
573,,1,CDS-PP,0,0,1,1,7.68,0,5043,Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44,António Carlos Batista Martinho Gomes,2009
574,,0,PCP-PEV,0,0,1,0,2.44,0,1600,Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44,Mário Fernando Brites Lopes,2009
575,,5,PPD/PSD,0,0,1,5,37.61,0,24693,Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44,Isabel Damasceno Vieira de Campos Costa,2009
576,,5,PS,1,0,1,5,44.86,1,29449,Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44,Raúl Miguel de Castro,2009
577,,0,B.E.,0,0,1,0,5.67,0,1017,Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21,Amândio João Paula Fernandes,2009
578,,0,I,0,0,1,0,5.8,0,1039,Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21,Artur Pereira de Oliveira,2009
579,,3,PCP-PEV,0,0,1,3,31.43,0,5632,Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21,Alberto Filomeno Esteves Cascalho,2009
580,,1,PPD/PSD,0,0,1,1,17.7,0,3172,Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21,António Manuel Jesus Ferreira Santos,2009
581,,3,PS,1,0,1,3,36.09,1,6467,Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21,Álvaro Manuel Marques Pereira,2009
582,,0,PCP-PEV,0,0,1,0,5.36,0,428,Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03,João Paulo Quinzico Delgado,2009
583,,4,PPD/PSD,1,1,1,4,48.03,1,3837,Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03,Jorge Codinha Antunes Barroso,2009
584,,3,PS,0,0,1,3,35.77,0,2857,Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03,Vitor Manuel Estrelinha Esgaio,2009
585,,0,PCP-PEV,0,0,1,0,1.84,0,46,Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64,Rui Baltazar Coelho da Silva Matias,2009
586,,4,PPD/PSD,1,1,1,4,68.44,1,1715,Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64,João Manuel Gomes Marques,2009
587,,1,PS,0,0,1,1,23.74,0,595,Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64,Paulo Alexandre de Carvalho e Silva,2009
588,,0,B.E.,0,0,1,0,1.88,0,251,Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47,Fernando Lino Barradas Franco,2009
589,,0,CDS-PP,0,0,1,0,2.44,0,326,Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47,Pedro Silva Formozinho Sanchez,2009
590,,4,PCP-PEV,1,1,1,4,44.08,1,5887,Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47,António José Ferreira Sousa Carreira Santos,2009
591,,2,PPD/PSD,0,0,1,2,29.03,0,3877,Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47,Luís Lourenço Jorge Ganhão,2009
592,,1,PS,0,0,1,1,19.16,0,2559,Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47,Carlos Jorge Gonçalves do Amaral Domingos,2009
593,,0,B.E.,0,0,1,0,1.85,0,504,Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81,Agostinho de Barros da Silva,2009
594,,0,PCP-PEV,0,0,1,0,1.74,0,474,Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81,Alcides da Silva Simões,2009
595,,7,PPD/PSD,1,1,1,7,65.79,1,17970,Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81,Narciso Ferreira Mota,2009
596,,2,PS,0,0,1,2,26.62,0,7271,Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81,Adelino Gonçalves Mendes,2009
597,,0,CDS-PP,0,0,1,0,2.54,0,349,Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04,Carlos Emanuel Fernandes Pereira da Silva,2009
598,,0,PCP-PEV,0,0,1,0,2.38,0,328,Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04,Luís António Amado Carreira,2009
599,,2,PPD/PSD,0,0,1,2,32.64,0,4490,Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04,Júlio João Carreira Vieira,2009
600,,5,PS,1,1,1,5,58.88,1,8100,Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04,João Salgueiro,2009
601,,0,CDS-PP,0,0,1,0,1.76,0,109,Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09,Francisco Lage Raposo Braz Teixeira,2009
602,,0,PCP-PEV,0,0,1,0,3.81,0,236,Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09,José Rui Pereira da Silva Raposo,2009
603,,5,PPD/PSD,1,1,1,5,68.47,1,4243,Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09,Telmo Henrique Correia Daniel Faria,2009
604,,2,PS,0,0,1,2,22.83,0,1415,Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09,José Rodrigues Machado,2009
605,,0,B.E.,0,0,1,0,4.98,0,1004,Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44,José António Pereira Porém,2009
606,,1,PCP-PEV,0,0,1,1,16.25,0,3276,Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44,José Manuel Fazendeiro Catarino,2009
607,,3,PPD/PSD.CDS-PP.PPM.MPT,0,0,1,3,36.07,0,7270,Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44,Nuno Miguel Domingos Coelho,2009
608,,3,PS,1,0,1,3,39.99,1,8061,Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44,Jorge Manuel Cunha Mendes Riso,2009
609,,0,VI,0,0,1,0,2.44,0,1709,Amadora,Lisboa,0,1316,1.88,,False,924,1.32,11,70143,47.73,Francisco Correia Pereira,2009
610,,0,XIV,0,0,1,0,2.34,0,1643,Amadora,Lisboa,0,1316,1.88,,False,924,1.32,11,70143,47.73,Vítor José Alves dos Santos,2009
611,,0,CDS-PP,0,0,1,0,2.6,0,158,Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24,Francisco Xavier Paes de Sande e Castro,2009
612,,0,PCP-PEV,0,0,1,0,8.04,0,488,Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24,Adelaide Maria Santos Ferreira Henriques,2009
613,,3,PPD/PSD,1,1,1,3,50.52,1,3066,Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24,Carlos Manuel Cruz Lourenço,2009
614,,2,PS,0,0,1,2,35.79,0,2172,Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24,André Filipe dos Santos Rijo,2009
615,,0,B.E.,0,0,1,0,5.57,0,573,Azambuja,Lisboa,0,231,2.24,,False,153,1.49,9,10295,59.3,João Paulo Mendes Marques,2009
616,,1,PCP-PEV,0,0,1,1,16.9,0,1740,Azambuja,Lisboa,0,231,2.24,,False,153,1.49,9,10295,59.3,António José da Fonseca Nobre,2009
617,,1,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,1,17.18,0,1769,Azambuja,Lisboa,0,231,2.24,,False,153,1.49,9,10295,59.3,António Jorge de Oliveira Lopes,2009
618,,5,PS,1,1,1,5,56.62,1,5829,Azambuja,Lisboa,0,231,2.24,,False,153,1.49,9,10295,59.3,Joaquim António Sousa Neves Ramos,2009
619,,0,CDS-PP,0,0,1,0,3.06,0,251,Cadaval,Lisboa,0,100,1.22,,False,110,1.34,10,8190,64.85,Maria João Ramos Batista,2009
620,,0,PCP-PEV,0,0,1,0,4.82,0,395,Cadaval,Lisboa,0,100,1.22,,False,110,1.34,10,8190,64.85,Ricardo Manuel Francisco Miguel,2009
621,,4,PPD/PSD,1,1,1,4,44.93,1,3680,Cadaval,Lisboa,0,100,1.22,,False,110,1.34,10,8190,64.85,Aristides Lourenço Sécio,2009
622,,3,PS,0,0,1,3,44.62,0,3654,Cadaval,Lisboa,0,100,1.22,,False,110,1.34,10,8190,64.85,Maria João Marques Pacheco Botelho,2009
623,,0,B.E.,0,0,1,0,6.24,0,4410,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Rita Oliveira Calvário,2009
624,,1,PCP-PEV,0,0,1,1,9.19,0,6494,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Pedro Arantes Lopes de Mendonça,2009
625,,0,PCTP/MRPP,0,0,1,0,0.44,0,311,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Carlos Fernando Gomes de Oliveira Pacheco,2009
626,,0,P.N.R.,0,0,1,0,0.4,0,285,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Maria Isabel Carvalho Coutinho,2009
627,,7,PPD/PSD.CDS-PP,1,1,1,7,53.04,1,37463,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,António D'Orey Capucho,2009
628,,0,PPM,0,0,1,0,0.69,0,489,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Victor Manuel Martins de Almeida,2009
629,,3,PS,0,0,1,3,26.66,0,18835,Cascais,Lisboa,0,1533,2.17,,False,818,1.16,6,70638,44.06,Leonor Coutinho Pereira dos Santos,2009
630,,1,PCP-PEV,0,0,1,1,8.07,0,22623,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,Ruben Luís Tristão de Carvalho e Silva,2009
631,,0,PCTP/MRPP,0,0,1,0,0.67,0,1866,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,Carlos Alberto Vieira Paisana,2009
