,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
151,,0,PCP-PEV,0,0,1,0,4.75,0,244,Almodôvar,Beja,0,90,1.75,,False,96,1.87,8,5135,69.19,Joaquim Augusto Loureiro Mariano,2009
152,,3,PPD/PSD,1,1,1,3,56.28,1,2890,Almodôvar,Beja,0,90,1.75,,False,96,1.87,8,5135,69.19,António José Messias do Rosário Sebastião,2009
153,,2,PS,0,0,1,2,33.24,0,1707,Almodôvar,Beja,0,90,1.75,,False,96,1.87,8,5135,69.19,João Manuel Luz Saleiro,2009
154,,2,PCP-PEV,1,0,1,2,34.08,1,547,Alvito,Beja,0,28,1.74,,False,19,1.18,2,1605,75.71,João Luís Batista Penetra,2009
155,,1,PPD/PSD.CDS-PP.PPM,0,0,1,1,29.6,0,475,Alvito,Beja,0,28,1.74,,False,19,1.18,2,1605,75.71,Mário Nelson da Silva Vaz Simões,2009
156,,2,PS,0,0,1,2,33.4,0,536,Alvito,Beja,0,28,1.74,,False,19,1.18,2,1605,75.71,Vicente Maria Mouzinho Maurício,2009
157,,0,CDS-PP,0,0,1,0,1.81,0,22,Barrancos,Beja,0,32,2.63,,False,25,2.05,1,1218,77.83,Sílvia Maria Ramalho Timóteo Vitorino,2009
158,,3,PCP-PEV,1,1,1,3,59.52,1,725,Barrancos,Beja,0,32,2.63,,False,25,2.05,1,1218,77.83,António Pica Tereno,2009
159,,2,PS,0,0,1,2,33.99,0,414,Barrancos,Beja,0,32,2.63,,False,25,2.05,1,1218,77.83,Francisco Manuel Canudo Sena,2009
160,,0,CDS-PP,0,0,1,0,1.59,0,298,Beja,Beja,0,214,1.14,,False,167,0.89,18,18758,60.67,Ismael António dos Santos Gomes Pimentel,2009
161,,3,PCP-PEV,0,0,1,3,41.66,0,7815,Beja,Beja,0,214,1.14,,False,167,0.89,18,18758,60.67,Francisco da Cruz dos Santos,2009
162,,0,PPD/PSD,0,0,1,0,4.98,0,935,Beja,Beja,0,214,1.14,,False,167,0.89,18,18758,60.67,José Filipe Pires dos Reis,2009
163,,4,PS,1,1,1,4,45.72,1,8577,Beja,Beja,0,214,1.14,,False,167,0.89,18,18758,60.67,Jorge Pulido Valente,2009
164,,0,VI,0,0,1,0,1.08,0,203,Beja,Beja,0,214,1.14,,False,167,0.89,18,18758,60.67,Dulce do Carmo Lopes Caleiro Amaral,2009
165,,3,PCP-PEV,1,1,1,3,54.97,1,2334,Castro Verde,Beja,0,58,1.37,,False,39,0.92,5,4246,64.09,Francisco José Caldeira Duarte,2009
166,,0,PPD/PSD.CDS-PP,0,0,1,0,4.55,0,193,Castro Verde,Beja,0,58,1.37,,False,39,0.92,5,4246,64.09,Pedro Daniel Ferreira de Castro Figueira,2009
167,,2,PS,0,0,1,2,38.2,0,1622,Castro Verde,Beja,0,58,1.37,,False,39,0.92,5,4246,64.09,José Francisco Colaço Guerreiro,2009
168,,2,PCP-PEV,0,0,1,2,46.17,0,1548,Cuba,Beja,0,37,1.1,,False,31,0.92,4,3353,80.52,João Manuel Casaca Português,2009
169,,0,PPD/PSD,0,0,1,0,3.64,0,122,Cuba,Beja,0,37,1.1,,False,31,0.92,4,3353,80.52,Maria da Conceição Gomes Pires,2009
170,,3,PS,1,1,1,3,48.17,1,1615,Cuba,Beja,0,37,1.1,,False,31,0.92,4,3353,80.52,Francisco António Galinha Orelha,2009
171,,0,MPT,0,0,1,0,1.62,0,83,Ferreira do Alentejo,Beja,0,78,1.52,,False,56,1.09,6,5116,65.61,Manuel Gonçalves,2009
172,,2,PCP-PEV,0,0,1,2,36.55,0,1870,Ferreira do Alentejo,Beja,0,78,1.52,,False,56,1.09,6,5116,65.61,Francisco António Braz Caixinha,2009
173,,0,PPD/PSD,0,0,1,0,3.3,0,169,Ferreira do Alentejo,Beja,0,78,1.52,,False,56,1.09,6,5116,65.61,Flora Maria Lança Mestrinho,2009
174,,3,PS,1,1,1,3,55.9,1,2860,Ferreira do Alentejo,Beja,0,78,1.52,,False,56,1.09,6,5116,65.61,Aníbal Sousa Reis Coelho da Costa,2009
175,,0,CDS-PP,0,0,1,0,2.1,0,164,Moura,Beja,0,195,2.5,,False,63,0.81,8,7797,54.95,Sílvia Perpétua Cruz Ramos,2009
176,,4,PCP-PEV,1,1,1,4,49.49,1,3859,Moura,Beja,0,195,2.5,,False,63,0.81,8,7797,54.95,José Maria Prazeres Pós-de-Mina,2009
177,,0,PPD/PSD,0,0,1,0,7.94,0,619,Moura,Beja,0,195,2.5,,False,63,0.81,8,7797,54.95,Simão Seita Janeiro,2009
178,,3,PS,0,0,1,3,37.16,0,2897,Moura,Beja,0,195,2.5,,False,63,0.81,8,7797,54.95,Rui Miguel Costa Apolinário,2009
179,,2,PCP-PEV,0,0,1,2,42.94,0,2456,Mértola,Beja,0,95,1.66,,False,93,1.63,9,5720,76.5,Jorge José Horta Revez,2009
180,,0,PPD/PSD,0,0,1,0,0.96,0,55,Mértola,Beja,0,95,1.66,,False,93,1.63,9,5720,76.5,José Diogo Morais dos Santos,2009
181,,3,PS,1,1,1,3,46.35,1,2651,Mértola,Beja,0,95,1.66,,False,93,1.63,9,5720,76.5,Jorge Paulo Colaço Rosa,2009
182,,0,XI,0,0,1,0,6.47,0,370,Mértola,Beja,0,95,1.66,,False,93,1.63,9,5720,76.5,José Carlos Raposo Rodrigues Celorico,2009
183,,0,B.E.,0,0,1,0,4.31,0,633,Odemira,Beja,0,313,2.13,,False,271,1.84,17,14695,66.18,Alberto Manuel Belo da Cunha Matos,2009
184,,3,PCP-PEV,0,0,1,3,34.39,0,5053,Odemira,Beja,0,313,2.13,,False,271,1.84,17,14695,66.18,Cláudio José dos Santos Percheiro,2009
185,,0,PPD/PSD.CDS-PP,0,0,1,0,10.77,0,1582,Odemira,Beja,0,313,2.13,,False,271,1.84,17,14695,66.18,José Francisco de Sousa Prado Santos Silva,2009
186,,4,PS,1,1,1,4,46.57,1,6843,Odemira,Beja,0,313,2.13,,False,271,1.84,17,14695,66.18,José Alberto Candeias Guerreiro,2009
187,,0,PCP-PEV,0,0,1,0,3.85,0,162,Ourique,Beja,0,51,1.21,,False,99,2.35,6,4210,81.12,António Custódio Coelho,2009
188,,1,PPD/PSD,0,0,1,1,25.94,0,1092,Ourique,Beja,0,51,1.21,,False,99,2.35,6,4210,81.12,José Raul Guerreiro Mendes dos Santos,2009
189,,4,PS,1,1,1,4,66.65,1,2806,Ourique,Beja,0,51,1.21,,False,99,2.35,6,4210,81.12,Pedro Nuno Raposo Prazeres do Carmo,2009
190,,0,B.E.,0,0,1,0,3.48,0,287,Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17,Maria Manuela Carreiro da Silva Salta,2009
191,,0,CDS-PP,0,0,1,0,1.36,0,112,Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17,Catarina Salgueiro Ramos Gomes Serrano,2009
192,,4,PCP-PEV,1,1,1,4,51.9,1,4285,Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17,João Manuel Rocha da Silva,2009
193,,0,PPD/PSD,0,0,1,0,8.58,0,708,Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17,Sebastião Manuel L. Morgado Louro Rodrigues,2009
194,,3,PS,0,0,1,3,31.27,0,2582,Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17,António José Patinho Pereira,2009
195,,0,B.E.,0,0,1,0,1.28,0,46,Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44,Fernando António da Silva Servo,2009
196,,0,CDS-PP,0,0,1,0,1.25,0,45,Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44,Maria Micaela Matado Rosa,2009
197,,3,PCP-PEV,1,1,1,3,55.23,1,1986,Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44,Manuel Luís da Rosa Marra,2009
198,,0,PPD/PSD,0,0,1,0,4.87,0,175,Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44,Guido João Diniz Pires,2009
199,,2,PS,0,0,1,2,34.15,0,1228,Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44,António Francisco Cano Mendes Pinto,2009
200,,0,B.E.,0,0,1,0,1.23,0,150,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,Nuno Miguel Franco da Costa,2009
201,,0,CDS-PP,0,0,1,0,4.23,0,517,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,Manuel Joaquim de Sousa Pereira,2009
202,,4,I,1,1,1,4,47.1,1,5761,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,José Lopes Gonçalves Barbosa,2009
203,,0,PCP-PEV,0,0,1,0,1.46,0,178,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,Manuel Joaquim Gonçalves da Silva,2009
204,,1,PPD/PSD,0,0,1,1,14.63,0,1790,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,António Januário Veloso de Barros,2009
205,,2,PS,0,0,1,2,29.05,0,3553,Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19,Manuel da Rocha Moreira,2009
206,,0,PND,0,0,1,0,1.53,0,1203,Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1,Jorge Manuel Mesquita Fernandes,2009
207,,5,PPD/PSD,0,0,1,5,43.35,0,33997,Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1,Fernando Ribeiro dos reis,2009
208,,0,PPM,0,0,1,0,0.3,0,238,Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1,Alfredo Maria Côrte-Real Souto Neves,2009
209,,6,PS,1,1,1,6,44.52,1,34911,Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1,Miguel Jorge da Costa Gomes,2009
210,,0,B.E.,0,0,1,0,4.02,0,3935,Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27,João Guilherme Ribeiro Delgado,2009
211,,0,MPT,0,0,1,0,0.72,0,704,Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27,José Miguel Azevedo de Brito,2009
212,,0,PCP-PEV,0,0,1,0,6.34,0,6212,Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27,António Manuel Rodrigues Dias,2009
213,,5,PPD/PSD.CDS-PP.PPM,0,0,1,5,41.99,0,41142,Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27,Ricardo Bruno Antunes Machado Rio,2009
214,,6,PS,1,1,1,6,44.71,1,43806,Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27,Francisco Soares Mesquita Machado,2009
215,,0,PCP-PEV,0,0,1,0,3.2,0,361,Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84,Baltazar Lage de Oliveira Vilela,2009
216,,2,PPD/PSD.CDS-PP,0,0,1,2,25.31,0,2856,Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84,Luis Miguel Jorge Gonçalves,2009
217,,5,PS,1,1,1,5,68.57,1,7738,Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84,Joaquim Barroso de Almeida Barreto,2009
218,,0,CDS-PP,0,0,1,0,3.27,0,458,Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66,João Maria Mourão Pulido de Almeida,2009
219,,0,PCP-PEV,0,0,1,0,1.14,0,160,Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66,Luis Heitor da Silva Pires Marinho,2009
220,,4,PPD/PSD,1,1,1,4,51.16,1,7170,Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66,Joaquim Monteiro da Mota e Silva,2009
221,,3,PS,0,0,1,3,42.89,0,6012,Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66,Manuel Maria de Araújo Lopes Machado,2009
222,,0,B.E.,0,0,1,0,1.66,0,344,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,Sónia da Conceição Rodrigues Mendes,2009
223,,1,CDS-PP,0,0,1,1,12.78,0,2649,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,Hersílio Brás Marques,2009
224,,0,PCP-PEV,0,0,1,0,3.29,0,681,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,Pedro Miguel Lima Meira,2009
225,,5,PPD/PSD,1,1,1,5,58.92,1,12210,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,Fernando João Couto e Cepa,2009
226,,0,PPM,0,0,1,0,0.26,0,54,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,João paulo Graça da Silva,2009
227,,1,PS,0,0,1,1,19.94,0,4131,Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62,João Maria de Sousa Nunes da Silva,2009
228,,0,PCP-PEV,0,0,1,0,3.11,0,1035,Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18,Maria Leonor Pereira Oliveira Castro,2009
229,,1,PPD/PSD.CDS-PP,0,0,1,1,16.65,0,5538,Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18,José Humberto Fernandes Castro,2009
230,,5,PS,1,1,1,5,50.94,1,16946,Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18,José Manuel Martins Ribeiro,2009
231,,3,XVIII,0,0,1,3,26.35,0,8767,Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18,Parcídio Cabral de Almeida Summavielle,2009
232,,0,B.E.,0,0,1,0,2.55,0,2388,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,Alberto José Machado Fernandes,2009
233,,0,CDS-PP,0,0,1,0,4.68,0,4382,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,Rui Miguel de Meira Barreira,2009
234,,1,PCP-PEV,0,0,1,1,8.75,0,8199,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,Cândido Capela Dias,2009
235,,0,PCTP/MRPP,0,0,1,0,0.94,0,878,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,Domingos Fernandes de Freitas Torres,2009
236,,3,PPD/PSD,0,0,1,3,27.42,0,25685,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,Vítor Manuel da Silva Ferreira,2009
237,,7,PS,1,1,1,7,53.49,1,50102,Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13,António Magalhães da Silva,2009
238,,0,CDS-PP,0,0,1,0,1.16,0,185,Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91,Ana Maria Fernandes Perdigão Antunes,2009
239,,0,PCP-PEV,0,0,1,0,0.83,0,132,Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91,Rodolfo Cardoso Pontes,2009
240,,4,PPD/PSD,1,1,1,4,53.39,1,8539,Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91,Manuel José Torcato Soares Baptista,2009
241,,3,PS,0,0,1,3,43.24,0,6916,Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91,António Fernando Chagas de Sousa Lourenço,2009
242,,0,CDS-PP,0,0,1,0,3.59,0,207,Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53,Nuno Ricardo da Costa Marques Roupar,2009
243,,0,PCP-PEV,0,0,1,0,1.7,0,98,Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53,Dora Margarida Alves Lobo,2009
244,,2,PPD/PSD,0,0,1,2,41.49,0,2393,Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53,António José Ferreira Afonso,2009
245,,3,PS,1,1,1,3,50.5,1,2913,Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53,Joaquim José Cracel Viana,2009
246,,0,B.E.,0,0,1,0,1.3,0,137,Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36,João Manuel Machado Oliveira,2009
247,,0,PCP-PEV,0,0,1,0,0.95,0,100,Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36,Sílvia Maria Pereira da Cunha,2009
248,,3,PPD/PSD.CDS-PP,0,0,1,3,47.57,0,5021,Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36,Albino José da Silva Carneiro,2009
249,,4,PS,1,1,1,4,47.82,1,5047,Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36,Jorge Augusto Mangas Abreu Dantas,2009
250,,0,B.E.,0,0,1,0,5.68,0,4522,Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81,Ana Rute Sobral Marcelino,2009
251,,0,PCP-PEV,0,0,1,0,5.87,0,4674,Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81,Daniel Ribeiro Padrão Sampaio,2009
252,,7,PPD/PSD.CDS-PP,1,1,1,7,55.94,1,44521,Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81,Armindo Borges Alves da Costa,2009
253,,4,PS,0,0,1,4,30.08,0,23940,Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81,José Carlos Reis Campos,2009
254,,0,PCP-PEV,0,0,1,0,1.82,0,551,Vila Verde,Braga,0,542,1.79,,False,354,1.17,58,30259,65.68,Luís Manuel Teixeira da Silva,2009
255,,4,PPD/PSD,1,1,1,4,46.06,1,13937,Vila Verde,Braga,0,542,1.79,,False,354,1.17,58,30259,65.68,António Fernando Nogueira Cerqueira Vilela,2009
256,,2,PS,0,0,1,2,32.62,0,9869,Vila Verde,Braga,0,542,1.79,,False,354,1.17,58,30259,65.68,Luís Filipe Silva,2009
257,,0,B.E.,0,0,1,0,3.37,0,468,Vizela,Braga,0,149,1.07,,False,124,0.89,7,13880,69.35,Manuel Moreira Carneiro Ribeiro,2009
258,,0,PCP-PEV,0,0,1,0,3.33,0,462,Vizela,Braga,0,149,1.07,,False,124,0.89,7,13880,69.35,António Joaquim Pereira Veiga,2009
259,,3,PPD/PSD.CDS-PP,0,0,1,3,42.21,0,5859,Vizela,Braga,0,149,1.07,,False,124,0.89,7,13880,69.35,Luis Miguel Soares Lopes Guimarães,2009
260,,4,PS,1,1,1,4,49.12,1,6818,Vizela,Braga,0,149,1.07,,False,124,0.89,7,13880,69.35,Dinis Manuel da Silva Costa,2009
261,,0,PCP-PEV,0,0,1,0,0.97,0,44,Alfândega da Fé,Bragança,0,53,1.17,,False,72,1.58,20,4543,73.88,Teresa do Carmo Braz Rodrigues Saldanha,2009
262,,2,PPD/PSD.CDS-PP,0,0,1,2,43.72,0,1986,Alfândega da Fé,Bragança,0,53,1.17,,False,72,1.58,20,4543,73.88,Arsénio da Paixão Tomé Pereira,2009
263,,3,PS,1,1,1,3,52.56,1,2388,Alfândega da Fé,Bragança,0,53,1.17,,False,72,1.58,20,4543,73.88,Berta ferreira Milheiro Nunes,2009
264,,0,B.E.,0,0,1,0,1.25,0,269,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,Liliana Maria da Costa Fernandes,2009
265,,0,CDS-PP,0,0,1,0,2.37,0,508,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,António Guedes de Almeida,2009
266,,0,PCP-PEV,0,0,1,0,1.62,0,347,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,José Manuel Correia S. F. de Castro,2009
267,,4,PPD/PSD,1,1,1,4,48.19,1,10345,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,António Jorge Nunes,2009
268,,2,PS,0,0,1,2,27.56,0,5916,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,Jorge Manuel Nogueiro Gomes,2009
269,,1,XIII,0,0,1,1,16.14,0,3465,Bragança,Bragança,0,321,1.5,,False,298,1.39,49,21469,58.48,Humberto Francisco da Rocha,2009
270,,0,B.E.,0,0,1,0,2.29,0,114,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,José Alegre Mesquita,2009
271,,2,III,0,0,1,2,34.07,0,1699,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,Maria O. N. C. Candeias,2009
272,,0,PCP-PEV,0,0,1,0,0.52,0,26,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,Manuel Carlos Madureira,2009
273,,2,PPD/PSD.CDS-PP,1,0,1,2,35.41,1,1766,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,José Luís Correia,2009
274,,0,PPM,0,0,1,0,0.46,0,23,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,Manuel Maria C. M. V. Sampayo,2009
275,,1,PS,0,0,1,1,23.44,0,1169,Carrazeda de Ansiães,Bragança,0,41,0.82,,False,149,2.99,19,4987,64.99,Agusto dos Santos Faustino,2009
276,,0,PCP-PEV,0,0,1,0,0.79,0,25,Freixo de Espada à Cinta,Bragança,0,38,1.21,,False,58,1.84,6,3151,78.87,Isaura dos Anjos P. B. Costa,2009
277,,2,PPD/PSD.CDS-PP,0,0,1,2,40.72,0,1283,Freixo de Espada à Cinta,Bragança,0,38,1.21,,False,58,1.84,6,3151,78.87,António Eduardo Morgado,2009
278,,3,PS,1,1,1,3,55.44,1,1747,Freixo de Espada à Cinta,Bragança,0,38,1.21,,False,58,1.84,6,3151,78.87,José Manuel Caldeira Santos,2009
279,,0,PCP-PEV,0,0,1,0,2.98,0,339,Macedo de Cavaleiros,Bragança,0,253,2.22,,False,240,2.11,38,11393,59.07,Carlos Manuel Cunha Martins,2009
280,,4,PPD/PSD.CDS-PP,1,1,1,4,53.96,1,6148,Macedo de Cavaleiros,Bragança,0,253,2.22,,False,240,2.11,38,11393,59.07,Beraldino José Vilarinho Pinto,2009
281,,3,PS,0,0,1,3,38.73,0,4413,Macedo de Cavaleiros,Bragança,0,253,2.22,,False,240,2.11,38,11393,59.07,Rui Manuel Rodrigues Vaz,2009
282,,0,PCP-PEV,0,0,1,0,0.78,0,47,Miranda do Douro,Bragança,0,65,1.08,,False,89,1.48,17,6021,70.74,Rosa Maria Moscoto Teixeira,2009
283,,2,PPD/PSD,0,0,1,2,44.05,0,2652,Miranda do Douro,Bragança,0,65,1.08,,False,89,1.48,17,6021,70.74,Américo Luís Vale Tomé,2009
284,,3,PS,1,1,1,3,52.62,1,3168,Miranda do Douro,Bragança,0,65,1.08,,False,89,1.48,17,6021,70.74,Artur Manuel Rodrigues Nunes,2009
285,,0,B.E.,0,0,1,0,0.91,0,146,Mirandela,Bragança,0,194,1.2,,False,218,1.35,37,16112,63.73,Fernando Manuel Bebiano,2009
286,,1,CDS-PP,0,0,1,1,16.6,0,2675,Mirandela,Bragança,0,194,1.2,,False,218,1.35,37,16112,63.73,Maria G. A. Calejo Pires,2009
287,,0,PCP-PEV,0,0,1,0,1.82,0,293,Mirandela,Bragança,0,194,1.2,,False,218,1.35,37,16112,63.73,David Martins Garrido,2009
288,,4,PPD/PSD,1,1,1,4,52.87,1,8518,Mirandela,Bragança,0,194,1.2,,False,218,1.35,37,16112,63.73,José Maria Lopes Silvano,2009
289,,2,PS,0,0,1,2,25.25,0,4068,Mirandela,Bragança,0,194,1.2,,False,218,1.35,37,16112,63.73,Júlia Maria A. L. S. Rodrigues,2009
290,,1,CDS-PP,0,0,1,1,15.74,0,1192,Mogadouro,Bragança,0,165,2.18,,False,163,2.15,28,7571,64.68,Armando E. R. P. Simões Pacheco,2009
291,,0,PCP-PEV,0,0,1,0,1.14,0,86,Mogadouro,Bragança,0,165,2.18,,False,163,2.15,28,7571,64.68,Francisco Fernandes Madruga,2009
292,,4,PPD/PSD,1,1,1,4,54.25,1,4107,Mogadouro,Bragança,0,165,2.18,,False,163,2.15,28,7571,64.68,António G. S. Moraes Machado,2009
293,,2,PS,0,0,1,2,24.54,0,1858,Mogadouro,Bragança,0,165,2.18,,False,163,2.15,28,7571,64.68,João F. P. Freitas Meira,2009
294,,0,PCP-PEV,0,0,1,0,1.69,0,113,Torre de Moncorvo,Bragança,0,100,1.49,,False,123,1.84,17,6689,65.91,Sidónio Caetano Fernandes,2009
295,,3,PPD/PSD.CDS-PP,0,0,1,3,46.27,0,3095,Torre de Moncorvo,Bragança,0,100,1.49,,False,123,1.84,17,6689,65.91,Nuno Jorge Rodrigues Gonçalves,2009
296,,4,PS,1,1,1,4,48.71,1,3258,Torre de Moncorvo,Bragança,0,100,1.49,,False,123,1.84,17,6689,65.91,Fernando António Aires Ferreira,2009
297,,0,CDS-PP,0,0,1,0,4.01,0,206,Vila Flor,Bragança,0,142,2.77,,False,98,1.91,19,5133,63.5,Fernando Eduardo Ferreira,2009
298,,0,PCP-PEV,0,0,1,0,6.16,0,316,Vila Flor,Bragança,0,142,2.77,,False,98,1.91,19,5133,63.5,Rui Manuel Correia Tadeu,2009
299,,1,PPD/PSD,0,0,1,1,28.15,0,1445,Vila Flor,Bragança,0,142,2.77,,False,98,1.91,19,5133,63.5,Paulo Renato Veiga de Carvalho,2009
300,,4,PS,1,1,1,4,57.0,1,2926,Vila Flor,Bragança,0,142,2.77,,False,98,1.91,19,5133,63.5,Artur G. G. Vaz Pimentel,2009
301,,2,PS,0,0,1,2,38.06,0,1627,Vimioso,Bragança,0,63,1.47,,False,88,2.06,14,4275,63.36,Jorge dos Santos Rodrigues Fernandes,2009
302,,0,CDS-PP,0,0,1,0,6.24,0,479,Vinhais,Bragança,0,150,1.95,,False,139,1.81,35,7673,63.18,Mário Augusto Gomes Gonçalves,2009
303,,0,PCP-PEV,0,0,1,0,1.26,0,97,Vinhais,Bragança,0,150,1.95,,False,139,1.81,35,7673,63.18,Manuel Dinis Lousada,2009
304,,1,PPD/PSD,0,0,1,1,20.33,0,1560,Vinhais,Bragança,0,150,1.95,,False,139,1.81,35,7673,63.18,Carlos Alberto Matias Costa,2009
305,,6,PS,1,1,1,6,68.4,1,5248,Vinhais,Bragança,0,150,1.95,,False,139,1.81,35,7673,63.18,Américo Jaime Afonso Pereira,2009
306,,0,B.E.,0,0,1,0,2.6,0,112,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Fernando Luís Pinto Proença,2009
307,,0,CDS-PP,0,0,1,0,1.53,0,66,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,João Manuel Soares Gonçalves,2009
308,,0,MPT,0,0,1,0,4.66,0,201,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Germano Fernandes,2009
309,,0,PCP-PEV,0,0,1,0,6.67,0,288,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Tito José Ferreira Soares,2009
310,,2,PPD/PSD,0,0,1,2,30.45,0,1314,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Jorge Manuel dos Santos Amaro,2009
311,,3,PS,1,1,1,3,49.69,1,2144,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Amândio Manuel Ferreira Melo,2009
312,,0,PTP,0,0,1,0,1.0,0,43,Belmonte,Castelo Branco,0,75,1.74,,False,72,1.67,5,4315,65.2,Davide José Duarte Monteiro,2009
