,votesAbsoluteMajority,votesMandates,votesPercentage,votesPresidents,votesVotes,county,district,availableMandates,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidate,year,votesValidVotesPercentage,coalition,parties
1420,False,0,1.0171519744714799,False,51,Almodôvar,Beja,False,86,1.7151974471479856,105,2.0941364180295174,6,5014,72.71,Constantino Manuel Lemos Piçarra,2013,1.057433132904831,BE,['BE']
1421,False,0,2.193857199840447,False,110,Almodôvar,Beja,False,86,1.7151974471479856,105,2.0941364180295174,6,5014,72.71,Joaquim Agostinho Lança Paulino,2013,2.2807381297947336,PCP-PEV,['PCP-PEV']
1422,False,1,27.06422018348624,False,1357,Almodôvar,Beja,False,86,1.7151974471479856,105,2.0941364180295174,6,5014,72.71,Ricardo António Monteiro Colaço,2013,28.136014928467755,PPD/PSD,['PPD/PSD']
1423,False,2,35.121659353809335,True,1761,Almodôvar,Beja,False,86,1.7151974471479856,105,2.0941364180295174,6,5014,72.71,António Manuel Ascensão Mestre Bota,2013,36.51254405971387,PS,['PS']
1424,False,2,30.793777423214998,False,1544,Almodôvar,Beja,False,86,1.7151974471479856,105,2.0941364180295174,6,5014,72.71,João António Rodrigues Palma,2013,32.013269749118805,VI,['VI']
1425,False,2,31.14406779661017,False,441,Alvito,Beja,False,28,1.977401129943503,36,2.5423728813559325,2,1416,70.38,Natália José Ferreira Caeiro,2013,32.61834319526627,PS,['PS']
1426,True,3,54.40783615316117,True,611,Barrancos,Beja,False,48,4.27426536064114,21,1.8699910952804988,1,1123,78.15,António Pica Tereno,2013,57.9696394686907,PCP-PEV,['PCP-PEV']
1427,False,2,39.44790739091719,False,443,Barrancos,Beja,False,48,4.27426536064114,21,1.8699910952804988,1,1123,78.15,Fernando Manuel Fernandes Durão,2013,42.0303605313093,PS,['PS']
1428,True,4,43.415830025682936,True,7438,Beja,Beja,False,447,2.6091524632267102,298,1.7394349754844736,12,17132,56.6,João Manuel Rocha da Silva,2013,45.389638127784224,PCP-PEV,['PCP-PEV']
1429,False,0,6.210600046696241,False,1064,Beja,Beja,False,447,2.6091524632267102,298,1.7394349754844736,12,17132,56.6,João Pedro Cabral Afonso Baião Caeiro,2013,6.492951730029901,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1430,False,3,41.647209899603084,False,7135,Beja,Beja,False,447,2.6091524632267102,298,1.7394349754844736,12,17132,56.6,Jorge Pulido Valente,2013,43.5406114603039,PS,['PS']
1431,False,0,4.377772589306561,False,750,Beja,Beja,False,447,2.6091524632267102,298,1.7394349754844736,12,17132,56.6,José António do Rosário Lopes Guerreiro,2013,4.5767986818819795,XVI,['XVI']
1432,True,3,54.69107551487414,True,2151,Castro Verde,Beja,False,111,2.822273073989321,61,1.5509788965166538,4,3933,60.07,Francisco José Caldeira Duarte,2013,57.19223610741824,PCP-PEV,['PCP-PEV']
1433,False,0,5.314009661835748,False,209,Castro Verde,Beja,False,111,2.822273073989321,61,1.5509788965166538,4,3933,60.07,Mário Mota Lopes,2013,5.557032704068067,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1434,False,2,35.621662852784134,False,1401,Castro Verde,Beja,False,111,2.822273073989321,61,1.5509788965166538,4,3933,60.07,António José Rosa de Brito,2013,37.25073118851369,PS,['PS']
1435,True,3,56.7023693605972,True,1747,Cuba,Beja,False,64,2.0772476468679,42,1.3631937682570594,4,3081,77.37,João Manuel Casaca Português,2013,58.72268907563025,PCP-PEV,['PCP-PEV']
1436,False,0,2.726387536514119,False,84,Cuba,Beja,False,64,2.0772476468679,42,1.3631937682570594,4,3081,77.37,Vasco Rosa da Silva Morais de Almeida,2013,2.823529411764706,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1437,False,2,37.130801687763714,False,1144,Cuba,Beja,False,64,2.0772476468679,42,1.3631937682570594,4,3081,77.37,Ana Raquel Ganhão das Dores Soudo,2013,38.45378151260504,PS,['PS']
1438,False,2,32.440408626560725,False,1429,Ferreira do Alentejo,Beja,False,115,2.6106696935300793,87,1.975028376844495,4,4405,61.28,João Luis Ferro do Rosário Fragoso,2013,33.999524149417084,PCP-PEV,['PCP-PEV']
1439,False,0,9.625425652667422,False,424,Ferreira do Alentejo,Beja,False,115,2.6106696935300793,87,1.975028376844495,4,4405,61.28,Jorge Ângelo Ramos dos Santos,2013,10.088032357839637,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1440,True,3,53.34846765039728,True,2350,Ferreira do Alentejo,Beja,False,115,2.6106696935300793,87,1.975028376844495,4,4405,61.28,Aníbal Sousa Reis Coelho de Costa,2013,55.91244349274328,PS,['PS']
1441,True,4,42.89681988612693,True,3089,Moura,Beja,False,165,2.2913484238300237,119,1.6525482571865018,5,7201,54.02,Santiago Augusto Ferreira Macias,2013,44.65808876680642,PCP-PEV,['PCP-PEV']
1442,False,0,10.567976669906958,False,761,Moura,Beja,False,165,2.2913484238300237,119,1.6525482571865018,5,7201,54.02,Carlos Augusto Garcias Valente,2013,11.00187942749747,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1443,False,3,42.591306762949586,False,3067,Moura,Beja,False,165,2.2913484238300237,119,1.6525482571865018,5,7201,54.02,Francisco Manuel Canudo Sena,2013,44.340031805696114,PS,['PS']
1444,False,2,43.197278911564624,False,2159,Mértola,Beja,False,121,2.420968387354942,104,2.080832332933173,7,4998,73.28,Miguel da Conceição Bento,2013,45.23360569872198,PCP-PEV,['PCP-PEV']
1445,False,0,1.0604241696678671,False,53,Mértola,Beja,False,121,2.420968387354942,104,2.080832332933173,7,4998,73.28,Herlander Miguel Gonçalves Madeira Mira,2013,1.110412738319715,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1446,True,3,47.81912765106042,True,2390,Mértola,Beja,False,121,2.420968387354942,104,2.080832332933173,7,4998,73.28,Jorge Paulo Colaço Rosa,2013,50.073329143096586,PS,['PS']
1447,False,0,3.4213685474189672,False,171,Mértola,Beja,False,121,2.420968387354942,104,2.080832332933173,7,4998,73.28,Alberto Manuel Raposo Fernandes,2013,3.5826524198617227,XI,['XI']
1448,False,0,3.139859612046192,False,416,Odemira,Beja,False,466,3.5172465846478977,374,2.822854555060759,13,13249,62.14,Ana Maria de Miranda Nazaré Loureiro,2013,3.352405512128294,BE,['BE']
1449,False,2,29.38334968676881,False,3893,Odemira,Beja,False,466,3.5172465846478977,374,2.822854555060759,13,13249,62.14,Manuel da Silva Cruz,2013,31.372391006527522,PCP-PEV,['PCP-PEV']
1450,False,0,10.061136689561476,False,1333,Odemira,Beja,False,466,3.5172465846478977,374,2.822854555060759,13,13249,62.14,José Francisco de Sousa Prado dos Santos Silva,2013,10.742203239584173,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1451,True,5,51.075552871914866,True,6767,Odemira,Beja,False,466,3.5172465846478977,374,2.822854555060759,13,13249,62.14,José Alberto Candeias Guerreiro,2013,54.53300024176001,PS,['PS']
1452,False,0,12.90954914589751,False,461,Ourique,Beja,False,82,2.2962755530663683,82,2.2962755530663683,4,3571,74.47,António Francisco Colaço,2013,13.530965658937482,PCP-PEV,['PCP-PEV']
1453,False,1,20.49845981517782,False,732,Ourique,Beja,False,82,2.2962755530663683,82,2.2962755530663683,4,3571,74.47,Sérgio Manuel Borges Dinis Marques Marçal,2013,21.48517757557969,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1454,True,4,61.99943993279193,True,2214,Ourique,Beja,False,82,2.2962755530663683,82,2.2962755530663683,4,3571,74.47,Pedro Nuno Raposo Prazeres do Carmo,2013,64.98385676548283,PS,['PS']
1455,False,0,3.0486236171854904,False,237,Serpa,Beja,False,219,2.8170825829688706,150,1.9295086184718293,5,7774,55.77,Guida Maria de Jesus Ascensão,2013,3.200540175557056,BE,['BE']
1456,True,4,51.96809879084127,True,4040,Serpa,Beja,False,219,2.8170825829688706,150,1.9295086184718293,5,7774,55.77,Tomé Alexandre Martins Pires,2013,54.55773126266037,PCP-PEV,['PCP-PEV']
1457,False,0,5.003859017236944,False,389,Serpa,Beja,False,219,2.8170825829688706,150,1.9295086184718293,5,7774,55.77,José António Aboim Madeira,2013,5.25320729237002,PPD/PSD,['PPD/PSD']
1458,False,3,35.2328273732956,False,2739,Serpa,Beja,False,219,2.8170825829688706,150,1.9295086184718293,5,7774,55.77,Noel Ricardo Esteves Farinho,2013,36.98852126941256,PS,['PS']
1459,True,3,50.688705234159784,True,1656,Vidigueira,Beja,False,88,2.6936026936026933,72,2.203856749311295,4,3267,64.27,Manuel Luís da Rosa Narra,2013,53.29900225297715,PCP-PEV,['PCP-PEV']
1460,False,0,7.591062136516682,False,248,Vidigueira,Beja,False,88,2.6936026936026933,72,2.203856749311295,4,3267,64.27,José Manuel Cruz Maldonado,2013,7.9819761828130025,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1461,False,2,36.82277318640955,False,1203,Vidigueira,Beja,False,88,2.6936026936026933,72,2.203856749311295,4,3267,64.27,José Miguel Pires d Almeida,2013,38.71902156420985,PS,['PS']
1462,False,2,30.399599566196713,False,3644,Amares,Braga,False,358,2.9865687828480856,252,2.102277467256194,16,11987,61.11,Sara Raquel Marques Ribeiro Leite do Vale,2013,32.0295332688758,I,['I']
1463,False,0,3.3202636189204973,False,398,Amares,Braga,False,358,2.9865687828480856,252,2.102277467256194,16,11987,61.11,Luís Manuel Cerqueira Gomes Gonçalves,2013,3.4982860156456006,PCP-PEV,['PCP-PEV']
1464,False,2,24.251272211562526,False,2907,Amares,Braga,False,358,2.9865687828480856,252,2.102277467256194,16,11987,61.11,Isidro Gomes de Araújo,2013,25.551551375582314,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1465,False,3,36.94001835321599,True,4428,Amares,Braga,False,358,2.9865687828480856,252,2.102277467256194,16,11987,61.11,Manuel da Rocha Moreira,2013,38.92062933989629,PS,['PS']
1466,False,0,1.9279791772882175,False,1437,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,José Maria Barbosa Cardoso,2013,2.018003342274151,BE,['BE']
1467,False,0,1.6435452276813267,False,1225,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,Mário Jorge Gomes de Figueiredo,2013,1.720288165821736,PCP-PEV,['PCP-PEV']
1468,False,0,0.7942683875815063,False,592,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,Mário Rui Correia Senra,2013,0.8313555870746675,PCTP/MRPP,['PCTP/MRPP']
1469,False,4,34.96525075804331,False,26061,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,Domingos José da Silva Araújo,2013,36.59790195059613,PPD/PSD.CDS-PP.PPM,"['CDS-PP', 'PPD/PSD', 'PPM']"
1470,True,6,46.025974722945236,True,34305,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,Miguel Jorge da Costa Gomes,2013,48.1750902273589,PS,['PS']
1471,False,1,10.18193039418252,False,7589,Barcelos,Braga,False,2051,2.751764295489307,1274,1.7092870367885797,61,74534,69.11,Manuel Carlos da Costa Marinho,2013,10.657360726874412,VI,['VI']
1472,True,6,46.7118018801681,True,44571,Braga,Braga,False,3065,3.2122158525210396,1735,1.8183342590942915,37,95417,59.89,Ricardo Bruno Antunes Machado Rio,2013,49.18613505192182,PPD/PSD.CDS-PP.PPM,"['CDS-PP', 'PPD/PSD', 'PPM']"
1473,False,4,32.830627665929555,False,31326,Braga,Braga,False,3065,3.2122158525210396,1735,1.8183342590942915,37,95417,59.89,Vítor Manuel Amaral de Sousa,2013,34.569672357283956,PS,['PS']
1474,False,0,5.3156146179401995,False,5072,Braga,Braga,False,3065,3.2122158525210396,1735,1.8183342590942915,37,95417,59.89,Inês Beatriz Barbosa de Carvalho,2013,5.597183751393226,V,['V']
1475,False,0,0.9499289772727272,False,107,Cabeceiras de Basto,Braga,False,113,1.0031960227272727,183,1.6246448863636365,12,11264,65.81,Manuel da Silva Nogueira,2013,0.975565280816922,PCP-PEV,['PCP-PEV']
1476,False,1,12.029474431818182,False,1355,Cabeceiras de Basto,Braga,False,113,1.0031960227272727,183,1.6246448863636365,12,11264,65.81,Mário António Jesus Leite,2013,12.354121079504012,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1477,False,3,44.131747159090914,True,4971,Cabeceiras de Basto,Braga,False,113,1.0031960227272727,183,1.6246448863636365,12,11264,65.81,Serafim China Pereira,2013,45.322757111597376,PS,['PS']
1478,False,3,40.26100852272727,False,4535,Cabeceiras de Basto,Braga,False,113,1.0031960227272727,183,1.6246448863636365,12,11264,65.81,Jorge Agostinho Borges Machado,2013,41.34755652808169,XIII,['XIII']
1479,False,0,6.0383516931864545,False,740,Celorico de Basto,Braga,False,297,2.423500611995104,238,1.9420644634842923,15,12255,63.27,Luis Manuel Dá Mesquita Castro Leal,2013,6.313993174061433,CDS-PP,['CDS-PP']
1480,False,0,3.54141166870665,False,434,Celorico de Basto,Braga,False,297,2.423500611995104,238,1.9420644634842923,15,12255,63.27,Luis Heitor da Silva Pires Marinho,2013,3.703071672354949,PCP-PEV,['PCP-PEV']
1481,True,5,64.18604651162791,True,7866,Celorico de Basto,Braga,False,297,2.423500611995104,238,1.9420644634842923,15,12255,63.27,Joaquim Monteiro da Mota e Silva,2013,67.11604095563139,PPD/PSD,['PPD/PSD']
1482,False,2,21.868625050999594,False,2680,Celorico de Basto,Braga,False,297,2.423500611995104,238,1.9420644634842923,15,12255,63.27,António Joaquim Gonçalves Bastos,2013,22.866894197952217,PS,['PS']
1483,False,1,10.617088607594937,False,2013,Esposende,Braga,False,807,4.256329113924051,490,2.5843881856540083,9,18960,56.37,Berta Filipa Gonçalves Viana,2013,11.396704976504557,CDS-PP,['CDS-PP']
1484,False,0,5.279535864978903,False,1001,Esposende,Braga,False,807,4.256329113924051,490,2.5843881856540083,9,18960,56.37,Manuel Fernando Loureiro de Almeida,2013,5.667213950065108,PCP-PEV,['PCP-PEV']
1485,True,5,56.49261603375527,True,10711,Esposende,Braga,False,807,4.256329113924051,490,2.5843881856540083,9,18960,56.37,António Benjamim da Costa Pereira,2013,60.64088773141595,PPD/PSD,['PPD/PSD']
1486,False,1,20.770042194092827,False,3938,Esposende,Braga,False,807,4.256329113924051,490,2.5843881856540083,9,18960,56.37,João Maria de Sousa Nunes da Silva,2013,22.29519334201438,PS,['PS']
1487,False,0,1.3488090303242881,False,423,Fafe,Braga,False,813,2.5923918242402983,478,1.524186091004751,25,31361,61.64,Deolinda Manuela de Sá Nogueira,2013,1.4067176587961423,CDS-PP,['CDS-PP']
1488,False,0,2.959089314753994,False,928,Fafe,Braga,False,813,2.5923918242402983,478,1.524186091004751,25,31361,61.64,Maria Leonor Pereira Oliveira Castro,2013,3.0861323578317257,PCP-PEV,['PCP-PEV']
1489,False,2,21.3258505787443,False,6688,Fafe,Braga,False,813,2.5923918242402983,478,1.524186091004751,25,31361,61.64,Eugénio Fernando de Sá Cerqueira Marinho,2013,22.24143664782175,PPD/PSD,['PPD/PSD']
1490,False,4,35.148751634195335,True,11023,Fafe,Braga,False,813,2.5923918242402983,478,1.524186091004751,25,31361,61.64,Raul Jorge Fernandes da Cunha,2013,36.657798470236116,PS,['PS']
1491,False,3,35.100921526737025,False,11008,Fafe,Braga,False,813,2.5923918242402983,478,1.524186091004751,25,31361,61.64,Parcidio Cabral de Almeida Summavielle,2013,36.607914865314264,XVII,['XVII']
1492,False,0,2.042308219491022,False,1788,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,José Carlos Sampaio Fonseca,2013,2.146922504262626,BE,['BE']
1493,False,1,8.321149540823319,False,7285,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,José Manuel Torcato Ribeiro,2013,8.74738839124901,PCP-PEV,['PCP-PEV']
1494,False,0,0.5665463517156303,False,496,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,João Manuel Valente Pinto,2013,0.595566869191422,PCTP/MRPP,['PCTP/MRPP']
1495,False,4,35.60789509754649,False,31174,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,André Guimarães Coelho Lima,2013,37.43185802454312,PPD/PSD.CDS-PP.MPT,"['CDS-PP', 'MPT', 'PPD/PSD']"
1496,False,0,0.9777493489285878,False,856,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,Luís Filipe Botelho Ribeiro,2013,1.0278331452174538,PPM-PPV,"['PPM', 'PPV']"
1497,True,6,47.6115959245214,True,41683,Guimarães,Braga,False,2976,3.399278110293782,1290,1.4734774066797642,48,87548,60.53,Domingos Bragança Salgado,2013,50.05043106553637,PS,['PS']
1498,False,0,4.233567075168753,False,646,Póvoa de Lanhoso,Braga,False,253,1.6580378792843569,217,1.4221115407300609,22,15259,62.9,Deolinda Maria Marques Queirós Pereira Ferreira,2013,4.368111434174049,CDS-PP,['CDS-PP']
1499,False,0,1.369683465495773,False,209,Póvoa de Lanhoso,Braga,False,253,1.6580378792843569,217,1.4221115407300609,22,15259,62.9,Paulo Jorge Lopes da Silva,2013,1.4132125228210157,PCP-PEV,['PCP-PEV']
1500,True,4,51.05183825938791,True,7790,Póvoa de Lanhoso,Braga,False,253,1.6580378792843569,217,1.4221115407300609,22,15259,62.9,Manuel José Torcato Soares Baptista,2013,52.674284941510585,PPD/PSD,['PPD/PSD']
1501,False,3,40.26476177993315,False,6144,Póvoa de Lanhoso,Braga,False,253,1.6580378792843569,217,1.4221115407300609,22,15259,62.9,Frederico de Oliveira Castro,2013,41.544391101494355,PS,['PS']
1502,False,0,5.580440462859276,False,299,Terras de Bouro,Braga,False,87,1.6237402015677491,67,1.2504665920119447,14,5358,68.51,Paulo Alexandre Vieira e Sousa,2013,5.7455803228285935,MPT,['MPT']
1503,False,0,7.820082120194102,False,419,Terras de Bouro,Braga,False,87,1.6237402015677491,67,1.2504665920119447,14,5358,68.51,António José Salgado Almeida,2013,8.051498847040737,PCP-PEV,['PCP-PEV']
1504,False,2,29.022023142963793,False,1555,Terras de Bouro,Braga,False,87,1.6237402015677491,67,1.2504665920119447,14,5358,68.51,António José Ferreira Afonso,2013,29.880860876249038,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1505,True,3,51.399776035834265,True,2754,Terras de Bouro,Braga,False,87,1.6237402015677491,67,1.2504665920119447,14,5358,68.51,Joaquim José Cracel Viana,2013,52.92083013066872,PS,['PS']
1506,False,0,3.303471444568869,False,177,Terras de Bouro,Braga,False,87,1.6237402015677491,67,1.2504665920119447,14,5358,68.51,Luís Filipe Rodrigues Pires,2013,3.4012298232129132,VI,['VI']
1507,False,0,0.6856120826709061,False,69,Vieira do Minho,Braga,False,138,1.3712241653418122,155,1.5401430842607313,16,10064,67.49,João Manuel Machado Oliveira,2013,0.7061713233036537,BE,['BE']
1508,False,0,1.3314785373608904,False,134,Vieira do Minho,Braga,False,138,1.3712241653418122,155,1.5401430842607313,16,10064,67.49,José Luis Ribeiro Pereira,2013,1.3714051785897041,PCP-PEV,['PCP-PEV']
1509,True,4,49.71184419713832,True,5003,Vieira do Minho,Braga,False,138,1.3712241653418122,155,1.5401430842607313,16,10064,67.49,António Cardoso Barbosa,2013,51.20253812301709,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1510,False,3,45.359697933227345,False,4565,Vieira do Minho,Braga,False,138,1.3712241653418122,155,1.5401430842607313,16,10064,67.49,Jorge Augusto Mangas Abreu Dantas,2013,46.71988537508955,PS,['PS']
1511,False,0,1.6198308147604954,False,1237,Vila Nova de Famalicão,Braga,False,2175,2.848126129429327,1152,1.5085247361391194,34,76366,64.65,José Luís da Silva Araújo,2013,1.693615739536412,BE,['BE']
1512,False,0,3.696671293507582,False,2823,Vila Nova de Famalicão,Braga,False,2175,2.848126129429327,1152,1.5085247361391194,34,76366,64.65,José Miguel da Silva Lopes,2013,3.865058393461027,PCP-PEV,['PCP-PEV']
1513,True,7,58.549616321399576,True,44712,Vila Nova de Famalicão,Braga,False,2175,2.848126129429327,1152,1.5085247361391194,34,76366,64.65,Paulo Alexandre Matos Cunha,2013,61.21661030408412,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1514,False,4,31.777230704763898,False,24267,Vila Nova de Famalicão,Braga,False,2175,2.848126129429327,1152,1.5085247361391194,34,76366,64.65,Custódio Marques de Oliveira,2013,33.22471556291844,PS,['PS']
1515,False,0,3.784969829950631,False,1104,Vila Verde,Braga,False,886,3.037575425123423,506,1.7347778387273725,33,29168,60.87,Daniel Cerqueira Oliveira,2013,3.9746543778801846,CDS-PP,['CDS-PP']
1516,False,0,2.156472846955568,False,629,Vila Verde,Braga,False,886,3.037575425123423,506,1.7347778387273725,33,29168,60.87,Manuel Ferreira Carvalho,2013,2.264544930875576,PCP-PEV,['PCP-PEV']
1517,True,4,46.00246845858475,True,13418,Vila Verde,Braga,False,886,3.037575425123423,506,1.7347778387273725,33,29168,60.87,António Fernando Nogueira Cerqueira Vilela,2013,48.307891705069125,PPD/PSD,['PPD/PSD']
1518,False,3,43.28373560065826,False,12625,Vila Verde,Braga,False,886,3.037575425123423,506,1.7347778387273725,33,29168,60.87,Luís Filipe Oliveira da Silva,2013,45.45290898617512,PS,['PS']
1519,False,3,39.53925716972261,False,5046,Vizela,Braga,False,358,2.80520294624667,229,1.7943895941075065,5,12762,61.6,Luis Miguel Soares Lopes Guimarães,2013,41.44558521560575,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1520,True,4,47.85300109700674,True,6107,Vizela,Braga,False,358,2.80520294624667,229,1.7943895941075065,5,12762,61.6,Dinis Manuel da Silva Costa,2013,50.16016427104722,PS,['PS']
1521,False,0,1.5873015873015872,False,64,Alfândega da Fé,Bragança,False,104,2.579365079365079,125,3.100198412698413,12,4032,69.03,Teresa do Carmo Bráz Rodrigues,2013,1.6828819353142257,PCP-PEV,['PCP-PEV']
1522,False,2,38.2936507936508,False,1544,Alfândega da Fé,Bragança,False,104,2.579365079365079,125,3.100198412698413,12,4032,69.03,Artur António Rabaçal Aragão,2013,40.59952668945569,PPD/PSD.CDS-PP,"['CDS-PP', 'PPD/PSD']"
1523,True,3,54.43948412698413,True,2195,Alfândega da Fé,Bragança,False,104,2.579365079365079,125,3.100198412698413,12,4032,69.03,Berta Ferreira Milheiro Nunes,2013,57.71759137523008,PS,['PS']
1524,False,0,1.035,False,207,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,Gil Augusto Gonçalves,2013,1.0902770462446012,BE,['BE']
1525,False,0,2.0650000000000004,False,413,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,Telmo Alexandre de Alge Cadavez,2013,2.1752870536184554,CDS-PP,['CDS-PP']
1526,False,0,2.025,False,405,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,José Manuel Correia dos Santos Ferreira de Castro,2013,2.133150742652481,PCP-PEV,['PCP-PEV']
1527,True,4,47.245,True,9449,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,Hernâni Dinis Venâncio Dias,2013,49.76825028968714,PPD/PSD,['PPD/PSD']
1528,False,2,26.02,False,5204,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,Júlio Meirinhos Santanas,2013,27.409670283366694,PS,['PS']
1529,False,1,16.54,False,3308,Bragança,Bragança,False,537,2.685,477,2.385,39,20000,54.57,Humberto Francisco da Rocha,2013,17.423364584430633,XIII,['XIII']
1530,False,1,18.063186813186814,False,789,Carrazeda de Ansiães,Bragança,False,116,2.6556776556776556,167,3.8232600732600734,14,4368,61.31,Fernando António Trindade dos Reis,2013,19.31456548347613,CDS-PP,['CDS-PP']
1531,False,0,1.3736263736263736,False,60,Carrazeda de Ansiães,Bragança,False,116,2.6556776556776556,167,3.8232600732600734,14,4368,61.31,José Maria de Sousa Araújo,2013,1.4687882496940026,PCP-PEV,['PCP-PEV']
1532,True,4,59.86721611721612,True,2615,Carrazeda de Ansiães,Bragança,False,116,2.6556776556776556,167,3.8232600732600734,14,4368,61.31,José Luís Correia,2013,64.01468788249693,PPD/PSD,['PPD/PSD']
1533,False,0,14.217032967032967,False,621,Carrazeda de Ansiães,Bragança,False,116,2.6556776556776556,167,3.8232600732600734,14,4368,61.31,João Manuel Sampaio,2013,15.201958384332926,PS,['PS']
1534,False,0,0.8821453775582216,False,25,Freixo de Espada à Cinta,Bragança,False,81,2.858151023288638,76,2.681721947776994,4,2834,76.78,Nicolau de Jesús Manso,2013,0.9338812103100484,PCP-PEV,['PCP-PEV']
1535,True,3,47.88285109386027,True,1357,Freixo de Espada à Cinta,Bragança,False,81,2.858151023288638,76,2.681721947776994,4,2834,76.78,Maria do Céu Quintas,2013,50.691072095629444,PPD/PSD,['PPD/PSD']
1536,False,2,45.69513055751588,False,1295,Freixo de Espada à Cinta,Bragança,False,81,2.858151023288638,76,2.681721947776994,4,2834,76.78,José Manuel Caldeira Santos,2013,48.375046694060515,PS,['PS']
1537,False,1,11.591634172279333,False,1308,Macedo de Cavaleiros,Bragança,False,322,2.8535980148883375,255,2.259836937256292,30,11284,59.57,Rui Jorge da Silva Costa,2013,12.216307088820399,CDS-PP,['CDS-PP']
1538,False,0,1.7015242821694434,False,192,Macedo de Cavaleiros,Bragança,False,322,2.8535980148883375,255,2.259836937256292,30,11284,59.57,Carlos Manuel Cunha Martins,2013,1.7932193891846457,PCP-PEV,['PCP-PEV']
1539,False,3,41.3239985820631,True,4663,Macedo de Cavaleiros,Bragança,False,322,2.8535980148883375,255,2.259836937256292,30,11284,59.57,Manuel Duarte Fernandes Moreno,2013,43.550947977958344,PPD/PSD,['PPD/PSD']
1540,False,3,40.269408011343494,False,4544,Macedo de Cavaleiros,Bragança,False,322,2.8535980148883375,255,2.259836937256292,30,11284,59.57,Rui Manuel Rodrigues Vaz,2013,42.43952554403661,PS,['PS']
1541,False,0,0.6134969325153374,False,34,Miranda do Douro,Bragança,False,140,2.5261638397690365,108,1.9487549621075424,13,5542,69.38,Júlio Augusto Pires Afonso,2013,0.6422364941443143,BE,['BE']
1542,False,0,1.6600505232767953,False,92,Miranda do Douro,Bragança,False,140,2.5261638397690365,108,1.9487549621075424,13,5542,69.38,Eduardo Luís Tiago de Beça Sanches da Gama,2013,1.7378163959199093,CDS-PP.MPT.PPM,"['CDS-PP', 'MPT', 'PPM']"
1543,False,0,0.6495849873691808,False,36,Miranda do Douro,Bragança,False,140,2.5261638397690365,108,1.9487549621075424,13,5542,69.38,Maria da Glória Gonçalves de Jesus,2013,0.6800151114469211,PCP-PEV,['PCP-PEV']
1544,False,2,42.331288343558285,False,2346,Miranda do Douro,Bragança,False,140,2.5261638397690365,108,1.9487549621075424,13,5542,69.38,Francisco António São Pedro Granjo,2013,44.31431809595769,PPD/PSD,['PPD/PSD']
1545,True,3,50.270660411403824,True,2786,Miranda do Douro,Bragança,False,140,2.5261638397690365,108,1.9487549621075424,13,5542,69.38,Artur Manuel Rodrigues Nunes,2013,52.625613902531164,PS,['PS']
1546,False,0,1.5187004155647903,False,201,Mirandela,Bragança,False,411,3.1054023422742727,421,3.1809595768794865,30,13235,53.46,Fernando Manuel Bebiano,2013,1.6205756671772957,BE,['BE']
1547,False,1,19.395542123158293,False,2567,Mirandela,Bragança,False,411,3.1054023422742727,421,3.1809595768794865,30,13235,53.46,Carlos Manuel Costa Pires,2013,20.696605659920987,CDS-PP,['CDS-PP']
