,alternateCandidates,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
917,,['Telma Cristina Antunes Jorge'],0,PCP-PEV,0,0,PCP-PEV,1,0,8.66,0,818,"{'availableMandates': 0, 'blankVotes': 194, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 2, 'numberVoters': 9449, 'percentageVoters': 56.21}",Entroncamento,Santarém,0,194,2.05,,False,149,1.58,2,9449,56.21
918,,['Jaime Manuel Gonçalves Ramos'],4,PPD/PSD,1,1,PPD/PSD,1,4,52.52,1,4963,"{'availableMandates': 0, 'blankVotes': 194, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 2, 'numberVoters': 9449, 'percentageVoters': 56.21}",Entroncamento,Santarém,0,194,2.05,,False,149,1.58,2,9449,56.21
919,,['Carlos Alexandre Zagalo Gouveia'],2,PS,0,0,PS,1,2,24.13,0,2280,"{'availableMandates': 0, 'blankVotes': 194, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 2, 'numberVoters': 9449, 'percentageVoters': 56.21}",Entroncamento,Santarém,0,194,2.05,,False,149,1.58,2,9449,56.21
920,,['Luís Miguel de Oliveira Russo Pistola'],0,CDS-PP.MPT,0,0,CDS-PP.MPT,1,0,2.95,0,165,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 2.0, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 1.83, 'numberParishes': 9, 'numberVoters': 5588, 'percentageVoters': 67.49}",Ferreira do Zêzere,Santarém,0,112,2.0,,False,102,1.83,9,5588,67.49
921,,['António Alves Matos'],0,PCP-PEV,0,0,PCP-PEV,1,0,0.63,0,35,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 2.0, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 1.83, 'numberParishes': 9, 'numberVoters': 5588, 'percentageVoters': 67.49}",Ferreira do Zêzere,Santarém,0,112,2.0,,False,102,1.83,9,5588,67.49
922,,['Jacinto Manuel Lopes Cristas Flores'],3,PPD/PSD,1,1,PPD/PSD,1,3,52.36,1,2926,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 2.0, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 1.83, 'numberParishes': 9, 'numberVoters': 5588, 'percentageVoters': 67.49}",Ferreira do Zêzere,Santarém,0,112,2.0,,False,102,1.83,9,5588,67.49
923,,['Filipe Vicente Martins'],2,PS,0,0,PS,1,2,37.81,0,2113,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 2.0, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 1.83, 'numberParishes': 9, 'numberVoters': 5588, 'percentageVoters': 67.49}",Ferreira do Zêzere,Santarém,0,112,2.0,,False,102,1.83,9,5588,67.49
924,,['Pedro José Rodrigues Ramalheira de Azevedo'],0,CDS-PP,0,0,CDS-PP,1,0,5.45,0,165,"{'availableMandates': 0, 'blankVotes': 27, 'blankVotesPercentage': 0.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 36, 'nullVotesPercentage': 1.19, 'numberParishes': 2, 'numberVoters': 3027, 'percentageVoters': 63.39}",Golegã,Santarém,0,27,0.89,,False,36,1.19,2,3027,63.39
925,,['Valter José Galrinho da Guia Martins Ferreira'],0,PCP-PEV,0,0,PCP-PEV,1,0,7.8,0,236,"{'availableMandates': 0, 'blankVotes': 27, 'blankVotesPercentage': 0.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 36, 'nullVotesPercentage': 1.19, 'numberParishes': 2, 'numberVoters': 3027, 'percentageVoters': 63.39}",Golegã,Santarém,0,27,0.89,,False,36,1.19,2,3027,63.39
926,,['Carlos Alberto de Jesus Gonçalves Paula Simões'],0,PPD/PSD,0,0,PPD/PSD,1,0,9.32,0,282,"{'availableMandates': 0, 'blankVotes': 27, 'blankVotesPercentage': 0.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 36, 'nullVotesPercentage': 1.19, 'numberParishes': 2, 'numberVoters': 3027, 'percentageVoters': 63.39}",Golegã,Santarém,0,27,0.89,,False,36,1.19,2,3027,63.39
927,,['José Tavares Veiga Silva Maltez'],5,PS,1,1,PS,1,5,63.36,1,1918,"{'availableMandates': 0, 'blankVotes': 27, 'blankVotesPercentage': 0.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 36, 'nullVotesPercentage': 1.19, 'numberParishes': 2, 'numberVoters': 3027, 'percentageVoters': 63.39}",Golegã,Santarém,0,27,0.89,,False,36,1.19,2,3027,63.39
928,,['Maria da Conceição Afonso Contente Rosário'],0,X,0,0,X,1,0,11.99,0,363,"{'availableMandates': 0, 'blankVotes': 27, 'blankVotesPercentage': 0.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 36, 'nullVotesPercentage': 1.19, 'numberParishes': 2, 'numberVoters': 3027, 'percentageVoters': 63.39}",Golegã,Santarém,0,27,0.89,,False,36,1.19,2,3027,63.39
929,,['António Rodrigues de Sousa Santos'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.07,0,119,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 1.53, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 1.72, 'numberParishes': 8, 'numberVoters': 5742, 'percentageVoters': 76.67}",Mação,Santarém,0,88,1.53,,False,99,1.72,8,5742,76.67
930,,['José Manuel Saldanha Rocha'],3,PPD/PSD,1,1,PPD/PSD,1,3,52.09,1,2991,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 1.53, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 1.72, 'numberParishes': 8, 'numberVoters': 5742, 'percentageVoters': 76.67}",Mação,Santarém,0,88,1.53,,False,99,1.72,8,5742,76.67
931,,['Nuno Fernando Bento Neto'],2,PS,0,0,PS,1,2,42.58,0,2445,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 1.53, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 1.72, 'numberParishes': 8, 'numberVoters': 5742, 'percentageVoters': 76.67}",Mação,Santarém,0,88,1.53,,False,99,1.72,8,5742,76.67
932,,['Gonçalo Nuno Gagliardini Graça Pereira de Almeida'],0,CDS-PP,0,0,CDS-PP,1,0,4.55,0,1197,"{'availableMandates': 0, 'blankVotes': 433, 'blankVotesPercentage': 1.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 313, 'nullVotesPercentage': 1.19, 'numberParishes': 18, 'numberVoters': 26311, 'percentageVoters': 59.92}",Ourém,Santarém,0,433,1.65,,False,313,1.19,18,26311,59.92
933,,['João Filipe Mendes de Oliveira'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.94,0,511,"{'availableMandates': 0, 'blankVotes': 433, 'blankVotesPercentage': 1.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 313, 'nullVotesPercentage': 1.19, 'numberParishes': 18, 'numberVoters': 26311, 'percentageVoters': 59.92}",Ourém,Santarém,0,433,1.65,,False,313,1.19,18,26311,59.92
934,,['Vitor Manuel de Jesus Frazão'],3,PPD/PSD,0,0,PPD/PSD,1,3,43.32,0,11398,"{'availableMandates': 0, 'blankVotes': 433, 'blankVotesPercentage': 1.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 313, 'nullVotesPercentage': 1.19, 'numberParishes': 18, 'numberVoters': 26311, 'percentageVoters': 59.92}",Ourém,Santarém,0,433,1.65,,False,313,1.19,18,26311,59.92
935,,['Paulo Alexandre Homem de Oliveira Fonseca'],4,PS,1,1,PS,1,4,47.35,1,12459,"{'availableMandates': 0, 'blankVotes': 433, 'blankVotesPercentage': 1.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 313, 'nullVotesPercentage': 1.19, 'numberParishes': 18, 'numberVoters': 26311, 'percentageVoters': 59.92}",Ourém,Santarém,0,433,1.65,,False,313,1.19,18,26311,59.92
936,,['Alexandre Miguel Vitorino Jacinto'],0,B.E.,0,0,B.E.,1,0,2.89,0,352,"{'availableMandates': 0, 'blankVotes': 199, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.39, 'numberParishes': 14, 'numberVoters': 12187, 'percentageVoters': 66.17}",Rio Maior,Santarém,0,199,1.63,,False,170,1.39,14,12187,66.17
937,,['Alberto Fernando Fróis Santos'],0,I,0,0,I,1,0,3.13,0,381,"{'availableMandates': 0, 'blankVotes': 199, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.39, 'numberParishes': 14, 'numberVoters': 12187, 'percentageVoters': 66.17}",Rio Maior,Santarém,0,199,1.63,,False,170,1.39,14,12187,66.17
938,,['Carlos Ferreira Figueiredo'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.45,0,299,"{'availableMandates': 0, 'blankVotes': 199, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.39, 'numberParishes': 14, 'numberVoters': 12187, 'percentageVoters': 66.17}",Rio Maior,Santarém,0,199,1.63,,False,170,1.39,14,12187,66.17
939,,['Isaura Maria Elias Crisóstomo Bernardino Morais'],4,PPD/PSD.CDS-PP,1,1,PPD/PSD.CDS-PP,1,4,49.21,1,5997,"{'availableMandates': 0, 'blankVotes': 199, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.39, 'numberParishes': 14, 'numberVoters': 12187, 'percentageVoters': 66.17}",Rio Maior,Santarém,0,199,1.63,,False,170,1.39,14,12187,66.17
940,,['Silvino Manuel Gomes Sequeira'],3,PS,0,0,PS,1,3,39.3,0,4789,"{'availableMandates': 0, 'blankVotes': 199, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.39, 'numberParishes': 14, 'numberVoters': 12187, 'percentageVoters': 66.17}",Rio Maior,Santarém,0,199,1.63,,False,170,1.39,14,12187,66.17
941,,['Ana Cristina Pardal Ribeiro'],4,B.E.,1,1,B.E.,1,4,46.08,1,4655,"{'availableMandates': 0, 'blankVotes': 214, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 127, 'nullVotesPercentage': 1.26, 'numberParishes': 6, 'numberVoters': 10101, 'percentageVoters': 54.75}",Salvaterra de Magos,Santarém,0,214,2.12,,False,127,1.26,6,10101,54.75
942,,['Vasco Monteiro Feijão'],0,PCP-PEV,0,0,PCP-PEV,1,0,10.33,0,1043,"{'availableMandates': 0, 'blankVotes': 214, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 127, 'nullVotesPercentage': 1.26, 'numberParishes': 6, 'numberVoters': 10101, 'percentageVoters': 54.75}",Salvaterra de Magos,Santarém,0,214,2.12,,False,127,1.26,6,10101,54.75
943,,['Jorge Humberto Brardo Burgal'],1,PPD/PSD,0,0,PPD/PSD,1,1,11.43,0,1155,"{'availableMandates': 0, 'blankVotes': 214, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 127, 'nullVotesPercentage': 1.26, 'numberParishes': 6, 'numberVoters': 10101, 'percentageVoters': 54.75}",Salvaterra de Magos,Santarém,0,214,2.12,,False,127,1.26,6,10101,54.75
944,,['Hélder Manuel Ramalho de Sousa Esménio'],2,PS,0,0,PS,1,2,28.78,0,2907,"{'availableMandates': 0, 'blankVotes': 214, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 127, 'nullVotesPercentage': 1.26, 'numberParishes': 6, 'numberVoters': 10101, 'percentageVoters': 54.75}",Salvaterra de Magos,Santarém,0,214,2.12,,False,127,1.26,6,10101,54.75
945,,['Carlos Manuel Vicente Marecos'],0,B.E.,0,0,B.E.,1,0,2.44,0,821,"{'availableMandates': 0, 'blankVotes': 608, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 359, 'nullVotesPercentage': 1.07, 'numberParishes': 28, 'numberVoters': 33642, 'percentageVoters': 61.74}",Santarém,Santarém,0,608,1.81,,False,359,1.07,28,33642,61.74
946,,['Tiago de Sampaio e Melo Marques Leite'],0,CDS-PP,0,0,CDS-PP,1,0,3.58,0,1204,"{'availableMandates': 0, 'blankVotes': 608, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 359, 'nullVotesPercentage': 1.07, 'numberParishes': 28, 'numberVoters': 33642, 'percentageVoters': 61.74}",Santarém,Santarém,0,608,1.81,,False,359,1.07,28,33642,61.74
947,,['José Marcelino'],0,PCP-PEV,0,0,PCP-PEV,1,0,5.72,0,1923,"{'availableMandates': 0, 'blankVotes': 608, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 359, 'nullVotesPercentage': 1.07, 'numberParishes': 28, 'numberVoters': 33642, 'percentageVoters': 61.74}",Santarém,Santarém,0,608,1.81,,False,359,1.07,28,33642,61.74
948,,['Francisco Maria Moita Flores'],7,PPD/PSD,1,1,PPD/PSD,1,7,64.21,1,21602,"{'availableMandates': 0, 'blankVotes': 608, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 359, 'nullVotesPercentage': 1.07, 'numberParishes': 28, 'numberVoters': 33642, 'percentageVoters': 61.74}",Santarém,Santarém,0,608,1.81,,False,359,1.07,28,33642,61.74
949,,['António José da Piedade do Carmo'],2,PS,0,0,PS,1,2,21.18,0,7125,"{'availableMandates': 0, 'blankVotes': 608, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 359, 'nullVotesPercentage': 1.07, 'numberParishes': 28, 'numberVoters': 33642, 'percentageVoters': 61.74}",Santarém,Santarém,0,608,1.81,,False,359,1.07,28,33642,61.74
950,,['Maria Fernanda Marques Castelo Branco'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.11,0,59,"{'availableMandates': 0, 'blankVotes': 52, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 42, 'nullVotesPercentage': 1.5, 'numberParishes': 4, 'numberVoters': 2799, 'percentageVoters': 76.12}",Sardoal,Santarém,0,52,1.86,,False,42,1.5,4,2799,76.12
951,,['Fernando Constantino Moleirinho'],3,PPD/PSD,1,1,PPD/PSD,1,3,55.41,1,1551,"{'availableMandates': 0, 'blankVotes': 52, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 42, 'nullVotesPercentage': 1.5, 'numberParishes': 4, 'numberVoters': 2799, 'percentageVoters': 76.12}",Sardoal,Santarém,0,52,1.86,,False,42,1.5,4,2799,76.12
952,,['Fernando Cascalheira Vasco'],2,PS,0,0,PS,1,2,39.12,0,1095,"{'availableMandates': 0, 'blankVotes': 52, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 42, 'nullVotesPercentage': 1.5, 'numberParishes': 4, 'numberVoters': 2799, 'percentageVoters': 76.12}",Sardoal,Santarém,0,52,1.86,,False,42,1.5,4,2799,76.12
953,,['António Carlos Martins Godinho'],0,B.E.,0,0,B.E.,1,0,3.64,0,829,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
954,,['Ivo Manuel Querido dos Santos'],0,CDS-PP,0,0,CDS-PP,1,0,5.31,0,1210,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
955,,['Pedro Alexandre Ramos Marques'],2,I,0,0,I,1,2,19.99,0,4552,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
956,,['José André de Melo e Castro Salazar Lebre'],0,II,0,0,II,1,0,3.23,0,736,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
957,,['Bruno Vitor Domingos Graça'],0,PCP-PEV,0,0,PCP-PEV,1,0,7.32,0,1667,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
958,,['Fernando Rui Linhares Corvêlo de Sousa'],3,PPD/PSD,1,0,PPD/PSD,1,3,34.96,1,7959,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
959,,['José António Becerra Vitorino'],2,PS,0,0,PS,1,2,20.89,0,4756,"{'availableMandates': 0, 'blankVotes': 597, 'blankVotesPercentage': 2.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 461, 'nullVotesPercentage': 2.02, 'numberParishes': 16, 'numberVoters': 22767, 'percentageVoters': 58.79}",Tomar,Santarém,0,597,2.62,,False,461,2.02,16,22767,58.79
960,,['Guilherme Sarmento Pinto'],0,B.E.,0,0,B.E.,1,0,5.85,0,1132,"{'availableMandates': 0, 'blankVotes': 370, 'blankVotesPercentage': 1.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 246, 'nullVotesPercentage': 1.27, 'numberParishes': 17, 'numberVoters': 19363, 'percentageVoters': 58.95}",Torres Novas,Santarém,0,370,1.91,,False,246,1.27,17,19363,58.95
961,,['Carlos Filipe Godinho Gomes'],0,CDS-PP,0,0,CDS-PP,1,0,3.26,0,631,"{'availableMandates': 0, 'blankVotes': 370, 'blankVotesPercentage': 1.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 246, 'nullVotesPercentage': 1.27, 'numberParishes': 17, 'numberVoters': 19363, 'percentageVoters': 58.95}",Torres Novas,Santarém,0,370,1.91,,False,246,1.27,17,19363,58.95
962,,['Carlos António Lopes Tomé'],1,PCP-PEV,0,0,PCP-PEV,1,1,13.0,0,2517,"{'availableMandates': 0, 'blankVotes': 370, 'blankVotesPercentage': 1.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 246, 'nullVotesPercentage': 1.27, 'numberParishes': 17, 'numberVoters': 19363, 'percentageVoters': 58.95}",Torres Novas,Santarém,0,370,1.91,,False,246,1.27,17,19363,58.95
963,,['João Parreira da Silva Sarmento'],1,PPD/PSD,0,0,PPD/PSD,1,1,20.9,0,4047,"{'availableMandates': 0, 'blankVotes': 370, 'blankVotesPercentage': 1.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 246, 'nullVotesPercentage': 1.27, 'numberParishes': 17, 'numberVoters': 19363, 'percentageVoters': 58.95}",Torres Novas,Santarém,0,370,1.91,,False,246,1.27,17,19363,58.95
964,,['António Manuel Oliveira Rodrigues'],5,PS,1,1,PS,1,5,53.81,1,10420,"{'availableMandates': 0, 'blankVotes': 370, 'blankVotesPercentage': 1.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 246, 'nullVotesPercentage': 1.27, 'numberParishes': 17, 'numberVoters': 19363, 'percentageVoters': 58.95}",Torres Novas,Santarém,0,370,1.91,,False,246,1.27,17,19363,58.95
965,,['Carlos Miguel Timóteo Pires'],0,PCP-PEV,0,0,PCP-PEV,1,0,14.73,0,589,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 53, 'nullVotesPercentage': 1.33, 'numberParishes': 5, 'numberVoters': 3998, 'percentageVoters': 60.05}",Vila Nova da Barquinha,Santarém,0,68,1.7,,False,53,1.33,5,3998,60.05
966,,['Manuel de Oliveira'],1,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,1,23.19,0,927,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 53, 'nullVotesPercentage': 1.33, 'numberParishes': 5, 'numberVoters': 3998, 'percentageVoters': 60.05}",Vila Nova da Barquinha,Santarém,0,68,1.7,,False,53,1.33,5,3998,60.05
967,,['Vítor Miguel Martins Arnaut Pombeiro'],4,PS,1,1,PS,1,4,59.05,1,2361,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 53, 'nullVotesPercentage': 1.33, 'numberParishes': 5, 'numberVoters': 3998, 'percentageVoters': 60.05}",Vila Nova da Barquinha,Santarém,0,68,1.7,,False,53,1.33,5,3998,60.05
968,,['Teresa Maria Rocha Bonito'],0,B.E.,0,0,B.E.,1,0,2.33,0,173,"{'availableMandates': 0, 'blankVotes': 153, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 1.14, 'numberParishes': 3, 'numberVoters': 7426, 'percentageVoters': 60.1}",Alcochete,Setúbal,0,153,2.06,,False,85,1.14,3,7426,60.1
969,,['José Luis Vaz e Gala'],0,CDS-PP,0,0,CDS-PP,1,0,1.94,0,144,"{'availableMandates': 0, 'blankVotes': 153, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 1.14, 'numberParishes': 3, 'numberVoters': 7426, 'percentageVoters': 60.1}",Alcochete,Setúbal,0,153,2.06,,False,85,1.14,3,7426,60.1
970,,['Luis Miguel Carraça Franco'],5,PCP-PEV,1,1,PCP-PEV,1,5,52.42,1,3893,"{'availableMandates': 0, 'blankVotes': 153, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 1.14, 'numberParishes': 3, 'numberVoters': 7426, 'percentageVoters': 60.1}",Alcochete,Setúbal,0,153,2.06,,False,85,1.14,3,7426,60.1
971,,['Jorge Dias da Costa Borges da Silva'],0,PPD/PSD,0,0,PPD/PSD,1,0,9.35,0,694,"{'availableMandates': 0, 'blankVotes': 153, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 1.14, 'numberParishes': 3, 'numberVoters': 7426, 'percentageVoters': 60.1}",Alcochete,Setúbal,0,153,2.06,,False,85,1.14,3,7426,60.1
972,,['António Dias dos Santos Maduro'],2,PS,0,0,PS,1,2,30.76,0,2284,"{'availableMandates': 0, 'blankVotes': 153, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 1.14, 'numberParishes': 3, 'numberVoters': 7426, 'percentageVoters': 60.1}",Alcochete,Setúbal,0,153,2.06,,False,85,1.14,3,7426,60.1
973,,['António dos Mártires Balona'],3,PCP-PEV,0,0,PCP-PEV,1,3,43.62,0,3238,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 1.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 80, 'nullVotesPercentage': 1.08, 'numberParishes': 6, 'numberVoters': 7424, 'percentageVoters': 61.84}",Alcácer do Sal,Setúbal,0,131,1.76,,False,80,1.08,6,7424,61.84
974,,['Joaquim Manuel Café Granito'],0,PPD/PSD,0,0,PPD/PSD,1,0,4.8,0,356,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 1.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 80, 'nullVotesPercentage': 1.08, 'numberParishes': 6, 'numberVoters': 7424, 'percentageVoters': 61.84}",Alcácer do Sal,Setúbal,0,131,1.76,,False,80,1.08,6,7424,61.84
975,,['Pedro Manuel Igrejas da Cunha Paredes'],4,PS,1,1,PS,1,4,45.03,1,3343,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 1.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 80, 'nullVotesPercentage': 1.08, 'numberParishes': 6, 'numberVoters': 7424, 'percentageVoters': 61.84}",Alcácer do Sal,Setúbal,0,131,1.76,,False,80,1.08,6,7424,61.84
976,,['Helena Maria Gomes Oliveira'],1,B.E.,0,0,B.E.,1,1,7.81,0,5555,"{'availableMandates': 0, 'blankVotes': 1570, 'blankVotesPercentage': 2.21, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1211, 'nullVotesPercentage': 1.7, 'numberParishes': 11, 'numberVoters': 71171, 'percentageVoters': 48.31}",Almada,Setúbal,0,1570,2.21,,False,1211,1.7,11,71171,48.31
977,,['Fernando Jorge Sousa da Pena'],0,CDS-PP,0,0,CDS-PP,1,0,5.31,0,3782,"{'availableMandates': 0, 'blankVotes': 1570, 'blankVotesPercentage': 2.21, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1211, 'nullVotesPercentage': 1.7, 'numberParishes': 11, 'numberVoters': 71171, 'percentageVoters': 48.31}",Almada,Setúbal,0,1570,2.21,,False,1211,1.7,11,71171,48.31
978,,['Graciano Guerra Silva Germano'],0,MMS,0,0,MMS,1,0,0.47,0,334,"{'availableMandates': 0, 'blankVotes': 1570, 'blankVotesPercentage': 2.21, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1211, 'nullVotesPercentage': 1.7, 'numberParishes': 11, 'numberVoters': 71171, 'percentageVoters': 48.31}",Almada,Setúbal,0,1570,2.21,,False,1211,1.7,11,71171,48.31
