,alternateCandidates,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
191,,['Catarina Salgueiro Ramos Gomes Serrano'],0,CDS-PP,0,0,CDS-PP,1,0,1.36,0,112,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 107, 'nullVotesPercentage': 1.3, 'numberParishes': 7, 'numberVoters': 8256, 'percentageVoters': 57.17}",Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17
192,,['João Manuel Rocha da Silva'],4,PCP-PEV,1,1,PCP-PEV,1,4,51.9,1,4285,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 107, 'nullVotesPercentage': 1.3, 'numberParishes': 7, 'numberVoters': 8256, 'percentageVoters': 57.17}",Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17
193,,['Sebastião Manuel L. Morgado Louro Rodrigues'],0,PPD/PSD,0,0,PPD/PSD,1,0,8.58,0,708,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 107, 'nullVotesPercentage': 1.3, 'numberParishes': 7, 'numberVoters': 8256, 'percentageVoters': 57.17}",Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17
194,,['António José Patinho Pereira'],3,PS,0,0,PS,1,3,31.27,0,2582,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 107, 'nullVotesPercentage': 1.3, 'numberParishes': 7, 'numberVoters': 8256, 'percentageVoters': 57.17}",Serpa,Beja,0,175,2.12,,False,107,1.3,7,8256,57.17
195,,['Fernando António da Silva Servo'],0,B.E.,0,0,B.E.,1,0,1.28,0,46,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.53, 'numberParishes': 4, 'numberVoters': 3596, 'percentageVoters': 67.44}",Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44
196,,['Maria Micaela Matado Rosa'],0,CDS-PP,0,0,CDS-PP,1,0,1.25,0,45,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.53, 'numberParishes': 4, 'numberVoters': 3596, 'percentageVoters': 67.44}",Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44
197,,['Manuel Luís da Rosa Marra'],3,PCP-PEV,1,1,PCP-PEV,1,3,55.23,1,1986,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.53, 'numberParishes': 4, 'numberVoters': 3596, 'percentageVoters': 67.44}",Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44
198,,['Guido João Diniz Pires'],0,PPD/PSD,0,0,PPD/PSD,1,0,4.87,0,175,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.53, 'numberParishes': 4, 'numberVoters': 3596, 'percentageVoters': 67.44}",Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44
199,,['António Francisco Cano Mendes Pinto'],2,PS,0,0,PS,1,2,34.15,0,1228,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.53, 'numberParishes': 4, 'numberVoters': 3596, 'percentageVoters': 67.44}",Vidigueira,Beja,0,61,1.7,,False,55,1.53,4,3596,67.44
200,,['Nuno Miguel Franco da Costa'],0,B.E.,0,0,B.E.,1,0,1.23,0,150,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
201,,['Manuel Joaquim de Sousa Pereira'],0,CDS-PP,0,0,CDS-PP,1,0,4.23,0,517,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
202,,['José Lopes Gonçalves Barbosa'],4,I,1,1,I,1,4,47.1,1,5761,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
203,,['Manuel Joaquim Gonçalves da Silva'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.46,0,178,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
204,,['António Januário Veloso de Barros'],1,PPD/PSD,0,0,PPD/PSD,1,1,14.63,0,1790,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
205,,['Manuel da Rocha Moreira'],2,PS,0,0,PS,1,2,29.05,0,3553,"{'availableMandates': 0, 'blankVotes': 137, 'blankVotesPercentage': 1.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 146, 'nullVotesPercentage': 1.19, 'numberParishes': 24, 'numberVoters': 12232, 'percentageVoters': 64.19}",Amares,Braga,0,137,1.12,,False,146,1.19,24,12232,64.19
206,,['Jorge Manuel Mesquita Fernandes'],0,PND,0,0,PND,1,0,1.53,0,1203,"{'availableMandates': 0, 'blankVotes': 1172, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 667, 'nullVotesPercentage': 0.85, 'numberParishes': 89, 'numberVoters': 78423, 'percentageVoters': 74.1}",Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1
207,,['Fernando Ribeiro dos reis'],5,PPD/PSD,0,0,PPD/PSD,1,5,43.35,0,33997,"{'availableMandates': 0, 'blankVotes': 1172, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 667, 'nullVotesPercentage': 0.85, 'numberParishes': 89, 'numberVoters': 78423, 'percentageVoters': 74.1}",Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1
208,,['Alfredo Maria Côrte-Real Souto Neves'],0,PPM,0,0,PPM,1,0,0.3,0,238,"{'availableMandates': 0, 'blankVotes': 1172, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 667, 'nullVotesPercentage': 0.85, 'numberParishes': 89, 'numberVoters': 78423, 'percentageVoters': 74.1}",Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1
209,,['Miguel Jorge da Costa Gomes'],6,PS,1,1,PS,1,6,44.52,1,34911,"{'availableMandates': 0, 'blankVotes': 1172, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 667, 'nullVotesPercentage': 0.85, 'numberParishes': 89, 'numberVoters': 78423, 'percentageVoters': 74.1}",Barcelos,Braga,0,1172,1.49,,False,667,0.85,89,78423,74.1
210,,['João Guilherme Ribeiro Delgado'],0,B.E.,0,0,B.E.,1,0,4.02,0,3935,"{'availableMandates': 0, 'blankVotes': 1337, 'blankVotesPercentage': 1.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 839, 'nullVotesPercentage': 0.86, 'numberParishes': 62, 'numberVoters': 97975, 'percentageVoters': 65.27}",Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27
211,,['José Miguel Azevedo de Brito'],0,MPT,0,0,MPT,1,0,0.72,0,704,"{'availableMandates': 0, 'blankVotes': 1337, 'blankVotesPercentage': 1.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 839, 'nullVotesPercentage': 0.86, 'numberParishes': 62, 'numberVoters': 97975, 'percentageVoters': 65.27}",Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27
212,,['António Manuel Rodrigues Dias'],0,PCP-PEV,0,0,PCP-PEV,1,0,6.34,0,6212,"{'availableMandates': 0, 'blankVotes': 1337, 'blankVotesPercentage': 1.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 839, 'nullVotesPercentage': 0.86, 'numberParishes': 62, 'numberVoters': 97975, 'percentageVoters': 65.27}",Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27
213,,['Ricardo Bruno Antunes Machado Rio'],5,PPD/PSD.CDS-PP.PPM,0,0,PPD/PSD.CDS-PP.PPM,1,5,41.99,0,41142,"{'availableMandates': 0, 'blankVotes': 1337, 'blankVotesPercentage': 1.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 839, 'nullVotesPercentage': 0.86, 'numberParishes': 62, 'numberVoters': 97975, 'percentageVoters': 65.27}",Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27
214,,['Francisco Soares Mesquita Machado'],6,PS,1,1,PS,1,6,44.71,1,43806,"{'availableMandates': 0, 'blankVotes': 1337, 'blankVotesPercentage': 1.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 839, 'nullVotesPercentage': 0.86, 'numberParishes': 62, 'numberVoters': 97975, 'percentageVoters': 65.27}",Braga,Braga,0,1337,1.36,,False,839,0.86,62,97975,65.27
215,,['Baltazar Lage de Oliveira Vilela'],0,PCP-PEV,0,0,PCP-PEV,1,0,3.2,0,361,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 1.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 1.21, 'numberParishes': 17, 'numberVoters': 11285, 'percentageVoters': 65.84}",Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84
216,,['Luis Miguel Jorge Gonçalves'],2,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,2,25.31,0,2856,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 1.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 1.21, 'numberParishes': 17, 'numberVoters': 11285, 'percentageVoters': 65.84}",Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84
217,,['Joaquim Barroso de Almeida Barreto'],5,PS,1,1,PS,1,5,68.57,1,7738,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 1.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 1.21, 'numberParishes': 17, 'numberVoters': 11285, 'percentageVoters': 65.84}",Cabeceiras de Basto,Braga,0,193,1.71,,False,137,1.21,17,11285,65.84
218,,['João Maria Mourão Pulido de Almeida'],0,CDS-PP,0,0,CDS-PP,1,0,3.27,0,458,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 0.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 0.91, 'numberParishes': 22, 'numberVoters': 14016, 'percentageVoters': 70.66}",Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66
219,,['Luis Heitor da Silva Pires Marinho'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.14,0,160,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 0.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 0.91, 'numberParishes': 22, 'numberVoters': 14016, 'percentageVoters': 70.66}",Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66
220,,['Joaquim Monteiro da Mota e Silva'],4,PPD/PSD,1,1,PPD/PSD,1,4,51.16,1,7170,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 0.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 0.91, 'numberParishes': 22, 'numberVoters': 14016, 'percentageVoters': 70.66}",Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66
221,,['Manuel Maria de Araújo Lopes Machado'],3,PS,0,0,PS,1,3,42.89,0,6012,"{'availableMandates': 0, 'blankVotes': 88, 'blankVotesPercentage': 0.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 0.91, 'numberParishes': 22, 'numberVoters': 14016, 'percentageVoters': 70.66}",Celorico de Basto,Braga,0,88,0.63,,False,128,0.91,22,14016,70.66
222,,['Sónia da Conceição Rodrigues Mendes'],0,B.E.,0,0,B.E.,1,0,1.66,0,344,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
223,,['Hersílio Brás Marques'],1,CDS-PP,0,0,CDS-PP,1,1,12.78,0,2649,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
224,,['Pedro Miguel Lima Meira'],0,PCP-PEV,0,0,PCP-PEV,1,0,3.29,0,681,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
225,,['Fernando João Couto e Cepa'],5,PPD/PSD,1,1,PPD/PSD,1,5,58.92,1,12210,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
226,,['João paulo Graça da Silva'],0,PPM,0,0,PPM,1,0,0.26,0,54,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
227,,['João Maria de Sousa Nunes da Silva'],1,PS,0,0,PS,1,1,19.94,0,4131,"{'availableMandates': 0, 'blankVotes': 392, 'blankVotesPercentage': 1.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 261, 'nullVotesPercentage': 1.26, 'numberParishes': 15, 'numberVoters': 20722, 'percentageVoters': 64.62}",Esposende,Braga,0,392,1.89,,False,261,1.26,15,20722,64.62
228,,['Maria Leonor Pereira Oliveira Castro'],0,PCP-PEV,0,0,PCP-PEV,1,0,3.11,0,1035,"{'availableMandates': 0, 'blankVotes': 607, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 376, 'nullVotesPercentage': 1.13, 'numberParishes': 36, 'numberVoters': 33269, 'percentageVoters': 66.18}",Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18
229,,['José Humberto Fernandes Castro'],1,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,1,16.65,0,5538,"{'availableMandates': 0, 'blankVotes': 607, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 376, 'nullVotesPercentage': 1.13, 'numberParishes': 36, 'numberVoters': 33269, 'percentageVoters': 66.18}",Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18
230,,['José Manuel Martins Ribeiro'],5,PS,1,1,PS,1,5,50.94,1,16946,"{'availableMandates': 0, 'blankVotes': 607, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 376, 'nullVotesPercentage': 1.13, 'numberParishes': 36, 'numberVoters': 33269, 'percentageVoters': 66.18}",Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18
231,,['Parcídio Cabral de Almeida Summavielle'],3,XVIII,0,0,XVIII,1,3,26.35,0,8767,"{'availableMandates': 0, 'blankVotes': 607, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 376, 'nullVotesPercentage': 1.13, 'numberParishes': 36, 'numberVoters': 33269, 'percentageVoters': 66.18}",Fafe,Braga,0,607,1.82,,False,376,1.13,36,33269,66.18
232,,['Alberto José Machado Fernandes'],0,B.E.,0,0,B.E.,1,0,2.55,0,2388,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
233,,['Rui Miguel de Meira Barreira'],0,CDS-PP,0,0,CDS-PP,1,0,4.68,0,4382,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
234,,['Cândido Capela Dias'],1,PCP-PEV,0,0,PCP-PEV,1,1,8.75,0,8199,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
235,,['Domingos Fernandes de Freitas Torres'],0,PCTP/MRPP,0,0,PCTP/MRPP,1,0,0.94,0,878,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
236,,['Vítor Manuel da Silva Ferreira'],3,PPD/PSD,0,0,PPD/PSD,1,3,27.42,0,25685,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
237,,['António Magalhães da Silva'],7,PS,1,1,PS,1,7,53.49,1,50102,"{'availableMandates': 0, 'blankVotes': 1348, 'blankVotesPercentage': 1.44, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 687, 'nullVotesPercentage': 0.73, 'numberParishes': 69, 'numberVoters': 93669, 'percentageVoters': 66.13}",Guimarães,Braga,0,1348,1.44,,False,687,0.73,69,93669,66.13
238,,['Ana Maria Fernandes Perdigão Antunes'],0,CDS-PP,0,0,CDS-PP,1,0,1.16,0,185,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 0.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 111, 'nullVotesPercentage': 0.69, 'numberParishes': 29, 'numberVoters': 15995, 'percentageVoters': 67.91}",Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91
239,,['Rodolfo Cardoso Pontes'],0,PCP-PEV,0,0,PCP-PEV,1,0,0.83,0,132,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 0.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 111, 'nullVotesPercentage': 0.69, 'numberParishes': 29, 'numberVoters': 15995, 'percentageVoters': 67.91}",Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91
240,,['Manuel José Torcato Soares Baptista'],4,PPD/PSD,1,1,PPD/PSD,1,4,53.39,1,8539,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 0.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 111, 'nullVotesPercentage': 0.69, 'numberParishes': 29, 'numberVoters': 15995, 'percentageVoters': 67.91}",Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91
241,,['António Fernando Chagas de Sousa Lourenço'],3,PS,0,0,PS,1,3,43.24,0,6916,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 0.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 111, 'nullVotesPercentage': 0.69, 'numberParishes': 29, 'numberVoters': 15995, 'percentageVoters': 67.91}",Póvoa de Lanhoso,Braga,0,112,0.7,,False,111,0.69,29,15995,67.91
242,,['Nuno Ricardo da Costa Marques Roupar'],0,CDS-PP,0,0,CDS-PP,1,0,3.59,0,207,"{'availableMandates': 0, 'blankVotes': 86, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 71, 'nullVotesPercentage': 1.23, 'numberParishes': 17, 'numberVoters': 5768, 'percentageVoters': 69.53}",Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53
243,,['Dora Margarida Alves Lobo'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.7,0,98,"{'availableMandates': 0, 'blankVotes': 86, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 71, 'nullVotesPercentage': 1.23, 'numberParishes': 17, 'numberVoters': 5768, 'percentageVoters': 69.53}",Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53
244,,['António José Ferreira Afonso'],2,PPD/PSD,0,0,PPD/PSD,1,2,41.49,0,2393,"{'availableMandates': 0, 'blankVotes': 86, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 71, 'nullVotesPercentage': 1.23, 'numberParishes': 17, 'numberVoters': 5768, 'percentageVoters': 69.53}",Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53
245,,['Joaquim José Cracel Viana'],3,PS,1,1,PS,1,3,50.5,1,2913,"{'availableMandates': 0, 'blankVotes': 86, 'blankVotesPercentage': 1.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 71, 'nullVotesPercentage': 1.23, 'numberParishes': 17, 'numberVoters': 5768, 'percentageVoters': 69.53}",Terras de Bouro,Braga,0,86,1.49,,False,71,1.23,17,5768,69.53
246,,['João Manuel Machado Oliveira'],0,B.E.,0,0,B.E.,1,0,1.3,0,137,"{'availableMandates': 0, 'blankVotes': 109, 'blankVotesPercentage': 1.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 141, 'nullVotesPercentage': 1.34, 'numberParishes': 21, 'numberVoters': 10555, 'percentageVoters': 69.36}",Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36
247,,['Sílvia Maria Pereira da Cunha'],0,PCP-PEV,0,0,PCP-PEV,1,0,0.95,0,100,"{'availableMandates': 0, 'blankVotes': 109, 'blankVotesPercentage': 1.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 141, 'nullVotesPercentage': 1.34, 'numberParishes': 21, 'numberVoters': 10555, 'percentageVoters': 69.36}",Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36
248,,['Albino José da Silva Carneiro'],3,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,3,47.57,0,5021,"{'availableMandates': 0, 'blankVotes': 109, 'blankVotesPercentage': 1.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 141, 'nullVotesPercentage': 1.34, 'numberParishes': 21, 'numberVoters': 10555, 'percentageVoters': 69.36}",Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36
249,,['Jorge Augusto Mangas Abreu Dantas'],4,PS,1,1,PS,1,4,47.82,1,5047,"{'availableMandates': 0, 'blankVotes': 109, 'blankVotesPercentage': 1.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 141, 'nullVotesPercentage': 1.34, 'numberParishes': 21, 'numberVoters': 10555, 'percentageVoters': 69.36}",Vieira do Minho,Braga,0,109,1.03,,False,141,1.34,21,10555,69.36
250,,['Ana Rute Sobral Marcelino'],0,B.E.,0,0,B.E.,1,0,5.68,0,4522,"{'availableMandates': 0, 'blankVotes': 1192, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 736, 'nullVotesPercentage': 0.92, 'numberParishes': 49, 'numberVoters': 79585, 'percentageVoters': 69.81}",Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81
251,,['Daniel Ribeiro Padrão Sampaio'],0,PCP-PEV,0,0,PCP-PEV,1,0,5.87,0,4674,"{'availableMandates': 0, 'blankVotes': 1192, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 736, 'nullVotesPercentage': 0.92, 'numberParishes': 49, 'numberVoters': 79585, 'percentageVoters': 69.81}",Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81
252,,['Armindo Borges Alves da Costa'],7,PPD/PSD.CDS-PP,1,1,PPD/PSD.CDS-PP,1,7,55.94,1,44521,"{'availableMandates': 0, 'blankVotes': 1192, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 736, 'nullVotesPercentage': 0.92, 'numberParishes': 49, 'numberVoters': 79585, 'percentageVoters': 69.81}",Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81
253,,['José Carlos Reis Campos'],4,PS,0,0,PS,1,4,30.08,0,23940,"{'availableMandates': 0, 'blankVotes': 1192, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 736, 'nullVotesPercentage': 0.92, 'numberParishes': 49, 'numberVoters': 79585, 'percentageVoters': 69.81}",Vila Nova de Famalicão,Braga,0,1192,1.5,,False,736,0.92,49,79585,69.81
