,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
0,['Américo Bastos Rodrigues da Silva'],0,B.E.,0,0,B.E.,1,0,1.53,0,1.58,212,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
1,['António Augusto Amaral Loureiro e Santos '],5,CDS-PP,1,1,CDS-PP,1,5,60.61,1,62.72,8408,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
2,['Adérito Ferreira Pinto'],0,MPT,0,0,MPT,1,0,0.53,0,0.55,74,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
3,['Adelino Silva Nunes Pereira'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.64,0,1.69,227,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
4,['José Licínio Tavares Pimenta'],2,PPD/PSD,0,0,PPD/PSD,1,2,26.07,0,26.98,3617,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
5,['António Augusto Brito da Silva'],0,PS,0,0,PS,1,0,6.26,0,6.47,868,"{'availableMandates': 0, 'blankVotes': 263, 'blankVotesPercentage': 1.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 204, 'nullVotesPercentage': 1.47, 'numberParishes': 6, 'numberVoters': 13873, 'percentageVoters': 61.23}",Albergaria-a-Velha,Aveiro,0,263,1.9,,False,204,1.47,6,13873,61.23
6,['Henrique Spínola Martins Semedo'],0,CDS-PP,0,0,CDS-PP,1,0,4.64,0,4.93,696,"{'availableMandates': 0, 'blankVotes': 526, 'blankVotesPercentage': 3.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 374, 'nullVotesPercentage': 2.49, 'numberParishes': 10, 'numberVoters': 15015, 'percentageVoters': 55.24}",Anadia,Aveiro,0,526,3.5,,False,374,2.49,10,15015,55.24
7,['Maria Teresa Belém Correia Cardoso'],5,MIAP,1,1,MIAP,1,5,56.36,1,59.95,8462,"{'availableMandates': 0, 'blankVotes': 526, 'blankVotesPercentage': 3.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 374, 'nullVotesPercentage': 2.49, 'numberParishes': 10, 'numberVoters': 15015, 'percentageVoters': 55.24}",Anadia,Aveiro,0,526,3.5,,False,374,2.49,10,15015,55.24
8,['Maria de Fátima Gomes Martins da Costa Henriques Flores'],0,PCP-PEV,0,0,PCP-PEV,1,0,4.45,0,4.73,668,"{'availableMandates': 0, 'blankVotes': 526, 'blankVotesPercentage': 3.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 374, 'nullVotesPercentage': 2.49, 'numberParishes': 10, 'numberVoters': 15015, 'percentageVoters': 55.24}",Anadia,Aveiro,0,526,3.5,,False,374,2.49,10,15015,55.24
9,['Litério Augusto Marques'],2,PPD/PSD,0,0,PPD/PSD,1,2,28.56,0,30.39,4289,"{'availableMandates': 0, 'blankVotes': 526, 'blankVotesPercentage': 3.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 374, 'nullVotesPercentage': 2.49, 'numberParishes': 10, 'numberVoters': 15015, 'percentageVoters': 55.24}",Anadia,Aveiro,0,526,3.5,,False,374,2.49,10,15015,55.24
10,['Vítor Fernando Gomes Brandão'],0,NC,0,0,NC,1,0,2.29,0,2.36,341,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 1.48, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.34, 'numberParishes': 16, 'numberVoters': 14891, 'percentageVoters': 72.78}",Arouca,Aveiro,0,220,1.48,,False,200,1.34,16,14891,72.78
11,['Francisco Manuel da Cunha Gonçalves'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.77,0,1.82,263,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 1.48, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.34, 'numberParishes': 16, 'numberVoters': 14891, 'percentageVoters': 72.78}",Arouca,Aveiro,0,220,1.48,,False,200,1.34,16,14891,72.78
12,['Fernando Brandão Mendes'],3,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,3,36.43,0,37.49,5425,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 1.48, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.34, 'numberParishes': 16, 'numberVoters': 14891, 'percentageVoters': 72.78}",Arouca,Aveiro,0,220,1.48,,False,200,1.34,16,14891,72.78
13,['José Maria da Costa Gomes'],0,PPM,0,0,PPM,1,0,1.49,0,1.53,222,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 1.48, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.34, 'numberParishes': 16, 'numberVoters': 14891, 'percentageVoters': 72.78}",Arouca,Aveiro,0,220,1.48,,False,200,1.34,16,14891,72.78
14,['Margarida Maria de Sousa Correia Belém'],4,PS,1,1,PS,1,4,55.2,1,56.8,8220,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 1.48, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.34, 'numberParishes': 16, 'numberVoters': 14891, 'percentageVoters': 72.78}",Arouca,Aveiro,0,220,1.48,,False,200,1.34,16,14891,72.78
15,['Nelson Ricardo Esteves Peralta'],0,B.E.,0,0,B.E.,1,0,6.81,0,7.28,2357,"{'availableMandates': 0, 'blankVotes': 1447, 'blankVotesPercentage': 4.18, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 753, 'nullVotesPercentage': 2.18, 'numberParishes': 10, 'numberVoters': 34597, 'percentageVoters': 49.09}",Aveiro,Aveiro,0,1447,4.18,,False,753,2.18,10,34597,49.09
16,['Jorge Manuel Dias da Silva Morais'],0,PAN,0,0,PAN,1,0,3.29,0,3.52,1139,"{'availableMandates': 0, 'blankVotes': 1447, 'blankVotesPercentage': 4.18, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 753, 'nullVotesPercentage': 2.18, 'numberParishes': 10, 'numberVoters': 34597, 'percentageVoters': 49.09}",Aveiro,Aveiro,0,1447,4.18,,False,753,2.18,10,34597,49.09
17,['Miguel Lopes Batista Viegas'],0,PCP-PEV,0,0,PCP-PEV,1,0,4.04,0,4.32,1398,"{'availableMandates': 0, 'blankVotes': 1447, 'blankVotesPercentage': 4.18, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 753, 'nullVotesPercentage': 2.18, 'numberParishes': 10, 'numberVoters': 34597, 'percentageVoters': 49.09}",Aveiro,Aveiro,0,1447,4.18,,False,753,2.18,10,34597,49.09
18,['José Agostinho Ribau Esteves'],6,PPD/PSD.CDS-PP.PPM,1,1,PPD/PSD.CDS-PP.PPM,1,6,48.52,1,51.82,16787,"{'availableMandates': 0, 'blankVotes': 1447, 'blankVotesPercentage': 4.18, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 753, 'nullVotesPercentage': 2.18, 'numberParishes': 10, 'numberVoters': 34597, 'percentageVoters': 49.09}",Aveiro,Aveiro,0,1447,4.18,,False,753,2.18,10,34597,49.09
19,['Manuel Oliveira de Sousa'],3,PS,0,0,PS,1,3,30.97,0,33.08,10716,"{'availableMandates': 0, 'blankVotes': 1447, 'blankVotesPercentage': 4.18, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 753, 'nullVotesPercentage': 2.18, 'numberParishes': 10, 'numberVoters': 34597, 'percentageVoters': 49.09}",Aveiro,Aveiro,0,1447,4.18,,False,753,2.18,10,34597,49.09
20,['Manuel Moreira Rodrigues'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.2,0,2.26,231,"{'availableMandates': 0, 'blankVotes': 132, 'blankVotesPercentage': 1.25, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 175, 'nullVotesPercentage': 1.66, 'numberParishes': 6, 'numberVoters': 10518, 'percentageVoters': 73.5}",Castelo de Paiva,Aveiro,0,132,1.25,,False,175,1.66,6,10518,73.5
21,['José Duarte de Sousa e Rocha'],3,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,3,38.07,0,39.21,4004,"{'availableMandates': 0, 'blankVotes': 132, 'blankVotesPercentage': 1.25, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 175, 'nullVotesPercentage': 1.66, 'numberParishes': 6, 'numberVoters': 10518, 'percentageVoters': 73.5}",Castelo de Paiva,Aveiro,0,132,1.25,,False,175,1.66,6,10518,73.5
22,['Gonçalo Fernando da Rocha de Jesus'],4,PS,1,1,PS,1,4,56.82,1,58.53,5976,"{'availableMandates': 0, 'blankVotes': 132, 'blankVotesPercentage': 1.25, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 175, 'nullVotesPercentage': 1.66, 'numberParishes': 6, 'numberVoters': 10518, 'percentageVoters': 73.5}",Castelo de Paiva,Aveiro,0,132,1.25,,False,175,1.66,6,10518,73.5
23,['António do Couto Canastro '],0,B.E.,0,0,B.E.,1,0,2.43,0,2.55,445,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
24,['Joana Salomé Ribeiro Soares'],0,CDS-PP,0,0,CDS-PP,1,0,2.52,0,2.65,463,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
25,['Delfim Manuel Magalhães Sousa'],0,NC,0,0,NC,1,0,3.28,0,3.44,601,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
26,['Fausto Manuel da Silva Neves'],0,PCP-PEV,0,0,PCP-PEV,1,0,5.15,0,5.42,945,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
27,['Leonor Cristina da Costa Matos Lêdo da Fonseca '],0,PELAMINHAGENTE,0,0,PELAMINHAGENTE,1,0,9.63,0,10.12,1766,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
28,['Joaquim José Pinto Moreira'],4,PPD/PSD,1,1,PPD/PSD,1,4,40.45,1,42.53,7420,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
29,['Carlos Nuno Lacerda Lopes'],3,PS,0,0,PS,1,3,31.65,0,33.28,5807,"{'availableMandates': 0, 'blankVotes': 492, 'blankVotesPercentage': 2.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 406, 'nullVotesPercentage': 2.21, 'numberParishes': 4, 'numberVoters': 18345, 'percentageVoters': 61.36}",Espinho,Aveiro,0,492,2.68,,False,406,2.21,4,18345,61.36
30,['Filomena de Jesus Marques Tavares'],0,PCP-PEV,0,0,PCP-PEV,1,0,7.49,0,7.87,934,"{'availableMandates': 0, 'blankVotes': 319, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 280, 'nullVotesPercentage': 2.25, 'numberParishes': 5, 'numberVoters': 12467, 'percentageVoters': 51.86}",Estarreja,Aveiro,0,319,2.56,,False,280,2.25,5,12467,51.86
31,['Diamantino Manuel Sabina'],5,PPD/PSD.CDS-PP,1,1,PPD/PSD.CDS-PP,1,5,58.2,1,61.14,7256,"{'availableMandates': 0, 'blankVotes': 319, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 280, 'nullVotesPercentage': 2.25, 'numberParishes': 5, 'numberVoters': 12467, 'percentageVoters': 51.86}",Estarreja,Aveiro,0,319,2.56,,False,280,2.25,5,12467,51.86
32,['Catarina de Ascenção Nascimento Rodrigues'],2,PS,0,0,PS,1,2,29.5,0,30.99,3678,"{'availableMandates': 0, 'blankVotes': 319, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 280, 'nullVotesPercentage': 2.25, 'numberParishes': 5, 'numberVoters': 12467, 'percentageVoters': 51.86}",Estarreja,Aveiro,0,319,2.56,,False,280,2.25,5,12467,51.86
33,['Dilan Ribeiro Granjo'],0,B.E.,0,0,B.E.,1,0,6.66,0,7.09,632,"{'availableMandates': 0, 'blankVotes': 398, 'blankVotesPercentage': 4.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 171, 'nullVotesPercentage': 1.8, 'numberParishes': 6, 'numberVoters': 9488, 'percentageVoters': 51.4}",Mealhada,Aveiro,0,398,4.19,,False,171,1.8,6,9488,51.4
34,['Maria Isabel Pinto Ferreira Lemos'],0,PCP-PEV,0,0,PCP-PEV,1,0,6.5,0,6.92,617,"{'availableMandates': 0, 'blankVotes': 398, 'blankVotesPercentage': 4.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 171, 'nullVotesPercentage': 1.8, 'numberParishes': 6, 'numberVoters': 9488, 'percentageVoters': 51.4}",Mealhada,Aveiro,0,398,4.19,,False,171,1.8,6,9488,51.4
35,['Hugo André Afonso Alves e Silva'],3,PPD/PSD.CDS-PP.MPT.PPM,0,0,PPD/PSD.CDS-PP.MPT.PPM,1,3,33.26,0,35.39,3156,"{'availableMandates': 0, 'blankVotes': 398, 'blankVotesPercentage': 4.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 171, 'nullVotesPercentage': 1.8, 'numberParishes': 6, 'numberVoters': 9488, 'percentageVoters': 51.4}",Mealhada,Aveiro,0,398,4.19,,False,171,1.8,6,9488,51.4
36,['Rui Manuel Leal Marqueiro'],4,PS,1,1,PS,1,4,47.58,1,50.61,4514,"{'availableMandates': 0, 'blankVotes': 398, 'blankVotesPercentage': 4.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 171, 'nullVotesPercentage': 1.8, 'numberParishes': 6, 'numberVoters': 9488, 'percentageVoters': 51.4}",Mealhada,Aveiro,0,398,4.19,,False,171,1.8,6,9488,51.4
37,['Pedro Tomás Pereira Marques'],0,CDS-PP,0,0,CDS-PP,1,0,5.78,0,6.05,281,"{'availableMandates': 0, 'blankVotes': 108, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 106, 'nullVotesPercentage': 2.18, 'numberParishes': 4, 'numberVoters': 4860, 'percentageVoters': 50.03}",Murtosa,Aveiro,0,108,2.22,,False,106,2.18,4,4860,50.03
38,['Jorge Augusto Portela Vieira'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.98,0,2.07,96,"{'availableMandates': 0, 'blankVotes': 108, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 106, 'nullVotesPercentage': 2.18, 'numberParishes': 4, 'numberVoters': 4860, 'percentageVoters': 50.03}",Murtosa,Aveiro,0,108,2.22,,False,106,2.18,4,4860,50.03
39,['Joaquim Manuel dos Santos Baptista'],4,PPD/PSD,1,1,PPD/PSD,1,4,72.35,1,75.68,3516,"{'availableMandates': 0, 'blankVotes': 108, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 106, 'nullVotesPercentage': 2.18, 'numberParishes': 4, 'numberVoters': 4860, 'percentageVoters': 50.03}",Murtosa,Aveiro,0,108,2.22,,False,106,2.18,4,4860,50.03
40,['António Jorge Feio Bacelar Vilar'],1,PS,0,0,PS,1,1,15.49,0,16.21,753,"{'availableMandates': 0, 'blankVotes': 108, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 106, 'nullVotesPercentage': 2.18, 'numberParishes': 4, 'numberVoters': 4860, 'percentageVoters': 50.03}",Murtosa,Aveiro,0,108,2.22,,False,106,2.18,4,4860,50.03
41,['Sérgio Norberto Ferreira Monte'],0,19fusc,0,0,19fusc,1,0,1.39,0,1.47,500,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
42,['Diogo André Silva Barbosa'],0,B.E.,0,0,B.E.,1,0,2.37,0,2.5,851,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
43,['António Pinto Moreira'],0,CDS-PP,0,0,CDS-PP,1,0,5.06,0,5.32,1814,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
44,['Joana Patricia de Oliveira Alves'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.55,0,1.63,555,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
45,['Ricardo Jorge de Pinho Tavares'],4,PPD/PSD,0,0,PPD/PSD,1,4,34.23,0,36.02,12282,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
46,['Joaquim Jorge Ferreira'],5,PS,1,1,PS,1,5,50.42,1,53.07,18094,"{'availableMandates': 0, 'blankVotes': 1026, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 761, 'nullVotesPercentage': 2.12, 'numberParishes': 12, 'numberVoters': 35883, 'percentageVoters': 59.21}",Oliveira de Azeméis,Aveiro,0,1026,2.86,,False,761,2.12,12,35883,59.21
47,['Duarte dos Santos Almeida Novo'],3,CDS-PP,1,0,CDS-PP,1,3,41.5,1,44.08,4756,"{'availableMandates': 0, 'blankVotes': 346, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 324, 'nullVotesPercentage': 2.83, 'numberParishes': 4, 'numberVoters': 11460, 'percentageVoters': 54.56}",Oliveira do Bairro,Aveiro,0,346,3.02,,False,324,2.83,4,11460,54.56
48,['Fernando Pereira Picanço'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.96,0,2.09,225,"{'availableMandates': 0, 'blankVotes': 346, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 324, 'nullVotesPercentage': 2.83, 'numberParishes': 4, 'numberVoters': 11460, 'percentageVoters': 54.56}",Oliveira do Bairro,Aveiro,0,346,3.02,,False,324,2.83,4,11460,54.56
49,['António Augusto Marques Mota'],3,PPD/PSD,0,0,PPD/PSD,1,3,32.54,0,34.56,3729,"{'availableMandates': 0, 'blankVotes': 346, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 324, 'nullVotesPercentage': 2.83, 'numberParishes': 4, 'numberVoters': 11460, 'percentageVoters': 54.56}",Oliveira do Bairro,Aveiro,0,346,3.02,,False,324,2.83,4,11460,54.56
50,['Fernando José Martins da Silva'],1,UPOB,0,0,UPOB,1,1,18.15,0,19.28,2080,"{'availableMandates': 0, 'blankVotes': 346, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 324, 'nullVotesPercentage': 2.83, 'numberParishes': 4, 'numberVoters': 11460, 'percentageVoters': 54.56}",Oliveira do Bairro,Aveiro,0,346,3.02,,False,324,2.83,4,11460,54.56
51,['Ismael Ribeiro Lisboa Varanda'],0,B.E.,0,0,B.E.,1,0,3.38,0,3.53,939,"{'availableMandates': 0, 'blankVotes': 673, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 555, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 27814, 'percentageVoters': 55.44}",Ovar,Aveiro,0,673,2.42,,False,555,2.0,5,27814,55.44
52,['Filipe João Marques Gonçalves'],0,CDS-PP,0,0,CDS-PP,1,0,4.35,0,4.55,1210,"{'availableMandates': 0, 'blankVotes': 673, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 555, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 27814, 'percentageVoters': 55.44}",Ovar,Aveiro,0,673,2.42,,False,555,2.0,5,27814,55.44
53,['Carlos Jorge da Costa Azevedo Silva'],0,PCP-PEV,0,0,PCP-PEV,1,0,4.17,0,4.36,1159,"{'availableMandates': 0, 'blankVotes': 673, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 555, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 27814, 'percentageVoters': 55.44}",Ovar,Aveiro,0,673,2.42,,False,555,2.0,5,27814,55.44
54,['Salvador Malheiro Ferreira da Silva'],7,PPD/PSD,1,1,PPD/PSD,1,7,65.05,1,68.06,18094,"{'availableMandates': 0, 'blankVotes': 673, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 555, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 27814, 'percentageVoters': 55.44}",Ovar,Aveiro,0,673,2.42,,False,555,2.0,5,27814,55.44
55,['Vitor Manuel Reis Amaral'],2,PS,0,0,PS,1,2,18.64,0,19.5,5184,"{'availableMandates': 0, 'blankVotes': 673, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 555, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 27814, 'percentageVoters': 55.44}",Ovar,Aveiro,0,673,2.42,,False,555,2.0,5,27814,55.44
56,['Luís Miguel de Sá'],0,B.E.,0,0,B.E.,1,0,4.15,0,4.39,2992,"{'availableMandates': 0, 'blankVotes': 2241, 'blankVotesPercentage': 3.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1623, 'nullVotesPercentage': 2.25, 'numberParishes': 21, 'numberVoters': 72081, 'percentageVoters': 57.32}",Santa Maria da Feira,Aveiro,0,2241,3.11,,False,1623,2.25,21,72081,57.32
57,['Rui Jorge Ribeiro Tavares'],0,CDS-PP,0,0,CDS-PP,1,0,4.33,0,4.57,3120,"{'availableMandates': 0, 'blankVotes': 2241, 'blankVotesPercentage': 3.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1623, 'nullVotesPercentage': 2.25, 'numberParishes': 21, 'numberVoters': 72081, 'percentageVoters': 57.32}",Santa Maria da Feira,Aveiro,0,2241,3.11,,False,1623,2.25,21,72081,57.32
58,['Antero de Oliveira Resende'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.71,0,2.86,1954,"{'availableMandates': 0, 'blankVotes': 2241, 'blankVotesPercentage': 3.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1623, 'nullVotesPercentage': 2.25, 'numberParishes': 21, 'numberVoters': 72081, 'percentageVoters': 57.32}",Santa Maria da Feira,Aveiro,0,2241,3.11,,False,1623,2.25,21,72081,57.32
59,['Anselmo Filipe Brandão Gonçalves de Oliveira'],0,PNR,0,0,PNR,1,0,0.5,0,0.53,362,"{'availableMandates': 0, 'blankVotes': 2241, 'blankVotesPercentage': 3.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1623, 'nullVotesPercentage': 2.25, 'numberParishes': 21, 'numberVoters': 72081, 'percentageVoters': 57.32}",Santa Maria da Feira,Aveiro,0,2241,3.11,,False,1623,2.25,21,72081,57.32
60,['Emídio Ferreira dos Santos Sousa'],7,PPD/PSD,1,1,PPD/PSD,1,7,50.48,1,53.33,36383,"{'availableMandates': 0, 'blankVotes': 2241, 'blankVotesPercentage': 3.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1623, 'nullVotesPercentage': 2.25, 'numberParishes': 21, 'numberVoters': 72081, 'percentageVoters': 57.32}",Santa Maria da Feira,Aveiro,0,2241,3.11,,False,1623,2.25,21,72081,57.32
