,effectiveCandidates,party,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
1378,['PAULO JORGE MOTA DA SILVA'],PS,0,PS,1,2,42.11,0,43.07,2006,"{'availableMandates': 0, 'blankVotes': 51, 'blankVotesPercentage': 1.07, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.15, 'numberParishes': 6, 'numberVoters': 4764, 'percentageVoters': 61.48}",Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48
1379,['JOSÉ AUGUSTO TEIXEIRA AFONSO'],PCP-PEV,0,PCP-PEV,1,0,1.93,0,2.03,145,"{'availableMandates': 0, 'blankVotes': 215, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 1.68, 'numberParishes': 25, 'numberVoters': 7499, 'percentageVoters': 54.37}",Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37
1380,['JOSÉ DE MOURA RODRIGUES'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,3,42.35,0,44.37,3176,"{'availableMandates': 0, 'blankVotes': 215, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 1.68, 'numberParishes': 25, 'numberVoters': 7499, 'percentageVoters': 54.37}",Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37
1381,['MANUEL ORLANDO FERNANDES ALVES'],PS,1,PS,1,4,51.17,1,53.6,3837,"{'availableMandates': 0, 'blankVotes': 215, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 1.68, 'numberParishes': 25, 'numberVoters': 7499, 'percentageVoters': 54.37}",Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37
1382,['MÁRIO JORGE MORAIS DE OLIVEIRA'],CDS-PP,0,CDS-PP,1,0,4.0,0,4.19,158,"{'availableMandates': 0, 'blankVotes': 94, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 2.15, 'numberParishes': 7, 'numberVoters': 3948, 'percentageVoters': 62.01}",Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01
1383,['CARLOS MANUEL DE SOUSA ARAÚJO'],PCP-PEV,0,PCP-PEV,1,0,0.79,0,0.82,31,"{'availableMandates': 0, 'blankVotes': 94, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 2.15, 'numberParishes': 7, 'numberVoters': 3948, 'percentageVoters': 62.01}",Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01
1384,['MÁRIO ARTUR CORREIA LOPES'],PPD/PSD,1,PPD/PSD,1,3,56.97,1,59.67,2249,"{'availableMandates': 0, 'blankVotes': 94, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 2.15, 'numberParishes': 7, 'numberVoters': 3948, 'percentageVoters': 62.01}",Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01
1385,['ANA PAULA RODRIGUES CRUZ'],PS,0,PS,1,2,33.71,0,35.31,1331,"{'availableMandates': 0, 'blankVotes': 94, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 85, 'nullVotesPercentage': 2.15, 'numberParishes': 7, 'numberVoters': 3948, 'percentageVoters': 62.01}",Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01
1386,['ENARA TEIXEIRA'],B.E.,0,B.E.,1,0,2.2,0,2.27,198,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1387,['JOÃO CARLOS CALIJÃO FERNANDES DO VALE'],CDS-PP,0,CDS-PP,1,0,0.62,0,0.64,56,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1388,['MIGUEL DAMAS DE CARVALHO'],CH,0,CH,1,0,1.93,0,2.0,174,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1389,['ANTÓNIO MANUEL ALVES SERAFIM'],PCP-PEV,0,PCP-PEV,1,0,1.57,0,1.62,141,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1390,['JOSÉ MANUEL GONÇALVES'],PPD/PSD,1,PPD/PSD,1,4,53.66,1,55.44,4827,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1391,['MANUEL DA COSTA MONTEIRO'],PS,0,PS,1,3,36.79,0,38.02,3310,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 1.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 140, 'nullVotesPercentage': 1.56, 'numberParishes': 8, 'numberVoters': 8996, 'percentageVoters': 58.83}",Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83
1392,['CARLOS JORGE MOURA FECHA'],CH,0,CH,1,0,1.04,0,1.07,56,"{'availableMandates': 0, 'blankVotes': 73, 'blankVotesPercentage': 1.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 69, 'nullVotesPercentage': 1.28, 'numberParishes': 5, 'numberVoters': 5397, 'percentageVoters': 63.47}",Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47
1393,['AMADEU LAMELAS DA SILVA'],PCP-PEV,0,PCP-PEV,1,0,0.46,0,0.48,25,"{'availableMandates': 0, 'blankVotes': 73, 'blankVotesPercentage': 1.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 69, 'nullVotesPercentage': 1.28, 'numberParishes': 5, 'numberVoters': 5397, 'percentageVoters': 63.47}",Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47
1394,['CARLOS ALBERTO MARINHO CARVALHO'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,2,40.91,0,42.02,2208,"{'availableMandates': 0, 'blankVotes': 73, 'blankVotesPercentage': 1.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 69, 'nullVotesPercentage': 1.28, 'numberParishes': 5, 'numberVoters': 5397, 'percentageVoters': 63.47}",Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47
1395,['JOÃO AVELINO NORONHA RODRIGUES DE CARVALHO'],PS,1,PS,1,3,54.96,1,56.44,2966,"{'availableMandates': 0, 'blankVotes': 73, 'blankVotesPercentage': 1.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 69, 'nullVotesPercentage': 1.28, 'numberParishes': 5, 'numberVoters': 5397, 'percentageVoters': 63.47}",Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47
1396,['EDUARDO MANUEL MESQUITA MARQUES SOARES'],CDS-PP,0,CDS-PP,1,0,7.94,0,8.21,335,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1397,['ANTÓNIO HENRIQUE DOS SANTOS TAVEIRA DA CUNHA FRANCO'],CH,0,CH,1,0,1.02,0,1.05,43,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1398,['ANTÓNIO MANUEL DA ROCHA SOARES'],JF,0,JF,1,0,2.99,0,3.09,126,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1399,['ANTÓNIO AUGUSTO MARQUES FERREIRA DE ARAÚJO'],JÁ!,0,JÁ!,1,2,27.32,0,28.25,1153,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1400,['JOSÉ MANUEL AMARAL DA VEIGA'],PCP-PEV,0,PCP-PEV,1,0,1.35,0,1.4,57,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1401,['MÁRIO AUGUSTO DOS SANTOS VARELA'],PPD/PSD,0,PPD/PSD,1,1,27.25,0,28.17,1150,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1402,['MARIA HELENA MARQUES PINTO DA LAPA'],PS,0,PS,1,2,28.86,1,29.84,1218,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 90, 'nullVotesPercentage': 2.13, 'numberParishes': 12, 'numberVoters': 4220, 'percentageVoters': 67.57}",Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57
1403,['GUIDO MANUEL DA SILVA COUTINHO'],PCP-PEV,0,PCP-PEV,1,0,2.18,0,2.31,100,"{'availableMandates': 0, 'blankVotes': 143, 'blankVotesPercentage': 3.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.2, 'numberParishes': 7, 'numberVoters': 4581, 'percentageVoters': 63.6}",Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6
1404,['DANIEL JOAQUIM ANDRADE TELES'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,2,35.17,0,37.15,1611,"{'availableMandates': 0, 'blankVotes': 143, 'blankVotesPercentage': 3.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.2, 'numberParishes': 7, 'numberVoters': 4581, 'percentageVoters': 63.6}",Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6
1405,['LUÍS REGUENGO MACHADO'],PS,1,PS,1,3,57.32,1,60.55,2626,"{'availableMandates': 0, 'blankVotes': 143, 'blankVotesPercentage': 3.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.2, 'numberParishes': 7, 'numberVoters': 4581, 'percentageVoters': 63.6}",Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6
1406,['FERNANDO FERREIRA NOGUEIRA'],CDS-PP,0,CDS-PP,1,0,3.04,0,3.24,303,"{'availableMandates': 0, 'blankVotes': 411, 'blankVotesPercentage': 4.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 223, 'nullVotesPercentage': 2.24, 'numberParishes': 25, 'numberVoters': 9977, 'percentageVoters': 52.94}",Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94
1407,['RICARDO JORGE COSTA XAVIER'],CH,0,CH,1,0,1.98,0,2.12,198,"{'availableMandates': 0, 'blankVotes': 411, 'blankVotesPercentage': 4.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 223, 'nullVotesPercentage': 2.24, 'numberParishes': 25, 'numberVoters': 9977, 'percentageVoters': 52.94}",Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94
1408,['MARIA MANUELA DA ROCHA PINTO ABREU RAMOS'],PCP-PEV,0,PCP-PEV,1,0,1.16,0,1.24,116,"{'availableMandates': 0, 'blankVotes': 411, 'blankVotesPercentage': 4.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 223, 'nullVotesPercentage': 2.24, 'numberParishes': 25, 'numberVoters': 9977, 'percentageVoters': 52.94}",Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94
1409,['AMILCAR RODRIGUES ALVES CASTRO DE ALMEIDA'],PPD/PSD,1,PPD/PSD,1,6,73.84,1,78.85,7367,"{'availableMandates': 0, 'blankVotes': 411, 'blankVotesPercentage': 4.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 223, 'nullVotesPercentage': 2.24, 'numberParishes': 25, 'numberVoters': 9977, 'percentageVoters': 52.94}",Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94
1410,['JOSÉ ANTÓNIO DO VALE MARTINS COROADO'],PS,0,PS,1,1,13.62,0,14.55,1359,"{'availableMandates': 0, 'blankVotes': 411, 'blankVotesPercentage': 4.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 223, 'nullVotesPercentage': 2.24, 'numberParishes': 25, 'numberVoters': 9977, 'percentageVoters': 52.94}",Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94
1411,['FREDERICO PINTO FERNANDES'],CDS-PP,0,CDS-PP,1,0,1.27,0,1.32,111,"{'availableMandates': 0, 'blankVotes': 200, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.54, 'numberParishes': 14, 'numberVoters': 8747, 'percentageVoters': 60.95}",Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95
1412,['VITOR MANUEL SOLINHO SALGADO'],CH,0,CH,1,0,1.82,0,1.89,159,"{'availableMandates': 0, 'blankVotes': 200, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.54, 'numberParishes': 14, 'numberVoters': 8747, 'percentageVoters': 60.95}",Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95
1413,['NUNO MIGUEL DA SILVA DE SOUSA'],PCP-PEV,0,PCP-PEV,1,0,1.7,0,1.77,149,"{'availableMandates': 0, 'blankVotes': 200, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.54, 'numberParishes': 14, 'numberVoters': 8747, 'percentageVoters': 60.95}",Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95
1414,['ANTÓNIO ALBERTO PIRES AGUIAR MACHADO'],PPD/PSD,1,PPD/PSD,1,5,64.95,1,67.53,5681,"{'availableMandates': 0, 'blankVotes': 200, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.54, 'numberParishes': 14, 'numberVoters': 8747, 'percentageVoters': 60.95}",Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95
1415,['OCTÁVIO FERREIRA RODRIGUES'],PS,0,PS,1,2,26.43,0,27.48,2312,"{'availableMandates': 0, 'blankVotes': 200, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.54, 'numberParishes': 14, 'numberVoters': 8747, 'percentageVoters': 60.95}",Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95
1416,['LUÍS MIGUEL MOURÃO DOS SANTOS'],B.E.,0,B.E.,1,0,2.68,0,2.79,802,"{'availableMandates': 0, 'blankVotes': 717, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 452, 'nullVotesPercentage': 1.51, 'numberParishes': 20, 'numberVoters': 29898, 'percentageVoters': 60.16}",Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16
1417,['SÉRGIO MIGUEL PARRA RAMOS'],CH,0,CH,1,0,4.17,0,4.34,1246,"{'availableMandates': 0, 'blankVotes': 717, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 452, 'nullVotesPercentage': 1.51, 'numberParishes': 20, 'numberVoters': 29898, 'percentageVoters': 60.16}",Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16
1418,['ALEXANDRE MANUEL DA COSTA COELHO'],PCP-PEV,0,PCP-PEV,1,0,2.12,0,2.2,633,"{'availableMandates': 0, 'blankVotes': 717, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 452, 'nullVotesPercentage': 1.51, 'numberParishes': 20, 'numberVoters': 29898, 'percentageVoters': 60.16}",Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16
1419,['LUÍS MANUEL TÃO DE SOUSA BARROS'],PPD/PSD.CDS-PP.A,0,PPD/PSD.CDS-PP.A,1,2,28.68,0,29.85,8576,"{'availableMandates': 0, 'blankVotes': 717, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 452, 'nullVotesPercentage': 1.51, 'numberParishes': 20, 'numberVoters': 29898, 'percentageVoters': 60.16}",Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16
1420,['RUI JORGE CORDEIRO GONÇALVES DOS SANTOS'],PS,1,PS,1,5,58.44,1,60.82,17472,"{'availableMandates': 0, 'blankVotes': 717, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 452, 'nullVotesPercentage': 1.51, 'numberParishes': 20, 'numberVoters': 29898, 'percentageVoters': 60.16}",Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16
1421,['ANTÓNIO MANUEL LAREIRO DOS SANTOS'],PCP-PEV,0,PCP-PEV,1,0,8.22,0,8.66,319,"{'availableMandates': 0, 'blankVotes': 79, 'blankVotesPercentage': 2.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 3.12, 'numberParishes': 14, 'numberVoters': 3882, 'percentageVoters': 66.31}",Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31
1422,['JORGE AUGUSTO FERNANDES RODRIGUES'],PNT,0,PNT,1,2,29.7,0,31.31,1153,"{'availableMandates': 0, 'blankVotes': 79, 'blankVotesPercentage': 2.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 3.12, 'numberParishes': 14, 'numberVoters': 3882, 'percentageVoters': 66.31}",Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31
1423,['JOÃO PAULO SOARES CARVALHO PEREIRA DA FONSECA'],PPD/PSD.CDS-PP,1,PPD/PSD.CDS-PP,1,3,56.93,1,60.02,2210,"{'availableMandates': 0, 'blankVotes': 79, 'blankVotesPercentage': 2.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 3.12, 'numberParishes': 14, 'numberVoters': 3882, 'percentageVoters': 66.31}",Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31
1424,['HERMINIO ALEXANDRE RIBEIRO DA CUNHA MARQUES'],B.E.,0,B.E.,1,0,1.31,0,1.37,73,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1425,['FERNANDO MANUEL FERREIRA ALVES'],CDS-PP,0,CDS-PP,1,0,3.67,0,3.85,205,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1426,['ROGÉRIO MOTA ABRANTES'],CICC,0,CICC,1,1,22.94,0,24.05,1280,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1427,['ANTÓNIO LUIS DA COSTA CORREIA'],PCP-PEV,0,PCP-PEV,1,0,0.77,0,0.81,43,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1428,['LUIS HUMBERTO DA COSTA FIDALGO'],PPD/PSD,0,PPD/PSD,1,1,15.31,0,16.04,854,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1429,['PAULO JORGE ALMEIDA CATALINO FERRAZ'],PS,1,PS,1,3,51.41,1,53.88,2868,"{'availableMandates': 0, 'blankVotes': 131, 'blankVotesPercentage': 2.35, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 2.24, 'numberParishes': 5, 'numberVoters': 5579, 'percentageVoters': 61.76}",Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76
1430,['MANUEL JOSÉ PEREIRA PERTANCHO'],CH,0,CH,1,0,4.4,0,4.55,415,"{'availableMandates': 0, 'blankVotes': 160, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 16, 'numberVoters': 9436, 'percentageVoters': 67.68}",Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68
1431,['ISABEL PIRES DE SOUTO'],PCP-PEV,0,PCP-PEV,1,0,2.09,0,2.16,197,"{'availableMandates': 0, 'blankVotes': 160, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 16, 'numberVoters': 9436, 'percentageVoters': 67.68}",Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68
1432,['PAULO MARTINS DE ALMEIDA'],PPD/PSD.CDS-PP,1,PPD/PSD.CDS-PP,1,5,61.58,1,63.67,5811,"{'availableMandates': 0, 'blankVotes': 160, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 16, 'numberVoters': 9436, 'percentageVoters': 67.68}",Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68
1433,['JOSÉ FERNANDO CARNEIRO PEREIRA'],PS,0,PS,1,2,28.66,0,29.63,2704,"{'availableMandates': 0, 'blankVotes': 160, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 149, 'nullVotesPercentage': 1.58, 'numberParishes': 16, 'numberVoters': 9436, 'percentageVoters': 67.68}",Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68
1434,['RICARDO PRISTA BRITES'],PCP-PEV,0,PCP-PEV,1,0,1.81,0,1.88,196,"{'availableMandates': 0, 'blankVotes': 174, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 210, 'nullVotesPercentage': 1.94, 'numberParishes': 14, 'numberVoters': 10823, 'percentageVoters': 66.17}",Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17
1435,['BRUNO MACIEL GOUVEIA DA ROCHA'],PPD/PSD.CDS-PP.PPM,0,PPD/PSD.CDS-PP.PPM,1,2,32.77,0,33.98,3547,"{'availableMandates': 0, 'blankVotes': 174, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 210, 'nullVotesPercentage': 1.94, 'numberParishes': 14, 'numberVoters': 10823, 'percentageVoters': 66.17}",Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17
1436,['ARMANDO SILVA MOURISCO'],PS,1,PS,1,5,61.87,1,64.14,6696,"{'availableMandates': 0, 'blankVotes': 174, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 210, 'nullVotesPercentage': 1.94, 'numberParishes': 14, 'numberVoters': 10823, 'percentageVoters': 66.17}",Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17
