,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
538,['Adelino António Moreira Granja'],0,B.E.,0,0,B.E.,1,0,2.13,0,2.41,566,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
539,['Carlos Manuel Bonifácio'],1,CDS-PP,0,0,CDS-PP,1,1,17.53,0,19.83,4649,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
540,['Vanda Maria Furtado Marques'],1,PCP - PEV,0,0,PCP - PEV,1,1,11.98,0,13.55,3176,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
541,['João Pedro Soares Quaresma Pais do Amaral'],0,PNR,0,0,PNR,1,0,0.92,0,1.04,245,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
542,['Paulo Jorge Marques Inácio'],3,PPD/PSD,1,0,PPD/PSD,1,3,36.07,1,40.79,9564,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
543,['José António de Sousa Canha'],2,PS,0,0,PS,1,2,19.79,0,22.38,5247,"{'availableMandates': 0, 'blankVotes': 1735, 'blankVotesPercentage': 6.54, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1335, 'nullVotesPercentage': 5.03, 'numberParishes': 13, 'numberVoters': 26517, 'percentageVoters': 53.65}",Alcobaça,Leiria,0,1735,6.54,,False,1335,5.03,13,26517,53.65
544,['Nelson Paulino da Silva'],1,CDS-PP,0,0,CDS-PP,1,1,16.75,0,17.74,724,"{'availableMandates': 0, 'blankVotes': 115, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 2.91, 'numberParishes': 5, 'numberVoters': 4323, 'percentageVoters': 61.67}",Alvaiázere,Leiria,0,115,2.66,,False,126,2.91,5,4323,61.67
545,['José Nunes dos Santos'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.04,0,1.1,45,"{'availableMandates': 0, 'blankVotes': 115, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 2.91, 'numberParishes': 5, 'numberVoters': 4323, 'percentageVoters': 61.67}",Alvaiázere,Leiria,0,115,2.66,,False,126,2.91,5,4323,61.67
546,['Paulo Tito Delgado Morgado'],3,PPD/PSD,1,1,PPD/PSD,1,3,57.9,1,61.32,2503,"{'availableMandates': 0, 'blankVotes': 115, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 2.91, 'numberParishes': 5, 'numberVoters': 4323, 'percentageVoters': 61.67}",Alvaiázere,Leiria,0,115,2.66,,False,126,2.91,5,4323,61.67
547,['Maria Teodora Freire Gonçalves Cardo'],1,PS,0,0,PS,1,1,18.74,0,19.84,810,"{'availableMandates': 0, 'blankVotes': 115, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 126, 'nullVotesPercentage': 2.91, 'numberParishes': 5, 'numberVoters': 4323, 'percentageVoters': 61.67}",Alvaiázere,Leiria,0,115,2.66,,False,126,2.91,5,4323,61.67
548,['Rafael Caseiro Henriques'],0,CDS-PP,0,0,CDS-PP,1,0,3.09,0,3.29,228,"{'availableMandates': 0, 'blankVotes': 242, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 201, 'nullVotesPercentage': 2.72, 'numberParishes': 6, 'numberVoters': 7383, 'percentageVoters': 60.39}",Ansião,Leiria,0,242,3.28,,False,201,2.72,6,7383,60.39
549,['Gonçalo Nuno Almeida Joaquim Duarte da Paz'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.98,0,3.17,220,"{'availableMandates': 0, 'blankVotes': 242, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 201, 'nullVotesPercentage': 2.72, 'numberParishes': 6, 'numberVoters': 7383, 'percentageVoters': 60.39}",Ansião,Leiria,0,242,3.28,,False,201,2.72,6,7383,60.39
550,['Rui Alexandre Novo e Rocha'],4,PPD/PSD,1,1,PPD/PSD,1,4,49.32,1,52.46,3641,"{'availableMandates': 0, 'blankVotes': 242, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 201, 'nullVotesPercentage': 2.72, 'numberParishes': 6, 'numberVoters': 7383, 'percentageVoters': 60.39}",Ansião,Leiria,0,242,3.28,,False,201,2.72,6,7383,60.39
551,['Teresa de Jesus da Conceição Fernandes'],3,PS,0,0,PS,1,3,38.62,0,41.08,2851,"{'availableMandates': 0, 'blankVotes': 242, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 201, 'nullVotesPercentage': 2.72, 'numberParishes': 6, 'numberVoters': 7383, 'percentageVoters': 60.39}",Ansião,Leiria,0,242,3.28,,False,201,2.72,6,7383,60.39
552,['Nuno Ricardo Silva Barraca'],1,CDS-PP,0,0,CDS-PP,1,1,11.32,0,13.12,863,"{'availableMandates': 0, 'blankVotes': 639, 'blankVotesPercentage': 8.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 408, 'nullVotesPercentage': 5.35, 'numberParishes': 4, 'numberVoters': 7623, 'percentageVoters': 53.79}",Batalha,Leiria,0,639,8.38,,False,408,5.35,4,7623,53.79
553,['Maria Manuela Almeida Flores Ribeiro'],0,PCP - PEV,0,0,PCP - PEV,1,0,3.97,0,4.61,303,"{'availableMandates': 0, 'blankVotes': 639, 'blankVotesPercentage': 8.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 408, 'nullVotesPercentage': 5.35, 'numberParishes': 4, 'numberVoters': 7623, 'percentageVoters': 53.79}",Batalha,Leiria,0,639,8.38,,False,408,5.35,4,7623,53.79
554,['Paulo Jorge Frazão Batista dos Santos'],5,PPD/PSD,1,1,PPD/PSD,1,5,55.23,1,64.02,4210,"{'availableMandates': 0, 'blankVotes': 639, 'blankVotesPercentage': 8.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 408, 'nullVotesPercentage': 5.35, 'numberParishes': 4, 'numberVoters': 7623, 'percentageVoters': 53.79}",Batalha,Leiria,0,639,8.38,,False,408,5.35,4,7623,53.79
555,['Carlos Emanuel Oliveira Repolho'],1,PS,0,0,PS,1,1,15.74,0,18.25,1200,"{'availableMandates': 0, 'blankVotes': 639, 'blankVotesPercentage': 8.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 408, 'nullVotesPercentage': 5.35, 'numberParishes': 4, 'numberVoters': 7623, 'percentageVoters': 53.79}",Batalha,Leiria,0,639,8.38,,False,408,5.35,4,7623,53.79
556,['Rosa Maria Bastos Gonçalves Guerra'],1,CDS-PP,0,0,CDS-PP,1,1,11.7,0,12.78,712,"{'availableMandates': 0, 'blankVotes': 314, 'blankVotesPercentage': 5.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 197, 'nullVotesPercentage': 3.24, 'numberParishes': 4, 'numberVoters': 6084, 'percentageVoters': 51.01}",Bombarral,Leiria,0,314,5.16,,False,197,3.24,4,6084,51.01
557,['Maria de los Angeles Vinuesa Peña de Oliveira'],1,PCP - PEV,0,0,PCP - PEV,1,1,12.8,0,13.98,779,"{'availableMandates': 0, 'blankVotes': 314, 'blankVotesPercentage': 5.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 197, 'nullVotesPercentage': 3.24, 'numberParishes': 4, 'numberVoters': 6084, 'percentageVoters': 51.01}",Bombarral,Leiria,0,314,5.16,,False,197,3.24,4,6084,51.01
558,['José Manuel Gonçalves Vieira'],3,PPD/PSD,1,0,PPD/PSD,1,3,40.58,1,44.3,2469,"{'availableMandates': 0, 'blankVotes': 314, 'blankVotesPercentage': 5.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 197, 'nullVotesPercentage': 3.24, 'numberParishes': 4, 'numberVoters': 6084, 'percentageVoters': 51.01}",Bombarral,Leiria,0,314,5.16,,False,197,3.24,4,6084,51.01
559,['Luís Alberto Camilo Duarte'],2,PS,0,0,PS,1,2,26.51,0,28.94,1613,"{'availableMandates': 0, 'blankVotes': 314, 'blankVotesPercentage': 5.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 197, 'nullVotesPercentage': 3.24, 'numberParishes': 4, 'numberVoters': 6084, 'percentageVoters': 51.01}",Bombarral,Leiria,0,314,5.16,,False,197,3.24,4,6084,51.01
560,['Carlos Alberto Sainica Carujo'],0,B.E.,0,0,B.E.,1,0,2.85,0,3.07,602,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
561,['Manuel Fialho Isaac'],1,CDS-PP,0,0,CDS-PP,1,1,9.28,0,10.02,1962,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
562,['Maria Teresa Maio Santos Milhanas Serrenho'],0,I,0,0,I,1,0,8.81,0,9.51,1863,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
563,['José Carlos Rebelo Ferreira Faria'],0,PCP - PEV,0,0,PCP - PEV,1,0,5.15,0,5.56,1089,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
564,['Fernando Manuel Tinta Ferreira'],4,PPD/PSD,1,1,PPD/PSD,1,4,43.59,1,47.06,9216,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
565,['Rui José Antunes da Cunha Simões Correia'],2,PS,0,0,PS,1,2,22.94,0,24.77,4851,"{'availableMandates': 0, 'blankVotes': 1015, 'blankVotesPercentage': 4.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 546, 'nullVotesPercentage': 2.58, 'numberParishes': 12, 'numberVoters': 21144, 'percentageVoters': 46.5}",Caldas da Rainha,Leiria,0,1015,4.8,,False,546,2.58,12,21144,46.5
566,['António Manuel dos Santos Varanda'],0,CDS-PP,0,0,CDS-PP,1,0,3.37,0,3.58,70,"{'availableMandates': 0, 'blankVotes': 60, 'blankVotesPercentage': 2.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 65, 'nullVotesPercentage': 3.13, 'numberParishes': 1, 'numberVoters': 2079, 'percentageVoters': 70.93}",Castanheira de Pêra,Leiria,0,60,2.89,,False,65,3.13,1,2079,70.93
567,['Manuel Lopes da Costa'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.64,0,1.74,34,"{'availableMandates': 0, 'blankVotes': 60, 'blankVotesPercentage': 2.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 65, 'nullVotesPercentage': 3.13, 'numberParishes': 1, 'numberVoters': 2079, 'percentageVoters': 70.93}",Castanheira de Pêra,Leiria,0,60,2.89,,False,65,3.13,1,2079,70.93
568,['Pedro Manuel Alves da Graça'],2,PPD/PSD,0,0,PPD/PSD,1,2,30.5,0,32.45,634,"{'availableMandates': 0, 'blankVotes': 60, 'blankVotesPercentage': 2.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 65, 'nullVotesPercentage': 3.13, 'numberParishes': 1, 'numberVoters': 2079, 'percentageVoters': 70.93}",Castanheira de Pêra,Leiria,0,60,2.89,,False,65,3.13,1,2079,70.93
569,['Fernando José Pires Lopes'],2,PS,1,0,PS,1,2,43.53,1,46.32,905,"{'availableMandates': 0, 'blankVotes': 60, 'blankVotesPercentage': 2.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 65, 'nullVotesPercentage': 3.13, 'numberParishes': 1, 'numberVoters': 2079, 'percentageVoters': 70.93}",Castanheira de Pêra,Leiria,0,60,2.89,,False,65,3.13,1,2079,70.93
570,['Miguel José Barjona de Tomaz Henriques'],1,XVII,0,0,XVII,1,1,14.96,0,15.92,311,"{'availableMandates': 0, 'blankVotes': 60, 'blankVotesPercentage': 2.89, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 65, 'nullVotesPercentage': 3.13, 'numberParishes': 1, 'numberVoters': 2079, 'percentageVoters': 70.93}",Castanheira de Pêra,Leiria,0,60,2.89,,False,65,3.13,1,2079,70.93
571,['António da Conceição Zuzarte'],0,CDS-PP,0,0,CDS-PP,1,0,9.76,0,10.32,413,"{'availableMandates': 0, 'blankVotes': 101, 'blankVotesPercentage': 2.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 130, 'nullVotesPercentage': 3.07, 'numberParishes': 4, 'numberVoters': 4233, 'percentageVoters': 68.67}",Figueiró dos Vinhos,Leiria,0,101,2.39,,False,130,3.07,4,4233,68.67
572,['Artur Severino dos Reis do Vale'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.99,0,1.05,42,"{'availableMandates': 0, 'blankVotes': 101, 'blankVotesPercentage': 2.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 130, 'nullVotesPercentage': 3.07, 'numberParishes': 4, 'numberVoters': 4233, 'percentageVoters': 68.67}",Figueiró dos Vinhos,Leiria,0,101,2.39,,False,130,3.07,4,4233,68.67
573,['Rui Manuel Almeida e Silva'],2,PPD/PSD,0,0,PPD/PSD,1,2,41.67,0,44.08,1764,"{'availableMandates': 0, 'blankVotes': 101, 'blankVotesPercentage': 2.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 130, 'nullVotesPercentage': 3.07, 'numberParishes': 4, 'numberVoters': 4233, 'percentageVoters': 68.67}",Figueiró dos Vinhos,Leiria,0,101,2.39,,False,130,3.07,4,4233,68.67
574,['Jorge Manuel Fernandes de Abreu'],3,PS,1,1,PS,1,3,42.12,1,44.55,1783,"{'availableMandates': 0, 'blankVotes': 101, 'blankVotesPercentage': 2.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 130, 'nullVotesPercentage': 3.07, 'numberParishes': 4, 'numberVoters': 4233, 'percentageVoters': 68.67}",Figueiró dos Vinhos,Leiria,0,101,2.39,,False,130,3.07,4,4233,68.67
575,['José Manuel Peixoto Figueira Henriques'],0,B.E.,0,0,B.E.,1,0,3.3,0,3.81,1865,"{'availableMandates': 0, 'blankVotes': 4751, 'blankVotesPercentage': 8.41, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2852, 'nullVotesPercentage': 5.05, 'numberParishes': 18, 'numberVoters': 56503, 'percentageVoters': 49.84}",Leiria,Leiria,0,4751,8.41,,False,2852,5.05,18,56503,49.84
576,['António Carlos Batista Martinho Gomes'],0,CDS-PP,0,0,CDS-PP,1,0,4.67,0,5.4,2639,"{'availableMandates': 0, 'blankVotes': 4751, 'blankVotesPercentage': 8.41, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2852, 'nullVotesPercentage': 5.05, 'numberParishes': 18, 'numberVoters': 56503, 'percentageVoters': 49.84}",Leiria,Leiria,0,4751,8.41,,False,2852,5.05,18,56503,49.84
577,['Anabela Baptista Rodrigues dos Santos'],0,PCP - PEV,0,0,PCP - PEV,1,0,4.42,0,5.1,2495,"{'availableMandates': 0, 'blankVotes': 4751, 'blankVotesPercentage': 8.41, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2852, 'nullVotesPercentage': 5.05, 'numberParishes': 18, 'numberVoters': 56503, 'percentageVoters': 49.84}",Leiria,Leiria,0,4751,8.41,,False,2852,5.05,18,56503,49.84
578,['Álvaro José Madureira'],4,PPD/PSD,0,0,PPD/PSD,1,4,27.85,0,32.18,15735,"{'availableMandates': 0, 'blankVotes': 4751, 'blankVotesPercentage': 8.41, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2852, 'nullVotesPercentage': 5.05, 'numberParishes': 18, 'numberVoters': 56503, 'percentageVoters': 49.84}",Leiria,Leiria,0,4751,8.41,,False,2852,5.05,18,56503,49.84
579,['Raul Miguel de Castro'],7,PS,1,1,PS,1,7,46.31,1,53.51,26166,"{'availableMandates': 0, 'blankVotes': 4751, 'blankVotesPercentage': 8.41, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2852, 'nullVotesPercentage': 5.05, 'numberParishes': 18, 'numberVoters': 56503, 'percentageVoters': 49.84}",Leiria,Leiria,0,4751,8.41,,False,2852,5.05,18,56503,49.84
580,['António Manuel Jesus Ferreira dos Santos'],1,PPD/PSD,0,0,PPD/PSD,1,1,10.6,0,11.5,1680,"{'availableMandates': 0, 'blankVotes': 740, 'blankVotesPercentage': 4.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 509, 'nullVotesPercentage': 3.21, 'numberParishes': 3, 'numberVoters': 15856, 'percentageVoters': 47.25}",Marinha Grande,Leiria,0,740,4.67,,False,509,3.21,3,15856,47.25
581,['Álvaro Manuel Marques Pereira'],2,PS,1,0,PS,1,2,29.93,1,32.48,4745,"{'availableMandates': 0, 'blankVotes': 740, 'blankVotesPercentage': 4.67, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 509, 'nullVotesPercentage': 3.21, 'numberParishes': 3, 'numberVoters': 15856, 'percentageVoters': 47.25}",Marinha Grande,Leiria,0,740,4.67,,False,509,3.21,3,15856,47.25
582,['Joaquim Gil Sousa Piló'],0,B.E.,0,0,B.E.,1,0,2.35,0,2.49,172,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
583,['Joel Vieira Vitorino'],0,CDS-PP,0,0,CDS-PP,1,0,2.65,0,2.81,194,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
584,['António Duarte Salvador'],0,MPT,0,0,MPT,1,0,5.86,0,6.23,430,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
585,['João Paulo Quinzico Delgado'],0,PCP - PEV,0,0,PCP - PEV,1,0,6.18,0,6.57,453,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
586,['Luís Miguel Rodrigues Sousinha'],2,PPD/PSD,0,0,PPD/PSD,1,2,22.6,0,24.01,1657,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
587,['Walter Manuel Cavaleiro Chicharro'],4,PS,1,1,PS,1,4,36.59,1,38.88,2683,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
588,['Alberto Madaíl da Silva Belo'],0,XII,0,0,XII,1,0,8.03,0,8.54,589,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
589,['António Gordinho Trindade'],1,XIX,0,0,XIX,1,1,9.85,0,10.46,722,"{'availableMandates': 0, 'blankVotes': 227, 'blankVotesPercentage': 3.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 2.8, 'numberParishes': 3, 'numberVoters': 7332, 'percentageVoters': 50.74}",Nazaré,Leiria,0,227,3.1,,False,205,2.8,3,7332,50.74
590,['Rui Baltasar Coelho da Silva Matias'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.3,0,1.37,30,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 59, 'nullVotesPercentage': 2.55, 'numberParishes': 3, 'numberVoters': 2313, 'percentageVoters': 64.18}",Pedrógão Grande,Leiria,0,69,2.98,,False,59,2.55,3,2313,64.18
591,['Valdemar Gomes Fernandes Alves'],3,PPD/PSD,1,1,PPD/PSD,1,3,56.59,1,59.91,1309,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 59, 'nullVotesPercentage': 2.55, 'numberParishes': 3, 'numberVoters': 2313, 'percentageVoters': 64.18}",Pedrógão Grande,Leiria,0,69,2.98,,False,59,2.55,3,2313,64.18
592,['António da Silva Pena'],2,PS,0,0,PS,1,2,36.58,0,38.72,846,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 59, 'nullVotesPercentage': 2.55, 'numberParishes': 3, 'numberVoters': 2313, 'percentageVoters': 64.18}",Pedrógão Grande,Leiria,0,69,2.98,,False,59,2.55,3,2313,64.18
593,['Paulo Jorge Velho dos Santos Freitas'],0,B.E.,0,0,B.E.,1,0,1.99,0,2.15,218,"{'availableMandates': 0, 'blankVotes': 525, 'blankVotesPercentage': 4.78, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 295, 'nullVotesPercentage': 2.69, 'numberParishes': 4, 'numberVoters': 10974, 'percentageVoters': 43.23}",Peniche,Leiria,0,525,4.78,,False,295,2.69,4,10974,43.23
594,['João Nuno Cruz Santos'],0,CDS-PP,0,0,CDS-PP,1,0,2.09,0,2.26,229,"{'availableMandates': 0, 'blankVotes': 525, 'blankVotesPercentage': 4.78, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 295, 'nullVotesPercentage': 2.69, 'numberParishes': 4, 'numberVoters': 10974, 'percentageVoters': 43.23}",Peniche,Leiria,0,525,4.78,,False,295,2.69,4,10974,43.23
595,['António José Ferreira Sousa Correia Santos'],3,PCP - PEV,1,0,PCP - PEV,1,3,41.32,1,44.66,4535,"{'availableMandates': 0, 'blankVotes': 525, 'blankVotesPercentage': 4.78, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 295, 'nullVotesPercentage': 2.69, 'numberParishes': 4, 'numberVoters': 10974, 'percentageVoters': 43.23}",Peniche,Leiria,0,525,4.78,,False,295,2.69,4,10974,43.23
596,['Luís Lourenço Jorge Ganhão'],2,PPD/PSD,0,0,PPD/PSD,1,2,22.89,0,24.74,2512,"{'availableMandates': 0, 'blankVotes': 525, 'blankVotesPercentage': 4.78, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 295, 'nullVotesPercentage': 2.69, 'numberParishes': 4, 'numberVoters': 10974, 'percentageVoters': 43.23}",Peniche,Leiria,0,525,4.78,,False,295,2.69,4,10974,43.23
597,['Jorge Manuel Rosendo Gonçalves'],2,PS,0,0,PS,1,2,24.24,0,26.2,2660,"{'availableMandates': 0, 'blankVotes': 525, 'blankVotesPercentage': 4.78, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 295, 'nullVotesPercentage': 2.69, 'numberParishes': 4, 'numberVoters': 10974, 'percentageVoters': 43.23}",Peniche,Leiria,0,525,4.78,,False,295,2.69,4,10974,43.23
598,['José Matias Guardado Rodrigues da Silva'],0,CDS-PP,0,0,CDS-PP,1,0,6.18,0,6.78,1528,"{'availableMandates': 0, 'blankVotes': 1382, 'blankVotesPercentage': 5.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 811, 'nullVotesPercentage': 3.28, 'numberParishes': 13, 'numberVoters': 24728, 'percentageVoters': 44.87}",Pombal,Leiria,0,1382,5.59,,False,811,3.28,13,24728,44.87
599,['Fernando Manuel dos Santos Domingues'],0,PCP - PEV,0,0,PCP - PEV,1,0,3.19,0,3.5,789,"{'availableMandates': 0, 'blankVotes': 1382, 'blankVotesPercentage': 5.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 811, 'nullVotesPercentage': 3.28, 'numberParishes': 13, 'numberVoters': 24728, 'percentageVoters': 44.87}",Pombal,Leiria,0,1382,5.59,,False,811,3.28,13,24728,44.87
