Year,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year,votes.validVotesPercentage
2009,,0,PCP-PEV,0,0,1,0,5.95,0,1722,Mafra,Lisboa,0,837,2.89,,FALSE,375,1.3,17,28940,56.06,Eugénio Óscar Garcia da Rosa,2009,
2009,,6,PPD/PSD,1,1,1,6,52.04,1,15059,Mafra,Lisboa,0,837,2.89,,FALSE,375,1.3,17,28940,56.06,José Maria Ministro dos Santos,2009,
2009,,3,PS,0,0,1,3,27.52,0,7964,Mafra,Lisboa,0,837,2.89,,FALSE,375,1.3,17,28940,56.06,Sérgio Paulo Mendes Mota,2009,
2009,,0,B.E.,0,0,1,0,3.76,0,2396,Odivelas,Lisboa,0,988,1.55,,FALSE,741,1.16,7,63647,54.37,António Miguel Rodrigues,2009,
2009,,2,PCP-PEV,0,0,1,2,20.17,0,12838,Odivelas,Lisboa,0,988,1.55,,FALSE,741,1.16,7,63647,54.37,Ilídio de Magalhães Ferreira,2009,
2009,,4,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,4,35.74,0,22747,Odivelas,Lisboa,0,988,1.55,,FALSE,741,1.16,7,63647,54.37,Hernâni Manuel Marques de Carvalho,2009,
2009,,5,PS,1,0,1,5,37.61,1,23937,Odivelas,Lisboa,0,988,1.55,,FALSE,741,1.16,7,63647,54.37,Susana de Fátima Carvalho Amador,2009,
2009,,0,B.E.,0,0,1,0,3.91,0,3054,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Francisco Manuel Vicente Figueira Silva,2009,
2009,,5,I,1,0,1,5,41.52,1,32407,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Isaltino Afonso Morais,2009,
2009,,1,PCP-PEV,0,0,1,1,7.31,0,5703,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Amílcar José da Silva Campos,2009,
2009,,0,PCTP/MRPP,0,0,1,0,0.63,0,495,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Fernando Carvalho Pereira,2009,
2009,,2,PPD/PSD.CDS-PP.PPM,0,0,1,2,16.42,0,12821,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Isabel Maria Meireles Teixeira Vasconcelos Salgado,2009,
2009,,3,PS,0,0,1,3,25.77,0,20112,Oeiras,Lisboa,0,2087,2.67,,FALSE,1380,1.77,10,78059,54.01,Marcos de Cunha e Lorena Perestrello de Vasconcellos,2009,
2009,,0,B.E.,0,0,1,0,5.9,0,8121,Sintra,Lisboa,0,2400,1.74,,FALSE,1616,1.17,20,137699,47.92,André Aurélio Marona Beja,2009,
2009,,1,PCP-PEV,0,0,1,1,11.11,0,15293,Sintra,Lisboa,0,2400,1.74,,FALSE,1616,1.17,20,137699,47.92,José Manuel Baptista Alves,2009,
2009,,0,PCTP/MRPP,0,0,1,0,1.09,0,1497,Sintra,Lisboa,0,2400,1.74,,FALSE,1616,1.17,20,137699,47.92,José Vitorino Piteira Mestre,2009,
2009,,6,PPD/PSD.CDS-PP.PPM.MPT,1,1,1,6,45.25,1,62314,Sintra,Lisboa,0,2400,1.74,,FALSE,1616,1.17,20,137699,47.92,Fernando Jorge Loureiro de Roboredo Seara,2009,
2009,,4,PS,0,0,1,4,33.74,0,46458,Sintra,Lisboa,0,2400,1.74,,FALSE,1616,1.17,20,137699,47.92,Ana Maria Rosa Martins Gomes,2009,
2009,,3,PCP-PEV,1,1,1,3,54.33,1,2459,Sobral de Monte Agraço,Lisboa,0,99,2.19,,FALSE,87,1.92,3,4526,58.73,António Lopes Bogalho,2009,
2009,,1,PPD/PSD.CDS-PP,0,0,1,1,23.95,0,1084,Sobral de Monte Agraço,Lisboa,0,99,2.19,,FALSE,87,1.92,3,4526,58.73,António José de Carvalho Caroço,2009,
2009,,1,PS,0,0,1,1,17.61,0,797,Sobral de Monte Agraço,Lisboa,0,99,2.19,,FALSE,87,1.92,3,4526,58.73,Reinaldo Manuel Soares da Costa Fragoso,2009,
2009,,0,PCP-PEV,0,0,1,0,7.47,0,2824,Torres Vedras,Lisboa,0,578,1.53,,FALSE,403,1.07,20,37817,59.1,Paulo Adelino Esteves Gonçalves,2009,
2009,,3,PPD/PSD.CDS-PP,0,0,1,3,28.87,0,10917,Torres Vedras,Lisboa,0,578,1.53,,FALSE,403,1.07,20,37817,59.1,António Paulo Veloso Martins Bento,2009,
2009,,6,PS,1,1,1,6,61.07,1,23095,Torres Vedras,Lisboa,0,578,1.53,,FALSE,403,1.07,20,37817,59.1,Carlos Manuel Soares Miguel,2009,
2009,,0,B.E.,0,0,1,0,5.83,0,3199,Vila Franca de Xira,Lisboa,0,1022,1.86,,FALSE,600,1.09,11,54893,52.19,Carlos Miguel Vilar Patrão,2009,
2009,,3,PCP-PEV,0,0,1,3,23.88,0,13111,Vila Franca de Xira,Lisboa,0,1022,1.86,,FALSE,600,1.09,11,54893,52.19,Nuno Miguel Marques Libório,2009,
2009,,3,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,3,23.35,0,12820,Vila Franca de Xira,Lisboa,0,1022,1.86,,FALSE,600,1.09,11,54893,52.19,João Manuel Correia Pires de Carvalho,2009,
2009,,5,PS,1,0,1,5,43.98,1,24141,Vila Franca de Xira,Lisboa,0,1022,1.86,,FALSE,600,1.09,11,54893,52.19,Maria da Luz Gameiro Beja Ferreira Rosinha,2009,
2009,,0,B.E.,0,0,1,0,0.93,0,67,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,Manuel Damião Ferreira dos Santos,2009,
2009,,1,CDS-PP,0,0,1,1,20,0,1442,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,Antero Vasconcelos e Sousa,2009,
2009,,0,MPT,0,0,1,0,0.78,0,56,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,Aurélio Pinto Gomes Serrão,2009,
2009,,0,PCP-PEV,0,0,1,0,1.03,0,74,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,José Luís de Ornelas Murzelo,2009,
2009,,6,PPD/PSD,1,1,1,6,64.13,1,4623,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,Manuel Baeta de Castro,2009,
2009,,0,PS,0,0,1,0,10.58,0,763,Calheta (R.A.M.),Madeira,0,62,0.86,,FALSE,122,1.69,8,7209,57.31,Sofia Maria Araújo Canha Sousa,2009,
2009,,0,B.E.,0,0,1,0,2.92,0,471,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,José Ernesto Figueira Ferraz,2009,
2009,,1,CDS-PP,0,0,1,1,10.03,0,1618,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,José Roberto Ribeiro Rodrigues,2009,
2009,,1,MPT,0,0,1,1,13.2,0,2129,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,João Izidoro Gonçalves,2009,
2009,,0,PCP-PEV,0,0,1,0,5.27,0,850,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,José Quintino Mendes Costa,2009,
2009,,0,PND,0,0,1,0,5.59,0,901,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,José Manuel da Mata Vieira Coelho,2009,
2009,,4,PPD/PSD,1,1,1,4,45.82,1,7391,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,Arlindo Pinto Gomes,2009,
2009,,1,PS,0,0,1,1,13.94,0,2249,Câmara de Lobos,Madeira,0,189,1.17,,FALSE,331,2.05,5,16129,51.66,Carlos Alberto Pestana Gonçalves,2009,
2009,,0,B.E.,0,0,1,0,4.35,0,2433,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Rodrigo Nuno Pontes de Gouveia Trancoso,2009,
2009,,1,CDS-PP,0,0,1,1,10.03,0,5617,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Lino Ricardo Silva Abreu,2009,
2009,,0,MPT,0,0,1,0,2.08,0,1166,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Roberto Paulo Ferreira Vieira,2009,
2009,,1,PCP-PEV,0,0,1,1,6.87,0,3846,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Artur Alberto Fernandes de Andrade,2009,
2009,,1,PND,0,0,1,1,8.46,0,4737,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Gil da Silva Canha,2009,
2009,,7,PPD/PSD,1,1,1,7,52.2,1,29227,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Miguel Filipe Machado de Albuquerque,2009,
2009,,1,PS,0,0,1,1,13.54,0,7584,Funchal,Madeira,0,595,1.06,,FALSE,787,1.41,10,55992,52.75,Rui Alberto Pereira Caetano,2009,
2009,,0,B.E.,0,0,1,0,1.78,0,220,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,Tânia Gisela Melim de Freitas,2009,
2009,,0,CDS-PP,0,0,1,0,3.06,0,377,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,Paulo Jorge Tomás do Couto,2009,
2009,,0,MPT,0,0,1,0,1.82,0,224,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,António Álvaro Aguiar Araújo,2009,
2009,,0,PCP-PEV,0,0,1,0,1.46,0,180,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,Rui Firmino Faria Nepomuceno,2009,
2009,,4,PPD/PSD,1,1,1,4,50.13,1,6185,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,Emanuel Sabino Vieira Gomes,2009,
2009,,3,PS,0,0,1,3,39.54,0,4879,Machico,Madeira,0,137,1.11,,FALSE,136,1.1,5,12338,58.9,Ricardo Miguel Nunes Franco,2009,
2009,,0,B.E.,0,0,1,0,1.87,0,98,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,Maria Ganança Gomes Garanito,2009,
2009,,0,CDS-PP,0,0,1,0,6.44,0,337,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,Manuel Miguel Rodrigues de Freitas,2009,
2009,,0,MPT,0,0,1,0,1.15,0,60,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,Marla Patrícia Rodrigues Fernandes,2009,
2009,,0,PCP-PEV,0,0,1,0,1.74,0,91,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,Jacinto Luís Gouveia Vera Cruz,2009,
2009,,4,PPD/PSD,1,1,1,4,71.55,1,3743,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,Rui David Pita Marques Luís,2009,
2009,,1,PS,0,0,1,1,15.22,0,796,Ponta do Sol,Madeira,0,34,0.65,,FALSE,72,1.38,3,5231,55.81,João Francisco Sousa Dias,2009,
2009,,3,PPD/PSD,1,1,1,3,50.95,1,1149,Porto Moniz,Madeira,0,18,0.8,,FALSE,24,1.06,4,2255,65.5,Edgar Valter Castro Correia,2009,
2009,,2,PS,0,0,1,2,45.41,0,1024,Porto Moniz,Madeira,0,18,0.8,,FALSE,24,1.06,4,2255,65.5,João Emanuel Silva Câmara,2009,
2009,,0,B.E.,0,0,1,0,1.47,0,48,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,Dulcídio Manuel Reinolds Fernandes,2009,
2009,,0,CDS-PP,0,0,1,0,3.12,0,102,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,Dinarte Manuel Melim Velosa,2009,
2009,,0,MPT,0,0,1,0,0.92,0,30,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,Neli Franco Gonçalves Vera Cruz,2009,
2009,,0,PCP-PEV,0,0,1,0,0.55,0,18,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,João Roberto do Nascimento de Melim,2009,
2009,,4,PPD/PSD,1,1,1,4,68.59,1,2245,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,Roberto Paulo Cardoso da Silva,2009,
2009,,1,PS,0,0,1,1,22.91,0,750,Porto Santo,Madeira,0,40,1.22,,FALSE,40,1.22,1,3273,62.12,Renata Marisa Correia de Sousa,2009,
2009,,0,B.E.,0,0,1,0,2.04,0,150,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,Carlos Alberto Pereira,2009,
2009,,1,CDS-PP,0,0,1,1,12.9,0,949,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,Rafael João Figueira de Sousa,2009,
2009,,0,MPT,0,0,1,0,2.7,0,199,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,Martinho Dinarte Mendes Silva,2009,
2009,,0,PCP-PEV,0,0,1,0,2.41,0,177,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,Marcelino Vitorino Santos Rodrigues,2009,
2009,,5,PPD/PSD,1,1,1,5,57.68,1,4245,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,José Ismael Fernandes,2009,
2009,,1,PS,0,0,1,1,18.77,0,1381,Ribeira Brava,Madeira,0,75,1.02,,FALSE,183,2.49,4,7359,53.92,Alano Aires Santos Gonçalves,2009,
2009,,3,I,0,0,1,3,32.03,0,6449,Santa Cruz,Madeira,0,256,1.27,,FALSE,409,2.03,5,20137,58.94,Filipe Martiniano Martins de Sousa,2009,
2009,,0,MPT,0,0,1,0,4.72,0,950,Santa Cruz,Madeira,0,256,1.27,,FALSE,409,2.03,5,20137,58.94,Jaime Casimiro Nunes da Silva,2009,
2009,,0,PCP-PEV,0,0,1,0,5.04,0,1014,Santa Cruz,Madeira,0,256,1.27,,FALSE,409,2.03,5,20137,58.94,Luís Alberto de Vasconcelos,2009,
2009,,3,PPD/PSD,1,0,1,3,41.88,1,8434,Santa Cruz,Madeira,0,256,1.27,,FALSE,409,2.03,5,20137,58.94,José Alberto de Freitas Gonçalves,2009,
2009,,1,PS,0,0,1,1,13.04,0,2625,Santa Cruz,Madeira,0,256,1.27,,FALSE,409,2.03,5,20137,58.94,Óscar Ciríaco Teixeira,2009,
2009,,0,B.E.,0,0,1,0,1.6,0,85,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,Carlos Alberto de Faria,2009,
2009,,0,CDS-PP,0,0,1,0,12.03,0,638,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,Teófilo Alírio Reis Cunha,2009,
2009,,0,MPT,0,0,1,0,0.79,0,42,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,José Samuel Vieira Caboz,2009,
2009,,0,PCP-PEV,0,0,1,0,1.56,0,83,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,Elisa Margarita dos Santos Mendonça,2009,
2009,,4,PPD/PSD,1,1,1,4,58.45,1,3101,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,Rui Moisés Fernandes de Ascensão,2009,
2009,,1,PS,0,0,1,1,22.39,0,1188,Santana,Madeira,0,55,1.04,,FALSE,113,2.13,6,5305,58.43,Adelino Marques Teixeira da Silva,2009,
2009,,0,B.E.,0,0,1,0,0.63,0,24,São Vicente,Madeira,0,60,1.59,,FALSE,76,2.01,3,3782,56.02,Sónia de Castro Gomes e Silva,2009,
2009,,0,CDS-PP,0,0,1,0,12.59,0,476,São Vicente,Madeira,0,60,1.59,,FALSE,76,2.01,3,3782,56.02,Margarida Maria Silva Fernandes,2009,
2009,,0,PCP-PEV,0,0,1,0,0.74,0,28,São Vicente,Madeira,0,60,1.59,,FALSE,76,2.01,3,3782,56.02,António Carlos Baptista Monteiro,2009,
2009,,3,PPD/PSD,1,1,1,3,48.78,1,1845,São Vicente,Madeira,0,60,1.59,,FALSE,76,2.01,3,3782,56.02,Jorge Orlando César de Jesus Romeira,2009,
2009,,2,PS,0,0,1,2,33.66,0,1273,São Vicente,Madeira,0,60,1.59,,FALSE,76,2.01,3,3782,56.02,João Carlos Justino Mendes Gouveia,2009,
2009,,0,CDS-PP,0,0,1,0,3.02,0,73,Alter do Chão,Portalegre,0,32,1.32,,FALSE,35,1.45,4,2420,72.33,Ana Maria Gagliardini Graça Torres Miguéns Cardoso,2009,
2009,,0,PCP-PEV,0,0,1,0,12.89,0,312,Alter do Chão,Portalegre,0,32,1.32,,FALSE,35,1.45,4,2420,72.33,João Manuel Laureano Martins,2009,
2009,,3,PPD/PSD,1,1,1,3,43.43,1,1051,Alter do Chão,Portalegre,0,32,1.32,,FALSE,35,1.45,4,2420,72.33,Joviano Martins Vitorino,2009,
2009,,1,PS,0,0,1,1,17.98,0,435,Alter do Chão,Portalegre,0,32,1.32,,FALSE,35,1.45,4,2420,72.33,Maria Leal Monteiro,2009,
2009,,1,XVIII,0,0,1,1,19.92,0,482,Alter do Chão,Portalegre,0,32,1.32,,FALSE,35,1.45,4,2420,72.33,Francisco António Martins dos Reis,2009,
2009,,0,CDS-PP.PPM,0,0,1,0,1.11,0,26,Arronches,Portalegre,0,20,0.86,,FALSE,22,0.94,3,2339,80.49,António José Raimundo Baptista,2009,
2009,,0,PCP-PEV,0,0,1,0,3.89,0,91,Arronches,Portalegre,0,20,0.86,,FALSE,22,0.94,3,2339,80.49,Jorge Manuel Pereira Ventura,2009,
2009,,3,PPD/PSD,1,1,1,3,54.25,1,1269,Arronches,Portalegre,0,20,0.86,,FALSE,22,0.94,3,2339,80.49,Fermelinda de Jesus Pombo Carvalho,2009,
2009,,2,PS,0,0,1,2,38.95,0,911,Arronches,Portalegre,0,20,0.86,,FALSE,22,0.94,3,2339,80.49,Gil da Conceição Palmeiro Romão,2009,
2009,,3,PCP-PEV,1,1,1,3,53.93,1,1647,Avis,Portalegre,0,82,2.69,,FALSE,39,1.28,8,3054,74.69,Manuel Maria Libério Coelho,2009,
2009,,0,PPD/PSD,0,0,1,0,8.61,0,263,Avis,Portalegre,0,82,2.69,,FALSE,39,1.28,8,3054,74.69,António Sebastião Navalhas Sombreireiro,2009,
2009,,2,PS,0,0,1,2,33.5,0,1023,Avis,Portalegre,0,82,2.69,,FALSE,39,1.28,8,3054,74.69,Rui Manuel Varela Barrento Henriques,2009,
2009,,0,PCP-PEV,0,0,1,0,6.23,0,362,Campo Maior,Portalegre,0,63,1.08,,FALSE,43,0.74,3,5814,76.05,António José Faria de Paula Campos,2009,
2009,,0,PPD/PSD,0,0,1,0,1.6,0,93,Campo Maior,Portalegre,0,63,1.08,,FALSE,43,0.74,3,5814,76.05,Pedro Luís Bento Nabeiro,2009,
2009,,3,PS,1,1,1,3,46.84,1,2723,Campo Maior,Portalegre,0,63,1.08,,FALSE,43,0.74,3,5814,76.05,Ricardo Miguel Furtado Pinheiro,2009,
2009,,2,XIX,0,0,1,2,43.52,0,2530,Campo Maior,Portalegre,0,63,1.08,,FALSE,43,0.74,3,5814,76.05,João Manuel Borrega Burrica,2009,
2009,,0,CDS-PP,0,0,1,0,1.45,0,35,Castelo de Vide,Portalegre,0,41,1.7,,FALSE,40,1.66,4,2412,76.21,Lucina Aurora Alexandre de Morais Baptista,2009,
2009,,0,PCP-PEV,0,0,1,0,4.1,0,99,Castelo de Vide,Portalegre,0,41,1.7,,FALSE,40,1.66,4,2412,76.21,Manuel Fernando Synarle de Serpa Soares,2009,
2009,,3,PPD/PSD,1,1,1,3,53.23,1,1284,Castelo de Vide,Portalegre,0,41,1.7,,FALSE,40,1.66,4,2412,76.21,António Manuel Grincho Ribeiro,2009,
2009,,2,PS,0,0,1,2,28.19,0,680,Castelo de Vide,Portalegre,0,41,1.7,,FALSE,40,1.66,4,2412,76.21,Rui Manuel Mourato Miranda,2009,
2009,,0,VI,0,0,1,0,9.66,0,233,Castelo de Vide,Portalegre,0,41,1.7,,FALSE,40,1.66,4,2412,76.21,Tiago Fragoso Malato,2009,
2009,,3,PCP-PEV,1,1,1,3,46.37,1,1297,Crato,Portalegre,0,27,0.97,,FALSE,29,1.04,6,2797,77.14,João Teresa Ribeiro,2009,
2009,,0,PPD/PSD,0,0,1,0,10.58,0,296,Crato,Portalegre,0,27,0.97,,FALSE,29,1.04,6,2797,77.14,João António da Cruz Martins de Matos,2009,
2009,,2,PS,0,0,1,2,41.04,0,1148,Crato,Portalegre,0,27,0.97,,FALSE,29,1.04,6,2797,77.14,José Correia da Luz,2009,
2009,,0,B.E.,0,0,1,0,3.54,0,381,Elvas,Portalegre,0,244,2.27,,FALSE,99,0.92,11,10752,52.8,Luís Manuel Domingos Pedras,2009,
2009,,0,MPT,0,0,1,0,1.95,0,210,Elvas,Portalegre,0,244,2.27,,FALSE,99,0.92,11,10752,52.8,Manuel António Martins Torneiro,2009,
2009,,0,PCP-PEV,0,0,1,0,3.07,0,330,Elvas,Portalegre,0,244,2.27,,FALSE,99,0.92,11,10752,52.8,João José Alfacinha Pinheiro,2009,
2009,,1,PPD/PSD.CDS-PP,0,0,1,1,19.86,0,2135,Elvas,Portalegre,0,244,2.27,,FALSE,99,0.92,11,10752,52.8,António José Simão das Dores,2009,
2009,,6,PS,1,1,1,6,68.39,1,7353,Elvas,Portalegre,0,244,2.27,,FALSE,99,0.92,11,10752,52.8,José António Rondão Almeida,2009,
2009,,0,PCP-PEV,0,0,1,0,7.3,0,175,Fronteira,Portalegre,0,32,1.34,,FALSE,32,1.34,3,2396,74.06,Rosa Maria Pedroso Forças Peças,2009,
2009,,3,PPD/PSD,1,1,1,3,53.42,1,1280,Fronteira,Portalegre,0,32,1.34,,FALSE,32,1.34,3,2396,74.06,Pedro Namorado Lancha,2009,
2009,,2,PS,0,0,1,2,35.68,0,855,Fronteira,Portalegre,0,32,1.34,,FALSE,32,1.34,3,2396,74.06,Fernando Alves Marques Mano,2009,
2009,,0,XVI,0,0,1,0,0.92,0,22,Fronteira,Portalegre,0,32,1.34,,FALSE,32,1.34,3,2396,74.06,João Cabaço Mendeiros,2009,
2009,,0,PCP-PEV,0,0,1,0,12.22,0,349,Gavião,Portalegre,0,53,1.86,,FALSE,49,1.72,5,2857,69.03,José Luís Areias Morais,2009,
2009,,1,PPD/PSD,0,0,1,1,24.29,0,694,Gavião,Portalegre,0,53,1.86,,FALSE,49,1.72,5,2857,69.03,Paulo José Estrela Vitoriano de Matos,2009,
2009,,4,PS,1,1,1,4,59.92,1,1712,Gavião,Portalegre,0,53,1.86,,FALSE,49,1.72,5,2857,69.03,Jorge Manuel Martins de Jesus,2009,
2009,,0,CDS-PP,0,0,1,0,1.14,0,29,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,João de Brito Mena Antunes,2009,
2009,,0,PCP-PEV,0,0,1,0,1.14,0,29,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,Paulo Joaquim Anacleto Costa,2009,
2009,,3,PPD/PSD,1,1,1,3,48.45,1,1231,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,Victor Manuel Martins Frutuoso,2009,
2009,,1,PS,0,0,1,1,24.83,0,631,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,Nuno Filipe Sernache Gonçalves Lopes,2009,
2009,,1,VIII,0,0,1,1,17.95,0,456,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,Maria Madalena Delicado Curião Tavares,2009,
2009,,0,XV,0,0,1,0,3.35,0,85,Marvão,Portalegre,0,34,1.34,,FALSE,46,1.81,4,2541,75.33,Fernando José Machado Gomes,2009,
2009,,0,PPD/PSD,0,0,1,0,14.77,0,336,Monforte,Portalegre,0,28,1.23,,FALSE,31,1.36,4,2275,75.93,Jorge Alexandre Fernandes Capitão,2009,
2009,,3,PS,1,1,1,3,47.03,1,1070,Monforte,Portalegre,0,28,1.23,,FALSE,31,1.36,4,2275,75.93,Miguel Alexandre Ferreira Rasquinho,2009,
2009,,0,B.E.,0,0,1,0,2.1,0,111,Nisa,Portalegre,0,81,1.53,,FALSE,101,1.91,10,5288,71.18,Maria Madalena Duarte Morais,2009,
2009,,0,CDS-PP,0,0,1,0,2.19,0,116,Nisa,Portalegre,0,81,1.53,,FALSE,101,1.91,10,5288,71.18,Manuel Joaquim da Silva Baptista,2009,
2009,,2,PCP-PEV,1,0,1,2,35.84,1,1895,Nisa,Portalegre,0,81,1.53,,FALSE,101,1.91,10,5288,71.18,Maria Gabriela Pereira Menino Tsukamoto,2009,
2009,,1,PPD/PSD,0,0,1,1,23.17,0,1225,Nisa,Portalegre,0,81,1.53,,FALSE,101,1.91,10,5288,71.18,Fernanda Maria Bizarro Policarpo,2009,
2009,,2,PS,0,0,1,2,33.26,0,1759,Nisa,Portalegre,0,81,1.53,,FALSE,101,1.91,10,5288,71.18,Maria Idalina Alves Trindade,2009,
2009,,2,PCP-PEV,0,0,1,2,24.13,0,2367,Ponte de Sor,Portalegre,0,145,1.48,,FALSE,105,1.07,7,9810,63.48,João Pedro Xavier Abelho Amante,2009,
2009,,1,PPD/PSD.CDS-PP,0,0,1,1,15.01,0,1472,Ponte de Sor,Portalegre,0,145,1.48,,FALSE,105,1.07,7,9810,63.48,Joaquim Augusto Guiomar Lizardo,2009,
2009,,4,PS,1,1,1,4,58.32,1,5721,Ponte de Sor,Portalegre,0,145,1.48,,FALSE,105,1.07,7,9810,63.48,João José de Carvalho Taveira Pinto,2009,
2009,,0,B.E.,0,0,1,0,1.97,0,283,Portalegre,Portalegre,0,227,1.58,,FALSE,124,0.87,10,14332,64.15,Marco Jorge de Freitas Matos Ferreira,2009,
2009,,0,CDS-PP,0,0,1,0,3.27,0,468,Portalegre,Portalegre,0,227,1.58,,FALSE,124,0.87,10,14332,64.15,Élio Mário Castro Pereira,2009,
2009,,1,PCP-PEV,0,0,1,1,12.58,0,1803,Portalegre,Portalegre,0,227,1.58,,FALSE,124,0.87,10,14332,64.15,Hugo Chichorro e Silva Capote,2009,
2009,,3,PPD/PSD,1,0,1,3,42.14,1,6039,Portalegre,Portalegre,0,227,1.58,,FALSE,124,0.87,10,14332,64.15,José Fernando da Mata Cáceres,2009,
2009,,3,PS,0,0,1,3,37.59,0,5388,Portalegre,Portalegre,0,227,1.58,,FALSE,124,0.87,10,14332,64.15,José Maria Escarameia de Sousa,2009,
2009,,0,PCP-PEV,0,0,1,0,9.61,0,343,Sousel,Portalegre,0,45,1.26,,FALSE,57,1.6,4,3569,75.81,Álvaro Vitorino Amoroso Cartas,2009,
2009,,3,PPD/PSD,1,1,1,3,50.52,1,1803,Sousel,Portalegre,0,45,1.26,,FALSE,57,1.6,4,3569,75.81,Armando Jorge Mendonça Varela,2009,
2009,,2,PS,0,0,1,2,37.01,0,1321,Sousel,Portalegre,0,45,1.26,,FALSE,57,1.6,4,3569,75.81,Mário Alberto Azeitão Marques,2009,
2009,,0,B.E.,0,0,1,0,2.16,0,758,Amarante,Porto,0,492,1.4,,FALSE,360,1.02,40,35170,65.04,Hugo Manuel Mota Cardoso da Silva,2009,
